code5,name,last_go_type,last_go_date,days_since_go,in_kl_xlsx
01489,GC CONSTRUCTION,GO,2025-09-30,0,1
08507,愛世紀集團,GO,2025-09-23,7,1
01376,RAFFLESINTERIOR,GO,2025-08-07,54,1
02350,數科集團,GO,2025-06-12,110,1
00361,漢成發展控股,GO,2025-09-23,7,0
01351,輝煌明天,GO,2025-09-17,13,0
00932,順騰國際控股,GO,2025-09-12,18,0
08050,城市酷選,GO,2025-08-18,43,0
01079,松景科技,GO,2025-08-05,56,0
08106,芯化蘭德,GO,2025-07-25,67,0
06136,康達環保,GO,2025-07-21,71,0
01749,杉杉品牌,GO,2025-06-30,92,0
08035,駿高控股,GO,2025-06-13,109,0
