code5,name,seed_mcap,mcap_total,diff_pct,原因猜測
00913,港灣數字,62000000.0,162329242.0,161.82135806451612,合股/拆股（~整數倍）
00021,大中華控股,330000000.0,433300441.0,31.30316393939394,配股/供股/內資股攤薄或股數口徑差異
