code5,scan_date,ccass_asof_date,ccass_top10_pct,ccass_top5_pct,ccass_top10_delta,ccass_window_days,ccass_suspect_denominator,ccass_top10_pct_known,concentration_rising,hd_top10_pct_of_ccass,hd_asof_date,hd_top10_delta,dump_asof_date,dump_c10_shares,dump_issued_shares,dump_top10_pct_of_issued,dump_top10_pct_of_issued_raw,dump_top10_delta_shares,dump_window_days,dump_concentration_rising,dump_corp_action_in_window,dump_issued_missing
01084,2025-08-13,,,,,,,0,,,,,2025-08-11,725244000.0,874120000.0,82.9685,82.9685,344000.0,89.0,0.5,0,0
00167,2025-08-13,,,,,,,0,,,,,2025-08-11,21370267.0,519984181.0,4.1098,4.1098,-620.0,89.0,0.5,0,0
02530,2025-08-13,,,,,,,0,,,,,2025-08-11,223403700.0,1000000000.0,22.3404,22.3404,5280200.0,89.0,0.5,0,0
00206,2025-08-13,,,,,,,0,,,,,2025-08-11,1333655206.0,3243433914.0,41.1186,41.1186,-7489000.0,89.0,0.5,0,0
02481,2025-08-13,,,,,,,0,,,,,2025-08-11,283574880.0,301600000.0,94.0235,94.0235,-9578120.0,89.0,0.0,0,0
00428,2025-08-14,,,,,,,0,,,,,2025-08-12,103037900.0,154258237.0,66.7957,66.7957,37699943.0,90.0,1.0,0,0
01064,2025-08-14,,,,,,,0,,,,,2025-08-12,212318896.0,768616520.0,27.6235,27.6235,2457296.0,90.0,0.5,0,0
00193,2025-08-14,,,,,,,0,,,,,2025-08-12,112551364.0,233202559.0,48.2633,48.2633,-5802846.0,90.0,0.0,0,0
00145,2025-08-14,,,,,,,0,,,,,2025-08-12,135266067.0,366201816.0,36.9376,36.9376,37902670.0,90.0,1.0,0,0
08120,2025-08-14,,,,,,,0,,,,,2025-08-12,97116565.0,162626760.0,59.7175,59.7175,-8335236.0,90.0,0.0,0,0
00660,2025-08-14,,,,,,,0,,,,,2025-08-12,149095136.0,384309785.0,38.7956,38.7956,-536701.0,90.0,0.5,0,0
01452,2025-08-14,,,,,,,0,,,,,2025-08-12,531910405.0,770697720.0,69.0167,69.0167,361000.0,90.0,0.5,0,0
00889,2025-08-14,,,,,,,0,,,,,2025-08-12,83652000.0,320000000.0,26.1412,26.1412,396000.0,90.0,0.5,0,0
02022,2025-08-14,,,,,,,0,,,,,2025-08-12,906277710.0,2000000000.0,45.3139,45.3139,1056000.0,90.0,0.5,0,0
02113,2025-08-14,,,,,,,0,,,,,2025-08-12,749105000.0,804750000.0,93.0854,93.0854,-2785000.0,90.0,0.5,0,0
08601,2025-08-14,,,,,,,0,,,,,2025-08-12,188500000.0,800000000.0,23.5625,23.5625,-380000.0,90.0,0.5,0,0
00653,2025-08-14,,,,,,,0,,,,,2025-08-12,359994410.0,1874878065.0,19.201,19.201,5094780.0,90.0,0.5,0,0
01682,2025-08-14,,,,,,,0,,,,,2025-08-12,737068489.0,1571854000.0,46.8917,46.8917,-1516000.0,90.0,0.5,0,0
01046,2025-08-14,,,,,,,0,,,,,2025-08-12,851414285.0,906632276.0,93.9095,93.9095,-2066718.0,90.0,0.5,0,0
00328,2025-08-14,,,,,,,0,,,,,2025-08-12,67821632.0,286392150.0,23.6814,23.6814,-5012523.0,90.0,0.0,0,0
06866,2025-08-14,,,,,,,0,,,,,2025-08-12,223218000.0,1180000000.0,18.9168,18.9168,748000.0,90.0,0.5,0,0
02136,2025-08-14,,,,,,,0,,,,,2025-08-12,1016790242.0,1464448500.0,69.4316,69.4316,6447412.0,90.0,0.5,0,0
00974,2025-08-14,,,,,,,0,,,,,2025-08-12,174287591.0,290457000.0,60.0046,60.0046,-96000.0,90.0,0.5,0,0
00970,2025-08-14,,,,,,,0,,,,,2025-08-12,149215806.0,675362170.0,22.0942,22.0942,17928785.0,90.0,1.0,0,0
01778,2025-08-14,,,,,,,0,,,,,2025-08-12,1188096953.0,1859407192.0,63.8965,63.8965,-11235779.0,90.0,0.5,0,0
01098,2025-08-14,,,,,,,0,,,,,2025-08-12,428386359.0,749336566.0,57.1688,57.1688,1496447.0,90.0,0.5,0,0
00610,2025-08-14,,,,,,,0,,,,,2025-08-12,521033146.0,793124034.0,65.6938,65.6938,-1220733.0,90.0,0.5,0,0
01813,2025-08-14,,,,,,,0,,,,,2025-08-12,1227780596.0,3418883945.0,35.9117,35.9117,10227641.0,90.0,0.5,0,0
03315,2025-08-14,,,,,,,0,,,,,2025-08-12,552107812.0,805802000.0,68.5166,68.5166,-413752.0,90.0,0.5,0,0
08365,2025-08-15,,,,,,,0,,,,,2025-08-13,58079934.0,198749440.0,29.2227,29.2227,32147774.0,91.0,1.0,0,0
00660,2025-08-15,,,,,,,0,,,,,2025-08-13,149095136.0,384309785.0,38.7956,38.7956,-536701.0,91.0,0.5,0,0
02372,2025-08-15,,,,,,,0,,,,,2025-08-13,433232000.0,800000001.0,54.154,54.154,956000.0,91.0,0.5,0,0
06816,2025-08-15,,,,,,,0,,,,,2025-08-13,688963995.0,800000000.0,86.1205,86.1205,-428000.0,91.0,0.5,0,0
00380,2025-08-15,,,,,,,0,,,,,2025-08-13,1218914120.0,1332266000.0,91.4918,91.4918,160000.0,91.0,0.5,0,0
02885,2025-08-15,,,,,,,0,,,,,2025-08-13,77864000.0,400000000.0,19.466,19.466,-106000.0,91.0,0.5,0,0
00858,2025-08-15,,,,,,,0,,,,,2025-08-13,1296449549.0,2900000000.0,44.7052,44.7052,-1750000.0,91.0,0.5,0,0
00929,2025-08-15,,,,,,,0,,,,,2025-08-13,982882313.0,1052254135.0,93.4073,93.4073,-1884340.0,91.0,0.5,0,0
00938,2025-08-15,,,,,,,0,,,,,2025-08-13,332866165.0,647198595.0,51.4318,51.4318,16437454.0,91.0,1.0,0,0
01085,2025-08-15,,,,,,,0,,,,,2025-08-13,277875162.0,465600000.0,59.6811,59.6811,-21506525.0,91.0,0.0,0,0
02789,2025-08-15,,,,,,,0,,,,,2025-08-13,5520937384.0,6208734000.0,88.9221,88.9221,-16039773.0,91.0,0.5,0,0
00228,2025-08-15,,,,,,,0,,,,,2025-08-13,3729015322.0,456200400.0,,817.4073,-8398000.0,91.0,,0,0
02651,2025-08-15,,,,,,,0,,,,,2025-08-13,16051115.0,50579042.0,31.7347,31.7347,-606825.0,26.0,0.0,0,0
00829,2025-08-15,,,,,,,0,,,,,2025-08-13,761122783.0,3230480000.0,23.5607,23.5607,7350602.0,91.0,0.5,0,0
08277,2025-08-18,,,,,,,0,,,,,2025-08-14,244432120.0,262473333.0,93.1265,93.1265,-420000.0,92.0,0.5,0,0
01421,2025-08-18,,,,,,,0,,,,,2025-08-14,94932750.0,200195200.0,47.4201,47.4201,-6605675.0,92.0,0.0,0,0
08365,2025-08-18,,,,,,,0,,,,,2025-08-14,58184534.0,198749440.0,29.2753,29.2753,32252374.0,92.0,1.0,0,0
01710,2025-08-18,,,,,,,0,,,,,2025-08-14,169720000.0,1000000000.0,16.972,16.972,-904000.0,92.0,0.5,0,0
00844,2025-08-18,,,,,,,0,,,,,2025-08-14,415155511.0,494335330.0,83.9826,83.9826,2980000.0,92.0,0.5,0,0
00515,2025-08-18,,,,,,,0,,,,,2025-08-14,199048375.0,285567614.0,69.7027,69.7027,-207540134.0,92.0,0.0,0,0
01351,2025-08-18,,,,,,,0,,,,,2025-08-14,382910544.0,600000000.0,63.8184,63.8184,27642000.0,92.0,1.0,0,0
00894,2025-08-18,,,,,,,0,,,,,2025-08-14,136016298.0,479322470.0,28.3768,28.3768,-958566.0,92.0,0.5,0,0
01480,2025-08-18,,,,,,,0,,,,,2025-08-14,37193991.0,240000000.0,15.4975,15.4975,-56000.0,92.0,0.5,0,0
01955,2025-08-18,,,,,,,0,,,,,2025-08-14,490946000.0,500000000.0,98.1892,98.1892,674000.0,92.0,0.5,0,0
00556,2025-08-18,,,,,,,0,,,,,2025-08-14,921603500.0,1004820842.0,91.7182,91.7182,46000.0,92.0,0.5,0,0
00927,2025-08-18,,,,,,,0,,,,,2025-08-14,187875495.0,511005000.0,36.7659,36.7659,-17898000.0,92.0,0.0,0,0
01993,2025-08-18,,,,,,,0,,,,,2025-08-14,89723041.0,484910739.0,18.503,18.503,-1409500.0,92.0,0.5,0,0
01153,2025-08-18,,,,,,,0,,,,,2025-08-14,573085751.0,672209000.0,85.2541,85.2541,9644385.0,92.0,1.0,0,0
02107,2025-08-18,,,,,,,0,,,,,2025-08-14,883632095.0,1264000000.0,69.9076,69.9076,2343942.0,92.0,0.5,0,0
01260,2025-08-18,,,,,,,0,,,,,2025-08-14,264109025.0,1151454000.0,22.937,22.937,1566000.0,92.0,0.5,0,0
02125,2025-08-18,,,,,,,0,,,,,2025-08-14,550328206.0,706041400.0,77.9456,77.9456,3271000.0,92.0,0.5,0,0
02389,2025-08-18,,,,,,,0,,,,,2025-08-14,4435512745.0,6058772027.0,73.2081,73.2081,52434000.0,92.0,0.5,0,0
01100,2025-08-18,,,,,,,0,,,,,2025-08-14,132127845.0,429164448.0,30.7872,30.7872,-1719575.0,92.0,0.5,0,0
06677,2025-08-18,,,,,,,0,,,,,2025-08-14,450501288.0,1184000000.0,38.0491,38.0491,-7252700.0,92.0,0.5,0,0
06908,2025-08-18,,,,,,,0,,,,,2025-08-14,706761141.0,1171854481.0,60.3113,60.3113,6119552.0,92.0,0.5,0,0
00383,2025-08-18,,,,,,,0,,,,,2025-08-14,585068435.0,1010530457.0,57.8972,57.8972,-744146.0,92.0,0.5,0,0
00184,2025-08-18,,,,,,,0,,,,,2025-08-14,141853779.0,340200000.0,41.6972,41.6972,215879.0,92.0,0.5,0,0
02540,2025-08-18,,,,,,,0,,,,,2025-08-14,101661600.0,600000000.0,16.9436,16.9436,5065000.0,92.0,0.5,0,0
08340,2025-08-19,,,,,,,0,,,,,2025-08-15,49088320.0,79990000.0,61.3681,61.3681,9004216.0,93.0,1.0,0,0
08118,2025-08-19,,,,,,,0,,,,,2025-08-15,412880000.0,500000000.0,82.576,82.576,227760000.0,93.0,1.0,0,0
00060,2025-08-19,,,,,,,0,,,,,2025-08-15,134385906.0,255654000.0,52.5655,52.5655,-1044984.0,93.0,0.5,0,0
01132,2025-08-19,,,,,,,0,,,,,2025-08-15,2301732599.0,2799669050.0,82.2145,82.2145,-3436500.0,93.0,0.5,0,0
01953,2025-08-19,,,,,,,0,,,,,2025-08-15,1172199582.0,1260000000.0,93.0317,93.0317,-1050000.0,93.0,0.5,0,0
00894,2025-08-19,,,,,,,0,,,,,2025-08-15,135990298.0,479322470.0,28.3714,28.3714,-984566.0,93.0,0.5,0,0
00417,2025-08-19,,,,,,,0,,,,,2025-08-15,235216197.0,249182030.0,94.3953,94.3953,1446396.0,93.0,0.5,0,0
00718,2025-08-19,,,,,,,0,,,,,2025-08-15,4954469409.0,5250019852.0,94.3705,94.3705,4520803.0,93.0,0.5,0,0
02165,2025-08-19,,,,,,,0,,,,,2025-08-15,110277440.0,285685000.0,38.6011,38.6011,920000.0,93.0,0.5,0,0
00413,2025-08-19,,,,,,,0,,,,,2025-08-15,2950991385.0,13221302172.0,22.32,22.32,-14847646.0,93.0,0.5,0,0
01020,2025-08-19,,,,,,,0,,,,,2025-08-15,2885439500.0,5983182005.0,48.2258,48.2258,-2204000.0,93.0,0.5,0,0
01612,2025-08-19,,,,,,,0,,,,,2025-08-15,197301218.0,660098832.0,29.8896,29.8896,8414564.0,93.0,1.0,0,0
08315,2025-08-20,,,,,,,0,,,,,2025-08-18,485609055.0,581442248.0,83.518,83.518,1593834.0,94.0,0.5,0,0
00725,2025-08-20,,,,,,,0,,,,,2025-08-18,179855500.0,198958000.0,90.3987,90.3987,-274000.0,94.0,0.5,0,0
00833,2025-08-20,,,,,,,0,,,,,2025-08-18,303834894.0,473058180.0,64.2278,64.2278,-7581940.0,94.0,0.0,0,0
03893,2025-08-20,,,,,,,0,,,,,2025-08-18,146608204.0,1054805818.0,13.8991,13.8991,-6033465.0,94.0,0.5,0,0
01351,2025-08-20,,,,,,,0,,,,,2025-08-18,382988544.0,600000000.0,63.8314,63.8314,27720000.0,94.0,1.0,0,0
01284,2025-08-20,,,,,,,0,,,,,2025-08-18,122960000.0,600000000.0,20.4933,20.4933,5615000.0,94.0,0.5,0,0
02882,2025-08-20,,,,,,,0,,,,,2025-08-18,242720699.0,269671601.0,90.006,90.006,1366500.0,94.0,0.5,0,0
06182,2025-08-20,,,,,,,0,,,,,2025-08-18,161752000.0,800000000.0,20.219,20.219,-1640000.0,94.0,0.5,0,0
00987,2025-08-20,,,,,,,0,,,,,2025-08-18,2215200657.0,2506157464.0,88.3903,88.3903,-3119828.0,94.0,0.5,0,0
06663,2025-08-20,,,,,,,0,,,,,2025-08-18,165490000.0,800000000.0,20.6862,20.6862,-1350000.0,94.0,0.5,0,0
00417,2025-08-20,,,,,,,0,,,,,2025-08-18,233756449.0,249182030.0,93.8095,93.8095,-13352.0,94.0,0.5,0,0
00280,2025-08-20,,,,,,,0,,,,,2025-08-18,744796644.0,909308465.0,81.908,81.908,1289895.0,94.0,0.5,0,0
01795,2025-08-20,,,,,,,0,,,,,2025-08-18,561213058.0,600000000.0,93.5355,93.5355,-4086000.0,94.0,0.5,0,0
00097,2025-08-20,,,,,,,0,,,,,2025-08-18,520818074.0,3047327395.0,17.091,17.091,-2660534.0,94.0,0.5,0,0
00776,2025-08-20,,,,,,,0,,,,,2025-08-18,295003488.0,671837550.0,43.9099,43.9099,-9011200.0,94.0,0.0,0,0
08079,2025-08-21,,,,,,,0,,,,,2025-08-19,22561280.0,36637201.0,61.5803,61.5803,284501.0,95.0,0.5,0,0
01340,2025-08-21,,,,,,,0,,,,,2025-08-19,543959000.0,138425700.0,,392.961,13364000.0,95.0,,1,0
08125,2025-08-21,,,,,,,0,,,,,2025-08-19,87241301.0,216732672.0,40.253,40.253,64248040.0,95.0,1.0,0,0
01413,2025-08-21,,,,,,,0,,,,,2025-08-19,842365000.0,328000000.0,,256.8186,-73715000.0,95.0,,1,0
08028,2025-08-21,,,,,,,0,,,,,2025-08-19,278161717.0,505932270.0,54.98,54.98,72717277.0,95.0,1.0,0,0
02349,2025-08-21,,,,,,,0,,,,,2025-08-19,1639372562.0,3128278542.0,52.4049,52.4049,23283200.0,95.0,0.5,0,0
01962,2025-08-21,,,,,,,0,,,,,2025-08-19,605326693.0,616136000.0,98.2456,98.2456,-1233803.0,95.0,0.5,0,0
01073,2025-08-21,,,,,,,0,,,,,2025-08-19,1921905137.0,3417990570.0,56.2291,56.2291,7652040.0,95.0,0.5,0,0
00191,2025-08-21,,,,,,,0,,,,,2025-08-19,447740117.0,883373901.0,50.6852,50.6852,-1490251.0,95.0,0.5,0,0
08368,2025-08-21,,,,,,,0,,,,,2025-08-19,241385357.0,692217719.0,34.8713,34.8713,49795298.0,95.0,1.0,0,0
00848,2025-08-21,,,,,,,0,,,,,2025-08-19,4804426648.0,5140326000.0,93.4654,93.4654,4956000.0,95.0,0.5,0,0
01719,2025-08-21,,,,,,,0,,,,,2025-08-19,1680169612.0,1725066689.0,97.3974,97.3974,-121466.0,95.0,0.5,0,0
00156,2025-08-21,,,,,,,0,,,,,2025-08-19,826762295.0,918691271.0,89.9935,89.9935,4944603.0,95.0,0.5,0,0
00527,2025-08-21,,,,,,,0,,,,,2025-08-19,1514670773.0,1934915002.0,78.281,78.281,8656036.0,95.0,0.5,0,0
03315,2025-08-21,,,,,,,0,,,,,2025-08-19,555206812.0,805802000.0,68.9011,68.9011,2685248.0,95.0,0.5,0,0
08121,2025-08-22,,,,,,,0,,,,,2025-08-20,19102313.0,150040000.0,12.7315,12.7315,-475600.0,96.0,0.5,0,0
03666,2025-08-22,,,,,,,0,,,,,2025-08-20,1738289681.0,2655637000.0,65.4566,65.4566,-3675296.0,96.0,0.5,0,0
06158,2025-08-22,,,,,,,0,,,,,2025-08-20,3727965168.0,4367756000.0,85.352,85.352,941737.0,96.0,0.5,0,0
02108,2025-08-22,,,,,,,0,,,,,2025-08-20,174906000.0,800000000.0,21.8632,21.8632,404000.0,96.0,0.5,0,0
01792,2025-08-22,,,,,,,0,,,,,2025-08-20,1097730810.0,247680000.0,,443.2053,-64303076.0,96.0,,1,0
00865,2025-08-22,,,,,,,0,,,,,2025-08-20,2274915324.0,5837989696.0,38.9674,38.9674,62360533.0,96.0,1.0,0,0
01001,2025-08-22,,,,,,,0,,,,,2025-08-20,294302796.0,636508315.0,46.2371,46.2371,1490100.0,96.0,0.5,0,0
08239,2025-08-22,,,,,,,0,,,,,2025-08-20,85738932.0,97768961.0,87.6955,87.6955,6029456.0,96.0,1.0,0,0
01617,2025-08-22,,,,,,,0,,,,,2025-08-20,1283062861.0,1626240000.0,78.8975,78.8975,-3248001.0,96.0,0.5,0,0
00689,2025-08-22,,,,,,,0,,,,,2025-08-20,378207013.0,1857731712.0,20.3585,20.3585,-3527590747.0,96.0,0.0,0,0
00723,2025-08-22,,,,,,,0,,,,,2025-08-20,710000466.0,1093841518.0,64.9089,64.9089,-15104490.0,96.0,0.0,0,0
03368,2025-08-22,,,,,,,0,,,,,2025-08-20,1341886899.0,2634532250.0,50.9345,50.9345,-1405500.0,96.0,0.5,0,0
01925,2025-08-22,,,,,,,0,,,,,2025-08-20,129461714.0,405042000.0,31.9625,31.9625,-5241143.0,96.0,0.0,0,0
00330,2025-08-22,,,,,,,0,,,,,2025-08-20,2175067735.0,283081734.0,,768.3533,21357283.0,96.0,,0,0
01334,2025-08-22,,,,,,,0,,,,,2025-08-20,226678014.0,500000000.0,45.3356,45.3356,-5460000.0,96.0,0.0,0,0
01063,2025-08-25,,,,,,,0,,,,,2025-08-21,851499727.0,307707313.0,,276.7239,3090166.0,97.0,,1,0
01225,2025-08-25,,,,,,,0,,,,,2025-08-21,165238656.0,230322413.0,71.7423,71.7423,1274840.0,97.0,0.5,0,0
08401,2025-08-25,,,,,,,0,,,,,2025-08-21,574748475.0,813210607.0,70.6765,70.6765,390500179.0,97.0,1.0,0,0
01348,2025-08-25,,,,,,,0,,,,,2025-08-21,1279956000.0,1474232000.0,86.8219,86.8219,31824000.0,97.0,1.0,0,0
01315,2025-08-25,,,,,,,0,,,,,2025-08-21,335544907.0,621876317.0,53.9569,53.9569,-10995250.0,97.0,0.0,0,0
01064,2025-08-25,,,,,,,0,,,,,2025-08-21,209458896.0,768616520.0,27.2514,27.2514,-402704.0,97.0,0.5,0,0
00243,2025-08-25,,,,,,,0,,,,,2025-08-21,207459746.0,346490532.0,59.8746,59.8746,59002140.0,97.0,1.0,0,0
08239,2025-08-25,,,,,,,0,,,,,2025-08-21,85738932.0,97768961.0,87.6955,87.6955,6029456.0,97.0,1.0,0,0
01869,2025-08-25,,,,,,,0,,,,,2025-08-21,1168389400.0,1692300000.0,69.0415,69.0415,14052500.0,97.0,0.5,0,0
00607,2025-08-25,,,,,,,0,,,,,2025-08-21,303500595.0,708763934.0,42.8211,42.8211,-1762553.0,97.0,0.5,0,0
01657,2025-08-25,,,,,,,0,,,,,2025-08-21,2868500.0,32000000.0,8.9641,8.9641,-5000.0,97.0,0.5,0,0
00969,2025-08-25,,,,,,,0,,,,,2025-08-21,1964440844.0,2191180000.0,89.6522,89.6522,5196000.0,97.0,0.5,0,0
00229,2025-08-25,,,,,,,0,,,,,2025-08-21,176299968.0,501324860.0,35.1668,35.1668,-16403900.0,97.0,0.0,0,0
00351,2025-08-25,,,,,,,0,,,,,2025-08-21,450769641.0,1994975244.0,22.5952,22.5952,7996203.0,97.0,0.5,0,0
02165,2025-08-25,,,,,,,0,,,,,2025-08-21,110605440.0,285685000.0,38.7159,38.7159,1248000.0,97.0,0.5,0,0
02377,2025-08-25,,,,,,,0,,,,,2025-08-21,698857065.0,854862679.0,81.7508,81.7508,-5454423.0,97.0,0.5,0,0
01483,2025-08-25,,,,,,,0,,,,,2025-08-21,719528000.0,819450000.0,87.8062,87.8062,9808000.0,97.0,1.0,0,0
08367,2025-08-26,,,,,,,0,,,,,2025-08-22,49207840.0,96649984.0,50.9134,50.9134,-128000.0,98.0,0.5,0,0
08412,2025-08-26,,,,,,,0,,,,,2025-08-22,85860601.0,146697120.0,58.5292,58.5292,344500.0,98.0,0.5,0,0
01400,2025-08-26,,,,,,,0,,,,,2025-08-22,2302132366.0,3801767365.0,60.5543,60.5543,143733354.0,98.0,1.0,0,0
01715,2025-08-26,,,,,,,0,,,,,2025-08-22,288509270.0,360759879.0,79.9727,79.9727,210524770.0,98.0,1.0,0,0
01315,2025-08-26,,,,,,,0,,,,,2025-08-22,335714907.0,621876317.0,53.9842,53.9842,-10825250.0,98.0,0.0,0,0
00361,2025-08-26,,,,,,,0,,,,,2025-08-22,4423591965.0,5851250000.0,75.6008,75.6008,48798000.0,98.0,0.5,0,0
01759,2025-08-26,,,,,,,0,,,,,2025-08-22,46689000.0,216000000.0,21.6153,21.6153,160000.0,98.0,0.5,0,0
00827,2025-08-26,,,,,,,0,,,,,2025-08-22,3200319096.0,7028042599.0,45.5364,45.5364,6380000.0,98.0,0.5,0,0
01490,2025-08-26,,,,,,,0,,,,,2025-08-22,307871351.0,1234600000.0,24.9369,24.9369,138150.0,98.0,0.5,0,0
00926,2025-08-26,,,,,,,0,,,,,2025-08-22,86242084.0,122265585.0,70.5367,70.5367,-15850001.0,98.0,0.0,0,0
00519,2025-08-26,,,,,,,0,,,,,2025-08-22,1450957904.0,3055105739.0,47.4929,47.4929,12465538.0,98.0,0.5,0,0
01827,2025-08-26,,,,,,,0,,,,,2025-08-22,385190001.0,400000000.0,96.2975,96.2975,1215000.0,98.0,0.5,0,0
01925,2025-08-26,,,,,,,0,,,,,2025-08-22,129429714.0,405042000.0,31.9546,31.9546,-5273143.0,98.0,0.0,0,0
01900,2025-08-26,,,,,,,0,,,,,2025-08-22,1362357037.0,1720185862.0,79.1982,79.1982,7263855.0,98.0,0.5,0,0
01657,2025-08-26,,,,,,,0,,,,,2025-08-22,2868500.0,32000000.0,8.9641,8.9641,-5000.0,98.0,0.5,0,0
00487,2025-08-26,,,,,,,0,,,,,2025-08-22,2508120109.0,4926491196.0,50.9109,50.9109,-13855542.0,98.0,0.5,0,0
02298,2025-08-26,,,,,,,0,,,,,2025-08-22,2023867068.0,2249457213.0,89.9714,89.9714,11071395.0,98.0,0.5,0,0
01039,2025-08-27,,,,,,,0,,,,,2025-08-25,1351849418.0,1810953272.0,74.6485,74.6485,-64111636.0,99.0,0.0,0,0
08163,2025-08-27,,,,,,,0,,,,,2025-08-25,725434153.0,1025255612.0,70.7564,70.7564,256886271.0,99.0,1.0,0,0
08206,2025-08-27,,,,,,,0,,,,,2025-08-25,727834097.0,1895697017.0,38.394,38.394,-17947000.0,99.0,0.5,0,0
00456,2025-08-27,,,,,,,0,,,,,2025-08-25,120580068.0,214228885.0,56.2856,56.2856,16415533.0,99.0,1.0,0,0
00065,2025-08-27,,,,,,,0,,,,,2025-08-25,96238410.0,245536916.0,39.1951,39.1951,-3573873.0,99.0,0.0,0,0
08659,2025-08-27,,,,,,,0,,,,,2025-08-25,268737000.0,823331036.0,32.6402,32.6402,-18702760.0,99.0,0.0,0,0
00888,2025-08-27,,,,,,,0,,,,,2025-08-25,961015804.0,1421838398.0,67.5897,67.5897,-4360998.0,99.0,0.5,0,0
01582,2025-08-27,,,,,,,0,,,,,2025-08-25,90065000.0,500000000.0,18.013,18.013,-1342500.0,99.0,0.5,0,0
00352,2025-08-27,,,,,,,0,,,,,2025-08-25,93439444.0,246183390.0,37.9552,37.9552,-1051553.0,99.0,0.5,0,0
01376,2025-08-27,,,,,,,0,,,,,2025-08-25,909450000.0,1000000000.0,90.945,90.945,16124000.0,99.0,1.0,0,0
01111,2025-08-27,,,,,,,0,,,,,2025-08-25,612489998.0,770650000.0,79.4771,79.4771,-1220000.0,99.0,0.5,0,0
01870,2025-08-27,,,,,,,0,,,,,2025-08-25,514245000.0,1017170000.0,50.5564,50.5564,131875000.0,99.0,1.0,0,0
01289,2025-08-27,,,,,,,0,,,,,2025-08-25,20704500.0,128000000.0,16.1754,16.1754,2766000.0,99.0,1.0,0,0
01767,2025-08-27,,,,,,,0,,,,,2025-08-25,934480000.0,1000000000.0,93.448,93.448,-3850000.0,99.0,0.5,0,0
00046,2025-08-27,,,,,,,0,,,,,2025-08-25,61067632.0,244334384.0,24.9935,24.9935,-4477852.0,99.0,0.0,0,0
02222,2025-08-27,,,,,,,0,,,,,2025-08-25,441872609.0,507273677.0,87.1073,87.1073,6757800.0,99.0,1.0,0,0
00365,2025-08-27,,,,,,,0,,,,,2025-08-25,397965171.0,1455000000.0,27.3516,27.3516,4104000.0,99.0,0.5,0,0
01556,2025-08-27,,,,,,,0,,,,,2025-08-25,199173333.0,1500000000.0,13.2782,13.2782,-470.0,99.0,0.5,0,0
03828,2025-08-27,,,,,,,0,,,,,2025-08-25,279664287.0,734262697.0,38.0878,38.0878,-50104000.0,99.0,0.0,0,0
00529,2025-08-27,,,,,,,0,,,,,2025-08-25,58415549.0,277966666.0,21.0153,21.0153,4000.0,99.0,0.5,0,0
01282,2025-08-27,,,,,,,0,,,,,2025-08-25,1234690025.0,5000000000.0,24.6938,24.6938,-147074032.0,99.0,0.0,0,0
01292,2025-08-27,,,,,,,0,,,,,2025-08-25,110510800.0,202064000.0,54.691,54.691,1112000.0,99.0,0.5,0,0
01940,2025-08-27,,,,,,,0,,,,,2025-08-25,266700000.0,1200000000.0,22.225,22.225,1044000.0,99.0,0.5,0,0
02540,2025-08-27,,,,,,,0,,,,,2025-08-25,101814100.0,600000000.0,16.969,16.969,5217500.0,99.0,0.5,0,0
02330,2025-08-28,,,,,,,0,,,,,2025-08-26,241021790.0,452845748.0,53.2238,53.2238,62401200.0,100.0,1.0,0,0
01581,2025-08-28,,,,,,,0,,,,,2025-08-26,367391276.0,415000000.0,88.528,88.528,4151000.0,100.0,1.0,0,0
00456,2025-08-28,,,,,,,0,,,,,2025-08-26,120590068.0,214228885.0,56.2903,56.2903,16425533.0,100.0,1.0,0,0
08426,2025-08-28,,,,,,,0,,,,,2025-08-26,183038000.0,800000000.0,22.8797,22.8797,10000.0,100.0,0.5,0,0
06038,2025-08-28,,,,,,,0,,,,,2025-08-26,178380000.0,1003000000.0,17.7846,17.7846,1010000.0,100.0,0.5,0,0
03395,2025-08-28,,,,,,,0,,,,,2025-08-26,296253397.0,869292597.0,34.0798,34.0798,17148089.0,100.0,1.0,0,0
00295,2025-08-28,,,,,,,0,,,,,2025-08-26,6617731030.0,14964442519.0,44.223,44.223,-691831800.0,100.0,0.0,0,0
01335,2025-08-28,,,,,,,0,,,,,2025-08-26,1078771000.0,2434136166.0,44.3184,44.3184,-4800000.0,100.0,0.5,0,0
01285,2025-08-28,,,,,,,0,,,,,2025-08-26,396733002.0,415000000.0,95.5983,95.5983,249000.0,100.0,0.5,0,0
08395,2025-08-28,,,,,,,0,,,,,2025-08-26,525191912.0,1714000000.0,30.6413,30.6413,-611118088.0,100.0,0.0,0,0
08368,2025-08-28,,,,,,,0,,,,,2025-08-26,241395357.0,692217719.0,34.8728,34.8728,49805298.0,100.0,1.0,0,0
08026,2025-08-28,,,,,,,0,,,,,2025-08-26,1384454212.0,1539985388.0,89.9005,89.9005,11652906.0,100.0,0.5,0,0
01862,2025-08-29,,,,,,,0,,,,,2025-08-27,1153208013.0,1538813213.0,74.9414,74.9414,-140165283.0,101.0,0.0,0,0
06080,2025-08-29,,,,,,,0,,,,,2025-08-27,830351800.0,1120350000.0,74.1154,74.1154,5784000.0,101.0,0.5,0,0
02286,2025-08-29,,,,,,,0,,,,,2025-08-27,586175993.0,599999989.0,97.696,97.696,86530.0,101.0,0.5,0,0
01124,2025-08-29,,,,,,,0,,,,,2025-08-27,325480813.0,414602028.0,78.5044,78.5044,-3095400.0,101.0,0.5,0,0
