group,code5,name,rtss_count,stockscan_count,rtss_types,stockscan_types,rtss_first_ts,rtss_max_count_today,rtss_max_chg_pct,possible_reason
rtss_only,00889,3億以下急升異動 [當日第1次] 连达科技控股,1,0,SURGE,,2026-06-22 10:03:54,1.0,20.55,daemon_or_definition_difference
rtss_only,08646,3億以下急升異動 [當日第1次] 中国宏光,3,0,SURGE,,2026-06-22 09:38:50,3.0,79.91,mcap_over_3e8
