group,code5,name,rtss_count,stockscan_count,rtss_types,stockscan_types,rtss_first_ts,rtss_max_count_today,rtss_max_chg_pct,possible_reason
rtss_only,00076,3億以下急升異動 [當日第1次] 谊砾控股,1,0,SURGE,,2026-08-25 09:36:00,1.0,35.56,daemon_or_definition_difference
rtss_only,00254,3億以下急升異動 [當日第1次] 国家联合资源,1,0,SURGE,,2026-08-25 16:02:50,1.0,49.25,daemon_or_definition_difference
