group,code5,name,rtss_count,stockscan_count,rtss_types,stockscan_types,rtss_first_ts,rtss_max_count_today,rtss_max_chg_pct,possible_reason
rtss_only,01841,3億以下急升異動 [當日第1次] 优越集团控股,2,0,SURGE,,2026-07-09 13:53:50,2.0,108.16,daemon_or_definition_difference
rtss_only,08131,3億以下急升異動 [當日第1次] 辰罡科技,1,0,SURGE,,2026-07-09 10:26:29,1.0,33.52,daemon_or_definition_difference
