code5,date,source_change_pct,high,prev_close,max_pct,n_max_est,t5_return_pct,t10_return_pct,t20_return_pct
08529,2026-05-07,67.65,0.711,0.331,114.8036,5.0,-36.8664,-26.1137,-23.9631
03919,2026-05-07,116.43,3.08,1.4,120.0,6.0,-22.2727,-35.9091,-50.0
08529,2026-05-07,82.35,0.711,0.331,114.8036,5.0,-36.8664,-26.1137,-23.9631
01682,2026-05-07,22.41,0.193,0.163,18.4049,0.0,26.1111,36.6667,24.4444
01087,2026-05-07,41.10,1.07,0.73,46.5753,2.0,-15.0538,-24.7312,-4.3011
00118,2026-05-07,23.21,0.52,0.28,85.7143,4.0,-32.1839,-41.3793,-50.1149
08529,2026-05-07,94.12,0.711,0.331,114.8036,5.0,-36.8664,-26.1137,-23.9631
00118,2026-05-07,46.43,0.52,0.28,85.7143,4.0,-32.1839,-41.3793,-50.1149
08532,2026-05-07,29.69,0.092,0.064,43.75,2.0,-19.5402,-20.6897,-22.9885
00118,2026-05-07,85.71,0.52,0.28,85.7143,4.0,-32.1839,-41.3793,-50.1149
08529,2026-05-07,105.88,0.711,0.331,114.8036,5.0,-36.8664,-26.1137,-23.9631
06928,2026-05-08,23.32,0.31,0.223,39.0135,1.0,-15.7895,-18.2456,-20.3509
06928,2026-05-08,34.53,0.31,0.223,39.0135,1.0,-15.7895,-18.2456,-20.3509
08400,2026-05-08,71.76,0.163,0.085,91.7647,4.0,-11.9403,-5.2239,-21.6418
08400,2026-05-08,90.59,0.163,0.085,91.7647,4.0,-11.9403,-5.2239,-21.6418
