code5,date,source_change_pct,high,prev_close,max_pct,n_max_est,t5_return_pct,t10_return_pct,t20_return_pct
00725,2026-06-05,35.45,1.5,1.1,36.3636,1.0,-19.4631,-30.2013,-34.2282
01933,2026-06-08,57.75,0.6,0.355,69.0141,3.0,-16.6667,-58.8889,-57.1111
09978,2026-06-08,31.19,0.27,0.202,33.6634,1.0,0.4016,-12.0482,
01340,2026-06-08,21.92,0.76,0.584,30.137,1.0,13.4831,-11.236,-90.1685
08316,2026-06-08,21.34,,,,,,,
01912,2026-06-09,110.71,1.71,,,0.0,18.1818,-6.0606,4.8485
01912,2026-06-09,141.07,1.71,,,0.0,18.1818,-6.0606,4.8485
01912,2026-06-09,157.14,1.71,,,0.0,18.1818,-6.0606,4.8485
01912,2026-06-09,185.71,1.71,,,0.0,18.1818,-6.0606,4.8485
00648,2026-06-09,20.62,2.05,1.6,28.125,1.0,57.8431,186.7647,-54.4118
01825,2026-06-09,25.56,1.14,0.9,26.6667,1.0,34.5455,4.5455,
01912,2026-06-09,214.29,1.71,,,0.0,18.1818,-6.0606,4.8485
00648,2026-06-10,24.02,3.99,2.04,95.5882,4.0,40.625,110.0694,-71.1806
01613,2026-06-10,44.28,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
00648,2026-06-10,37.25,3.99,2.04,95.5882,4.0,40.625,110.0694,-71.1806
00648,2026-06-10,55.88,3.99,2.04,95.5882,4.0,40.625,110.0694,-71.1806
01613,2026-06-10,56.72,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
01613,2026-06-10,79.10,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
00648,2026-06-10,80.88,3.99,2.04,95.5882,4.0,40.625,110.0694,-71.1806
06193,2026-06-10,70.37,0.52,0.27,92.5926,4.0,-3.6585,-17.0732,-9.7561
01613,2026-06-10,94.03,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
01613,2026-06-10,111.44,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
01613,2026-06-10,128.86,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
01613,2026-06-10,141.29,0.5,0.201,148.7562,7.0,-8.6022,-7.5269,-1.0753
01793,2026-06-11,25.00,0.38,0.28,35.7143,1.0,-3.2787,22.9508,31.1475
08131,2026-06-11,37.38,0.17,0.107,58.8785,2.0,5.8333,47.5,75.0
08131,2026-06-11,48.60,0.17,0.107,58.8785,2.0,5.8333,47.5,75.0
01933,2026-06-11,22.78,0.5,0.395,26.5823,1.0,-51.8519,-54.5679,-50.8642
01825,2026-06-11,21.17,1.75,1.37,27.7372,1.0,-18.1818,-18.1818,
01912,2026-06-11,23.95,2.29,1.67,37.1257,1.0,-16.6667,-22.2222,-17.5926
01912,2026-06-11,36.53,2.29,1.67,37.1257,1.0,-16.6667,-22.2222,-17.5926
01323,2026-06-12,22.22,0.249,0.135,84.4444,4.0,22.0,46.0,25.3333
01323,2026-06-12,37.78,0.249,0.135,84.4444,4.0,22.0,46.0,25.3333
00355,2026-06-12,23.53,0.084,0.068,23.5294,1.0,-13.6986,-15.0685,-12.3288
01613,2026-06-12,25.00,0.57,0.38,50.0,2.0,-2.7027,12.1622,32.4324
01259,2026-06-12,21.21,0.043,0.033,30.303,1.0,-20.0,-25.0,-20.0
01323,2026-06-12,54.81,0.249,0.135,84.4444,4.0,22.0,46.0,25.3333
01323,2026-06-12,70.37,0.249,0.135,84.4444,4.0,22.0,46.0,25.3333
01613,2026-06-12,39.47,0.57,0.38,50.0,2.0,-2.7027,12.1622,32.4324
01340,2026-06-12,29.47,1.0,0.76,31.5789,1.0,-27.027,-91.3288,-43.6937
01613,2026-06-12,50.00,0.57,0.38,50.0,2.0,-2.7027,12.1622,32.4324
00381,2026-06-12,25.00,0.127,0.1,27.0,1.0,-10.3448,-13.7931,-15.5172
02370,2026-06-12,26.21,1.3,1.03,26.2136,1.0,-14.5161,-12.0968,-16.9355
00426,2026-06-12,45.71,0.255,0.14,82.1429,4.0,-48.2353,-43.1373,-42.7451
00426,2026-06-12,73.57,0.255,0.14,82.1429,4.0,-48.2353,-43.1373,-42.7451
00426,2026-06-12,85.71,0.255,0.14,82.1429,4.0,-48.2353,-43.1373,-42.7451
01671,2026-06-15,30.99,1.17,0.71,64.7887,3.0,-16.2791,-18.6047,-20.9302
01671,2026-06-15,45.07,1.17,0.71,64.7887,3.0,-16.2791,-18.6047,-20.9302
01671,2026-06-15,56.34,1.17,0.71,64.7887,3.0,-16.2791,-18.6047,-20.9302
01468,2026-06-15,20.97,0.375,0.31,20.9677,1.0,-17.1429,-43.7143,-45.7143
00328,2026-06-16,20.00,0.75,0.6,25.0,1.0,-23.8806,-23.8806,-17.9104
01613,2026-06-16,25.33,0.47,0.375,25.3333,1.0,-5.814,0.0,15.1163
01323,2026-06-16,22.62,0.217,0.168,29.1667,1.0,1.8605,-5.5814,-2.3256
01869,2026-06-17,31.87,0.168,0.091,84.6154,4.0,6.25,-10.7143,-11.6071
01869,2026-06-17,43.96,0.168,0.091,84.6154,4.0,6.25,-10.7143,-11.6071
00575,2026-06-17,78.95,1.22,0.57,114.0351,5.0,-9.8039,-3.9216,-10.7843
00575,2026-06-17,91.23,1.22,0.57,114.0351,5.0,-9.8039,-3.9216,-10.7843
00575,2026-06-17,101.75,1.22,0.57,114.0351,5.0,-9.8039,-3.9216,-10.7843
08365,2026-06-17,21.43,1.47,1.12,31.25,1.0,-18.1818,-41.958,-28.6713
00575,2026-06-17,112.28,1.22,0.57,114.0351,5.0,-9.8039,-3.9216,-10.7843
01134,2026-06-18,28.57,0.55,0.315,74.6032,3.0,-11.6883,-16.8831,-14.2857
01134,2026-06-18,39.68,0.55,0.315,74.6032,3.0,-11.6883,-16.8831,-14.2857
01134,2026-06-18,52.38,0.55,0.315,74.6032,3.0,-11.6883,-16.8831,-14.2857
01134,2026-06-18,71.43,0.55,0.315,74.6032,3.0,-11.6883,-16.8831,-14.2857
00899,2026-06-18,22.81,0.29,0.228,27.193,1.0,30.6533,28.1407,33.1658
00889,2026-06-18,22.95,0.78,0.61,27.8689,1.0,-17.8082,-23.2877,-39.726
08226,2026-06-18,24.00,0.098,0.075,30.6667,1.0,-3.0612,-6.1224,-13.2653
08226,2026-06-19,30.67,,,,,,,
08646,2026-06-22,49.53,0.39,0.214,82.243,4.0,-27.2727,-25.974,-40.2597
00889,2026-06-22,20.55,0.94,0.73,28.7671,1.0,-24.359,-32.0513,-41.0256
08646,2026-06-22,63.55,0.39,0.214,82.243,4.0,-27.2727,-25.974,-40.2597
08646,2026-06-22,79.91,0.39,0.214,82.243,4.0,-27.2727,-25.974,-40.2597
01752,2026-06-23,47.83,0.19,0.092,106.5217,5.0,-14.0625,-34.375,-22.6562
01752,2026-06-23,78.26,0.19,0.092,106.5217,5.0,-14.0625,-34.375,-22.6562
01752,2026-06-23,105.43,0.19,0.092,106.5217,5.0,-14.0625,-34.375,-22.6562
01850,2026-06-23,20.00,0.485,0.35,38.5714,1.0,-8.5714,21.4286,1.4286
01850,2026-06-23,32.86,0.485,0.35,38.5714,1.0,-8.5714,21.4286,1.4286
08547,2026-06-23,20.55,0.088,0.073,20.5479,1.0,16.6667,45.2381,23.8095
01613,2026-06-23,26.39,0.49,0.36,36.1111,1.0,4.8193,34.9398,22.8916
08123,2026-06-24,169.50,0.385,,,0.0,-8.1481,-11.1111,7.4074
03321,2026-06-24,21.55,1.41,1.16,21.5517,1.0,-2.963,-13.3333,-13.3333
01850,2026-06-24,20.00,0.46,0.35,31.4286,1.0,-19.7531,-2.4691,-13.5802
01850,2026-06-24,31.43,0.46,0.35,31.4286,1.0,-19.7531,-2.4691,-13.5802
01323,2026-06-24,26.58,0.219,0.158,38.6076,1.0,-7.3059,-10.0457,-7.7626
01323,2026-06-24,37.97,0.219,0.158,38.6076,1.0,-7.3059,-10.0457,-7.7626
01661,2026-06-25,20.16,2.0,1.29,55.0388,2.0,12.0,3.5,-19.5
01661,2026-06-25,44.19,2.0,1.29,55.0388,2.0,12.0,3.5,-19.5
01661,2026-06-25,55.04,2.0,1.29,55.0388,2.0,12.0,3.5,-19.5
01540,2026-06-26,34.18,0.58,0.395,46.8354,2.0,0.0,1.0101,3.0303
01156,2026-06-26,24.39,0.275,0.205,34.1463,1.0,-7.563,0.0,26.0504
08620,2026-06-26,55.34,0.165,0.103,60.1942,3.0,7.0513,6.4103,-5.7692
08406,2026-06-26,27.87,0.084,0.061,37.7049,1.0,7.5,0.0,-21.25
01087,2026-06-26,30.49,1.2,0.82,46.3415,2.0,88.3495,76.699,26.2136
01087,2026-06-26,43.90,1.2,0.82,46.3415,2.0,88.3495,76.699,26.2136
08406,2026-06-29,20.00,0.098,0.08,22.5,1.0,-11.828,-24.7312,-23.6559
01087,2026-06-29,20.39,1.62,1.03,57.2816,2.0,21.875,13.75,-21.875
01592,2026-06-29,21.29,0.199,0.155,28.3871,1.0,21.9895,29.8429,16.7539
00653,2026-06-29,21.43,0.019,0.014,35.7143,1.0,129.4118,152.9412,200.0
01087,2026-06-29,43.69,1.62,1.03,57.2816,2.0,21.875,13.75,-21.875
08305,2026-06-29,27.27,0.184,0.143,28.6713,1.0,-17.1429,-20.0,-25.1429
01087,2026-06-29,55.34,1.62,1.03,57.2816,2.0,21.875,13.75,-21.875
01966,2026-06-30,36.96,0.068,0.046,47.8261,2.0,-15.625,-23.4375,-31.25
08547,2026-06-30,23.46,0.1,0.081,23.4568,1.0,24.4898,24.4898,-27.551
00139,2026-06-30,21.24,0.14,0.113,23.8938,1.0,4.2857,-35.0,-14.2857
00139,2026-07-01,23.89,,,,,,,
01966,2026-07-01,39.13,,,,,,,
08547,2026-07-01,20.99,,,,,,,
01912,2026-07-02,20.00,2.19,1.8,21.6667,1.0,-17.619,-17.1429,-24.7619
00139,2026-07-02,25.71,0.178,0.14,27.1429,1.0,-38.5542,-51.8072,-27.7108
01894,2026-07-02,21.05,0.57,0.38,50.0,2.0,8.0,0.0,-3.0
01894,2026-07-02,31.58,0.57,0.38,50.0,2.0,8.0,0.0,-3.0
00653,2026-07-03,43.48,0.058,0.023,152.1739,7.0,-20.4082,2.0408,12.2449
00653,2026-07-03,69.57,0.058,0.023,152.1739,7.0,-20.4082,2.0408,12.2449
00653,2026-07-03,82.61,0.058,0.023,152.1739,7.0,-20.4082,2.0408,12.2449
00653,2026-07-03,95.65,0.058,0.023,152.1739,7.0,-20.4082,2.0408,12.2449
00653,2026-07-03,126.09,0.058,0.023,152.1739,7.0,-20.4082,2.0408,12.2449
01160,2026-07-03,60.00,0.4,0.25,60.0,3.0,11.4286,14.2857,14.2857
00653,2026-07-03,147.83,0.058,0.023,152.1739,7.0,-20.4082,2.0408,12.2449
06163,2026-07-03,42.55,0.7,0.47,48.9362,2.0,0.0,-11.9403,-1.4925
01738,2026-07-06,83.72,0.086,0.043,100.0,5.0,-8.0645,-16.129,-19.3548
08460,2026-07-06,20.00,0.86,0.7,22.8571,1.0,-9.7561,-9.7561,-13.4146
08460,2026-07-07,29.27,1.11,0.82,35.3659,1.0,-9.4118,-9.4118,-17.6471
01063,2026-07-07,58.14,0.072,0.043,67.4419,3.0,6.25,6.25,35.4167
00254,2026-07-07,24.51,0.143,0.102,40.1961,2.0,5.303,27.2727,8.3333
01102,2026-07-07,22.37,0.096,0.076,26.3158,1.0,-10.5263,-21.0526,93.6842
00254,2026-07-07,38.24,0.143,0.102,40.1961,2.0,5.303,27.2727,8.3333
00648,2026-07-08,25.93,1.28,0.81,58.0247,2.0,-22.2222,-24.2424,-36.8687
00648,2026-07-08,37.04,1.28,0.81,58.0247,2.0,-22.2222,-24.2424,-36.8687
00648,2026-07-08,50.62,1.28,0.81,58.0247,2.0,-22.2222,-24.2424,-36.8687
01850,2026-07-08,20.59,0.46,0.34,35.2941,1.0,-7.0588,-16.4706,-3.5294
01850,2026-07-08,32.35,0.46,0.34,35.2941,1.0,-7.0588,-16.4706,-3.5294
08131,2026-07-09,33.52,0.247,0.179,37.9888,1.0,3.3755,18.1435,3.7975
01841,2026-07-09,85.71,0.54,0.245,120.4082,6.0,-12.5,-5.6818,-12.5
01841,2026-07-09,108.16,0.54,0.245,120.4082,6.0,-12.5,-5.6818,-12.5
02980,2026-07-10,200.00,,,,,,,
03789,2026-07-10,20.31,0.26,0.192,35.4167,1.0,0.4651,-2.3256,-6.5116
03789,2026-07-10,35.42,0.26,0.192,35.4167,1.0,0.4651,-2.3256,-6.5116
00261,2026-07-10,21.25,0.199,0.16,24.375,1.0,4.0609,4.0609,19.797
02663,2026-07-10,20.00,0.51,0.425,20.0,0.0,4.2553,2.1277,2.1277
00139,2026-07-13,22.81,0.092,0.057,61.4035,3.0,4.6512,51.1628,20.9302
01452,2026-07-13,31.10,0.24,0.164,46.3415,2.0,-2.9268,-11.7073,-17.0732
00139,2026-07-13,35.09,0.092,0.057,61.4035,3.0,4.6512,51.1628,20.9302
01870,2026-07-13,20.96,0.214,0.167,28.1437,1.0,4.1451,17.6166,-6.7358
00139,2026-07-13,47.37,0.092,0.057,61.4035,3.0,4.6512,51.1628,20.9302
00139,2026-07-13,57.89,0.092,0.057,61.4035,3.0,4.6512,51.1628,20.9302
00254,2026-07-13,22.05,0.156,0.127,22.8346,1.0,8.3871,7.0968,-5.1613
01870,2026-07-14,27.98,0.26,0.193,34.715,1.0,-5.9091,-0.9091,-15.9091
00110,2026-07-14,23.91,0.6,0.46,30.4348,1.0,15.2542,32.2034,18.6441
08123,2026-07-14,21.74,0.35,0.23,52.1739,2.0,1.8182,-5.4545,-7.2727
08365,2026-07-15,22.09,1.13,0.86,31.3953,1.0,-0.9259,-7.4074,-18.0556
08163,2026-07-16,23.08,0.054,0.039,38.4615,1.0,-10.2564,-2.5641,12.8205
00254,2026-07-16,26.06,0.184,0.142,29.5775,1.0,0.0,-16.763,-18.4971
08427,2026-07-16,31.74,8.3,5.01,65.6687,3.0,-27.4194,-30.6452,-33.3065
08427,2026-07-16,43.71,8.3,5.01,65.6687,3.0,-27.4194,-30.6452,-33.3065
01156,2026-07-16,30.61,0.36,0.245,46.9388,2.0,-9.375,-9.375,-14.0625
00653,2026-07-16,22.00,0.063,0.05,26.0,1.0,4.918,-4.918,-55.7377
02017,2026-07-20,43.40,0.39,0.265,47.1698,2.0,-7.8947,-27.6316,27.6316
01869,2026-07-21,21.05,0.134,0.095,41.0526,2.0,-61.6667,-55.0,-57.5
01869,2026-07-21,31.58,0.134,0.095,41.0526,2.0,-61.6667,-55.0,-57.5
02320,2026-07-21,36.51,0.086,0.063,36.5079,1.0,80.2326,196.5116,196.5116
02369,2026-07-22,21.43,0.86,0.7,22.8571,1.0,-2.5641,-6.4103,-8.9744
00139,2026-07-22,23.38,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
00243,2026-07-22,21.43,0.55,0.42,30.9524,1.0,-11.0,-8.0,-6.0
01102,2026-07-22,20.00,0.12,0.075,60.0,3.0,1.7391,73.0435,2.6087
00139,2026-07-22,33.77,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
01102,2026-07-22,33.33,0.12,0.075,60.0,3.0,1.7391,73.0435,2.6087
08547,2026-07-22,20.00,0.114,0.095,20.0,0.0,-31.7308,-35.5769,-7.6923
01102,2026-07-22,57.33,0.12,0.075,60.0,3.0,1.7391,73.0435,2.6087
02320,2026-07-22,76.74,0.177,0.086,105.814,5.0,1.3333,60.6667,50.0
00139,2026-07-22,45.45,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
00139,2026-07-22,58.44,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
00139,2026-07-22,71.43,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
00139,2026-07-22,81.82,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
00139,2026-07-22,93.51,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
00139,2026-07-22,114.29,0.168,0.077,118.1818,5.0,-27.2727,-35.1515,-36.3636
02320,2026-07-22,95.35,0.177,0.086,105.814,5.0,1.3333,60.6667,50.0
00171,2026-07-23,44.44,0.062,0.036,72.2222,3.0,-8.6957,-8.6957,-8.6957
01718,2026-07-23,21.35,0.58,0.445,30.3371,1.0,47.2727,59.0909,36.3636
09600,2026-07-23,38.24,0.214,0.136,57.3529,2.0,-21.0,-30.0,-26.0
02320,2026-07-23,24.67,0.213,0.15,42.0,2.0,-29.5775,13.1455,-1.4085
01942,2026-07-23,20.83,0.094,0.072,30.5556,1.0,-7.3171,-7.3171,-10.9756
09600,2026-07-23,54.41,0.214,0.136,57.3529,2.0,-21.0,-30.0,-26.0
02320,2026-07-23,35.33,0.213,0.15,42.0,2.0,-29.5775,13.1455,-1.4085
01718,2026-07-24,27.27,0.94,0.55,70.9091,3.0,-9.7826,-4.3478,-17.9348
01718,2026-07-24,43.64,0.94,0.55,70.9091,3.0,-9.7826,-4.3478,-17.9348
01942,2026-07-24,24.39,0.129,0.082,57.3171,2.0,-20.0,-18.9474,-18.9474
01323,2026-07-24,22.28,0.26,0.202,28.7129,1.0,-4.8,-16.0,-27.6
01942,2026-07-24,39.02,0.129,0.082,57.3171,2.0,-20.0,-18.9474,-18.9474
01942,2026-07-24,53.66,0.129,0.082,57.3171,2.0,-20.0,-18.9474,-18.9474
01718,2026-07-24,54.55,0.94,0.55,70.9091,3.0,-9.7826,-4.3478,-17.9348
01718,2026-07-24,65.45,0.94,0.55,70.9091,3.0,-9.7826,-4.3478,-17.9348
01500,2026-07-30,40.50,0.405,0.242,67.3554,3.0,-8.75,-10.0,-10.0
01703,2026-07-30,28.57,2.0,0.98,104.0816,5.0,-80.9524,-82.2751,-82.5397
01703,2026-07-30,40.82,2.0,0.98,104.0816,5.0,-80.9524,-82.2751,-82.5397
01703,2026-07-30,61.22,2.0,0.98,104.0816,5.0,-80.9524,-82.2751,-82.5397
01500,2026-07-30,54.96,0.405,0.242,67.3554,3.0,-8.75,-10.0,-10.0
08221,2026-07-30,25.69,2.84,2.18,30.2752,1.0,-7.3394,-24.0826,-17.8899
01869,2026-07-30,30.00,0.073,0.05,46.0,2.0,-9.434,-1.8868,-3.7736
01500,2026-07-30,67.36,0.405,0.242,67.3554,3.0,-8.75,-10.0,-10.0
01703,2026-07-30,73.47,2.0,0.98,104.0816,5.0,-80.9524,-82.2751,-82.5397
01869,2026-07-30,44.00,0.073,0.05,46.0,2.0,-9.434,-1.8868,-3.7736
01703,2026-07-30,83.67,2.0,0.98,104.0816,5.0,-80.9524,-82.2751,-82.5397
08368,2026-07-31,25.79,0.242,0.19,27.3684,1.0,-3.0612,73.4694,40.3061
01094,2026-07-31,92.31,0.5,0.26,92.3077,4.0,5.4348,-7.6087,-6.5217
02215,2026-08-03,166.67,0.243,0.081,200.0,10.0,108.6093,95.3642,62.2517
01825,2026-08-03,23.91,2.3,0.92,150.0,7.0,124.4898,186.2245,301.2755
02320,2026-08-03,51.61,0.265,0.155,70.9677,3.0,-3.7736,-3.7736,-16.2264
01825,2026-08-03,40.76,2.3,0.92,150.0,7.0,124.4898,186.2245,301.2755
01825,2026-08-03,51.09,2.3,0.92,150.0,7.0,124.4898,186.2245,301.2755
01825,2026-08-03,99.46,2.3,0.92,150.0,7.0,124.4898,186.2245,301.2755
01825,2026-08-03,121.20,2.3,0.92,150.0,7.0,124.4898,186.2245,301.2755
01843,2026-08-03,22.64,0.34,0.265,28.3019,1.0,-9.375,-14.0625,-6.25
01825,2026-08-03,144.57,2.3,0.92,150.0,7.0,124.4898,186.2245,301.2755
08079,2026-08-03,23.08,0.895,0.65,37.6923,1.0,-7.8652,-28.0899,-30.3371
08079,2026-08-03,35.38,0.895,0.65,37.6923,1.0,-7.8652,-28.0899,-30.3371
02320,2026-08-03,67.74,0.265,0.155,70.9677,3.0,-3.7736,-3.7736,-16.2264
02215,2026-08-04,42.38,0.335,0.151,121.8543,6.0,-5.9701,-4.4776,-38.5075
00261,2026-08-04,21.00,0.3,0.219,36.9863,1.0,-6.9106,-6.5041,7.7236
02215,2026-08-04,52.98,0.335,0.151,121.8543,6.0,-5.9701,-4.4776,-38.5075
