group,code5,scan_date,go_60,consolidation_60,placing_60,rights_60,go_120,consolidation_120,placing_120,rights_120,go_180,consolidation_180,placing_180,rights_180
baseline,08153,2025-06-26,0,0,0,0,0,0,0,1,0,0,0,1
baseline,00052,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00698,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01572,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02393,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08500,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02625,2025-06-26,0,0,0,0,0,0,0,0,0,0,1,0
signal,00184,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00185,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00237,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,01082,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,01636,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,01792,2025-06-27,0,0,0,0,0,0,1,0,0,1,1,0
signal,01846,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,01961,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,02031,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,02530,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,02682,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,03389,2025-06-27,0,0,0,0,0,0,0,0,1,0,0,0
signal,08267,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,08320,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,08475,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00723,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08226,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00611,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02540,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01425,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01180,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02605,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02481,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00169,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01455,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00328,2025-06-30,0,0,0,1,0,0,0,1,0,0,0,1
signal,00413,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00496,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00582,2025-06-30,0,0,0,1,0,0,0,1,0,0,0,1
signal,00630,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00789,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00927,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,01132,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,01473,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,01483,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,01489,2025-06-30,0,0,0,0,1,0,0,0,1,0,0,0
signal,01643,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,01695,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,02540,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,06913,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,08226,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,08509,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02699,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02250,2025-06-30,0,0,0,0,0,0,1,0,0,0,1,0
baseline,08547,2025-06-30,0,0,0,0,0,0,0,0,0,0,1,0
baseline,00039,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01180,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02188,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00643,2025-06-30,0,0,0,0,1,0,0,0,1,0,0,0
baseline,01950,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00690,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00139,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00114,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00320,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00399,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00757,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00893,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00953,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,01346,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,01621,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,01643,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,01795,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,02266,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,02530,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,03300,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,06136,2025-07-02,1,0,0,0,1,0,0,0,1,0,0,0
signal,08143,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00169,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00328,2025-07-02,0,0,0,1,0,0,0,1,0,0,0,1
baseline,02250,2025-07-02,0,0,0,0,0,0,1,0,0,0,1,0
baseline,06036,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08491,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01950,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00632,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00831,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08267,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00771,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00184,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00320,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00518,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00657,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00712,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00970,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01001,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01165,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01282,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01631,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01671,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01795,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,02205,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,02455,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,08087,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,08092,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,08143,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,08269,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,08328,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02516,2025-07-03,0,0,0,0,0,0,0,0,0,0,1,0
baseline,06610,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00611,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00632,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00078,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08153,2025-07-03,0,0,0,0,0,0,0,1,0,0,0,1
baseline,00527,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02605,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00355,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01920,2025-07-03,0,0,0,0,0,0,0,0,0,0,1,0
signal,00583,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,01082,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,01740,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,01945,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,01949,2025-07-04,0,0,0,0,0,1,0,0,0,1,0,0
signal,01991,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,02257,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,02377,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,03368,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,08092,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02516,2025-07-04,0,0,0,0,0,0,0,0,0,0,1,0
baseline,00520,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00185,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00022,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02440,2025-07-04,0,0,0,0,0,0,0,0,0,0,1,0
baseline,01165,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01159,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08268,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08401,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08269,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00515,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00673,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,01025,2025-07-07,0,0,0,0,0,0,0,1,0,0,0,1
signal,01222,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,01290,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,01421,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,01722,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,08018,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,08450,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,06610,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02625,2025-07-07,0,0,0,0,0,0,0,0,0,0,1,0
baseline,01180,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08087,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01901,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02605,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01878,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00355,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00139,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01612,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00610,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00620,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00899,2025-07-08,0,0,0,0,0,0,0,1,0,0,0,1
signal,01022,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,01046,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,01233,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,06663,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,08340,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,08450,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01412,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00355,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01756,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00632,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00464,2025-07-08,0,0,0,0,0,0,0,0,0,0,1,0
baseline,00712,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01226,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00360,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00591,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01643,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00243,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00419,2025-07-09,0,0,0,0,0,1,1,0,0,1,1,0
signal,00488,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00510,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00620,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00736,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00994,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,01183,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,01253,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,01909,2025-07-09,0,0,0,0,0,0,0,1,0,0,0,1
signal,06898,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,08645,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02605,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08179,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01662,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00039,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01180,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,03395,2025-07-09,0,0,0,0,0,0,1,0,0,0,1,0
baseline,08087,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00723,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02516,2025-07-09,0,0,0,0,0,0,0,0,0,0,1,0
baseline,08223,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00090,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00149,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00337,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00476,2025-07-10,0,0,0,0,0,0,0,0,0,0,1,0
signal,00532,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00583,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00601,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00833,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01062,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01080,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01141,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01160,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01183,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01233,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01315,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01661,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01718,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01777,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01966,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01967,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,02349,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,02376,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,03301,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,06158,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,06898,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,06968,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,08245,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,08481,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,08537,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01412,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00643,2025-07-10,0,0,0,0,1,0,0,0,1,0,0,0
baseline,01985,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01025,2025-07-10,0,0,0,0,0,0,0,1,0,0,0,1
baseline,08066,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01647,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00672,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00750,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00139,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
baseline,09928,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00212,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00243,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00381,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00476,2025-07-11,0,0,0,0,0,0,0,0,0,0,1,0
signal,00619,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00718,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,01049,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,01141,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,01803,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,01862,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,02263,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,08350,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,03301,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01943,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08153,2025-07-11,0,0,0,0,0,0,0,1,0,0,0,1
baseline,00399,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01901,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01203,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00520,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02257,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08268,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00039,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00339,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00943,2025-07-14,0,0,0,0,0,0,0,0,0,0,1,0
signal,01036,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01373,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01520,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01555,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01561,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01647,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01938,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,02159,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,02178,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,02738,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,03639,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,06677,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,08120,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,08471,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00605,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,06830,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01920,2025-07-14,0,0,0,0,0,0,1,0,0,0,1,0
baseline,08547,2025-07-14,0,0,0,0,0,0,0,0,0,0,1,0
baseline,00632,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08500,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02197,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08401,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01468,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00188,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00234,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00474,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00804,2025-07-15,0,0,0,0,0,0,1,0,0,0,1,0
signal,01253,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,01527,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,01861,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,01917,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,01949,2025-07-15,0,0,0,0,0,1,0,0,0,1,0,0
signal,08112,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,08117,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,08239,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,08283,2025-07-15,0,0,0,0,0,0,0,1,0,0,0,1
baseline,01529,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01425,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01715,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01468,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,06908,2025-07-15,0,0,0,0,0,0,0,0,0,0,1,0
baseline,01903,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01725,2025-07-15,0,0,0,0,0,0,0,0,0,0,1,0
baseline,02455,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01945,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02605,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00261,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00559,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00871,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,01073,2025-07-16,0,0,0,1,0,0,0,1,0,0,0,1
signal,01298,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,01802,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,01851,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,02146,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,02481,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,02699,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,06063,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,06933,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,08087,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,08239,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,08416,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01425,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,06860,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,08305,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,01141,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,02433,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00353,2025-07-16,0,0,0,0,0,0,0,0,0,0,1,0
baseline,00139,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
baseline,00476,2025-07-16,0,0,0,0,0,0,1,0,0,0,1,0
baseline,01870,2025-07-16,0,0,0,0,0,0,0,0,0,0,1,0
baseline,01865,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00197,2025-07-17,0,0,0,0,0,0,1,0,0,0,1,0
signal,00365,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00559,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01010,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01407,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01460,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01622,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01628,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01660,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01718,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01753,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01780,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01856,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01895,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01949,2025-07-17,0,0,0,0,0,1,0,0,0,1,0,0
signal,01961,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,02197,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
