code5,name,scan_date,appearance_seq,days_since_first,entry_close,entry_intraday,entry_intraday_note,price_missing,days_available,ret_t5,ret_t10,ret_t20,ret_t60,max_ret_20,min_ret_20,ret_t5_est,ret_t10_est,ret_t20_est,ret_t60_est,max_ret_20_est,min_ret_20_est,has_capital_action,fu_go,fu_rights,fu_placing,fu_consolidation,fu_cb,first_action_type,first_action_days,mcap,ratio,turnover_to_mcap,has_broker_shot,ccass_asof_date,ccass_top10_pct,ccass_top5_pct,ccass_top10_delta,ccass_window_days,ccass_suspect_denominator,concentration_rising,hd_top10_pct_of_ccass,hd_asof_date,hd_top10_delta,dump_asof_date,dump_c10_shares,dump_issued_shares,dump_top10_pct_of_issued,dump_top10_pct_of_issued_raw,dump_top10_delta_shares,dump_window_days,dump_concentration_rising,dump_corp_action_in_window,dump_issued_missing,dump_top10_x_appearance,dump_top10_x_mcap,board,recurrence,prior_go_365d,prior_rights_365d,prior_rights_180d,prior_placing_365d,prior_placing_180d,prior_consolidation_365d,prior_consolidation_180d,prior_change_of_control,feature_cutoff,led_to_go_180d,led_to_perform,led_to_rights_180d
00018,東方傳媒集團,2026-07-31,1,0,0.225,0.225,eod_proxy,0,27,-5.3333,4.8889,-5.3333,,4.8889,-5.3333,0,0,0,0,0,0,0,0,0,0,0,0,,,539531527.0,23.66,0.36,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2026-07-31,0,,0
00021,大中華控股,2025-09-08,1,0,0.118,0.118,eod_proxy,0,245,-7.6271,-17.7966,-12.7119,-16.9492,0.8475,-17.7966,0,0,0,0,0,0,0,0,0,0,0,0,,,469077542.0,26.55,0.12,0,,,,,,,,,,,2025-09-04,1066961551.0,3975233406.0,26.8402,26.8402,10780000.0,107.0,0.5,0,0,20-40%×1,20-40%×3-10億,,0,0,0,0,0,0,0,0,0,2025-09-08,0,False,0
00021,大中華控股,2025-12-29,2,112,0.107,0.107,eod_proxy,0,170,-0.9346,-4.6729,-15.8879,-41.1215,-0.9346,-20.5607,0,0,0,0,0,0,0,0,0,0,0,0,,,425349974.0,142.25,0.15,0,,,,,,,,,,,2025-12-23,1042223237.0,3975233406.0,26.2179,26.2179,-13958314.0,182.0,0.5,0,0,20-40%×2,20-40%×3-10億,,1,0,0,0,0,0,0,0,0,2025-12-29,0,False,0
00021,大中華控股,2025-12-30,3,113,0.103,0.103,eod_proxy,0,169,0.9709,-3.8835,-13.5922,-35.9223,2.9126,-17.4757,0,0,0,0,0,0,0,0,0,0,0,0,,,409449041.0,12.88,0.21,0,,,,,,,,,,,2025-12-24,1042223237.0,3975233406.0,26.2179,26.2179,-13958314.0,183.0,0.5,0,0,20-40%×3-4,20-40%×3-10億,,1,0,0,0,0,0,0,0,0,2025-12-30,0,False,0
00021,大中華控股,2026-05-22,4,256,0.082,0.082,eod_proxy,0,74,-4.878,6.0976,-2.439,28.0488,18.2927,-4.878,0,0,0,0,0,0,0,0,0,0,0,0,,,325969139.0,16.04,0.2,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-05-22,0,True,0
00021,大中華控股,2026-05-26,5,260,0.091,0.091,eod_proxy,0,73,-14.2857,3.2967,-12.0879,20.8791,6.5934,-14.2857,0,0,0,0,0,0,0,0,0,0,0,0,,,361746240.0,16.17,0.47,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-05-26,0,True,0
00021,大中華控股,2026-05-28,6,262,0.097,0.097,eod_proxy,0,71,-3.0928,-12.3711,-24.7423,-13.4021,-3.0928,-25.7732,0,0,0,0,0,0,0,0,0,0,0,0,,,385597640.0,11.75,0.74,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-05-28,0,False,0
00021,大中華控股,2026-08-07,7,333,0.082,0.082,eod_proxy,0,22,25.6098,28.0488,-4.878,,34.1463,-7.3171,0,0,0,0,0,0,0,0,0,0,0,0,,,325969139.0,13.0,0.29,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-08-07,0,,0
00021,大中華控股,2026-08-31,8,357,0.109,0.109,eod_proxy,0,6,-29.3578,,,,-23.8532,-30.2752,0,0,0,0,0,0,0,0,0,0,0,0,,,433300441.0,14.37,0.57,0,2026-08-27,80.97,66.52,,,0.0,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-08-31,0,,0
00022,茂盛控股,2025-08-05,1,0,8.6,8.6,eod_proxy,0,269,-4.6512,-28.4884,-23.2558,-44.186,-2.907,-29.0698,0,0,0,0,0,0,0,0,0,0,0,0,,,338218710.0,10.29,0.94,0,,,,,,,,,,,2025-08-01,1708711390.0,39327757.0,,4344.7975,28738695.0,83.0,,1,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2025-08-05,0,False,0
00022,茂盛控股,2025-11-14,2,101,7.25,7.25,eod_proxy,0,199,3.4483,-11.7241,2.069,41.3793,9.6552,-15.8621,0,0,0,0,0,0,0,0,0,0,0,0,,,285126238.0,39.73,2.7,0,,,,,,,,,,,2025-11-12,1703591367.0,39327757.0,,4331.7786,23618672.0,153.0,,1,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2025-11-14,0,True,0
00022,茂盛控股,2026-01-05,3,153,9.75,9.75,eod_proxy,0,166,24.1026,14.359,4.1026,25.641,24.1026,4.1026,0,0,0,0,0,0,1,0,0,0,1,0,CONSOLIDATION,151.0,383445631.0,21.98,2.34,1,,,,,,,,,,,2025-12-24,1722481140.0,39327757.0,,4379.8103,42508445.0,183.0,,1,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-01-05,0,True,0
00022,茂盛控股,2026-03-19,4,226,17.25,17.25,eod_proxy,0,116,-26.087,-28.9855,-72.4638,-86.9565,-15.942,-72.4638,0,0,0,0,0,0,1,0,0,0,1,0,CONSOLIDATION,78.0,678403808.0,80.03,4.73,1,,,,,,,,,,,,,,,,,,,1,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-03-19,0,False,0
00022,茂盛控股,2026-04-02,5,240,12.25,12.25,eod_proxy,0,106,18.3673,-61.2245,-75.102,-83.0204,18.3673,-75.102,0,0,0,1,0,0,1,0,0,0,1,0,CONSOLIDATION,64.0,481765023.0,38.83,48.54,0,,,,,,,,,,,,,,,,,,,1,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-04-02,0,False,0
00036,遠東控股國際,2025-07-30,1,0,0.52,0.52,eod_proxy,0,127,-46.1538,-46.1538,-44.2308,-48.0769,7.6923,-49.0385,0,0,0,0,0,0,0,0,0,0,0,0,,,169902500.0,21.56,0.71,0,,,,,,,,,,,2025-07-28,300704488.0,326735577.0,92.033,92.033,-565013.0,79.0,0.5,0,0,>=60%×1,>=60%×1-3億,,0,0,0,0,0,0,0,0,0,2025-07-30,0,False,0
00036,遠東控股國際,2025-07-31,2,1,0.56,0.56,eod_proxy,0,126,-50.8929,-51.7857,-52.6786,-62.8571,-42.8571,-52.6786,0,0,0,0,0,0,0,0,0,0,0,0,,,182971923.0,49.65,4.79,0,,,,,,,,,,,2025-07-29,300716488.0,326735577.0,92.0367,92.0367,-553013.0,80.0,0.5,0,0,>=60%×2,>=60%×1-3億,,1,0,0,0,0,0,0,0,0,2025-07-31,0,False,0
00037,遠東酒店實業,2025-12-16,1,0,0.435,0.435,eod_proxy,0,177,0.0,3.4483,10.3448,37.931,10.3448,-3.4483,0,0,0,0,0,0,0,0,0,0,0,0,,,327350467.0,10.7,0.2,1,,,,,,,,,,,2025-12-12,367047628.0,752529810.0,48.7752,48.7752,-8409009.0,175.0,0.0,0,0,40-60%×1,40-60%×3-10億,,0,0,0,0,0,0,0,0,0,2025-12-16,0,True,0
00037,遠東酒店實業,2026-07-06,2,202,0.55,0.55,eod_proxy,0,46,-9.0909,-9.0909,-10.9091,,-1.8182,-12.7273,0,0,0,0,0,0,0,0,0,0,0,0,,,413891396.0,28.97,0.94,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-07-06,0,,0
00037,遠東酒店實業,2026-08-06,3,233,0.485,0.485,eod_proxy,0,23,2.0619,1.0309,2.0619,,6.1856,-1.0309,0,0,0,0,0,0,0,0,0,0,0,0,,,364976958.0,12.85,0.49,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-08-06,0,,0
00040,金山科技工業,2025-10-28,1,0,0.702,0.702,eod_proxy,0,211,-2.849,0.0,7.1225,5.4131,8.547,-2.849,0,0,0,0,0,0,0,0,0,0,0,0,,,633546653.0,46.59,0.18,0,,,,,,,,,,,2025-10-24,493809510.0,902488110.0,54.7165,54.7165,-2879859.0,141.0,0.5,0,0,40-60%×1,40-60%×3-10億,,0,0,0,0,0,0,0,0,0,2025-10-28,0,True,0
00040,金山科技工業,2026-02-23,2,118,0.69,0.69,eod_proxy,0,134,-1.4493,1.4493,0.0,-5.7971,2.8986,-1.4493,0,0,0,0,0,0,0,0,0,0,0,0,,,622716796.0,27.9,0.09,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-02-23,0,False,0
00042,東北電氣,2025-07-21,1,0,0.345,0.345,eod_proxy,0,280,-7.2464,-15.942,-10.1449,-10.1449,-7.2464,-17.3913,0,0,0,0,0,0,0,0,0,0,0,0,,,301312650.0,187.89,3.22,0,,,,,,,,,,,2025-07-17,145211850.0,873370000.0,16.6266,16.6266,-1215000.0,72.0,0.5,0,0,<20%×1,<20%×3-10億,,0,0,0,0,0,0,0,0,0,2025-07-21,0,False,0
00042,東北電氣,2026-01-06,2,169,0.3,0.3,eod_proxy,0,165,0.0,-1.6667,-3.3333,35.0,6.6667,-6.6667,0,0,0,0,0,0,0,0,0,0,0,0,,,262011000.0,18.2,0.26,0,,,,,,,,,,,2025-12-24,146688850.0,873370000.0,16.7957,16.7957,262000.0,183.0,0.5,0,0,<20%×2,<20%×1-3億,,1,0,0,0,0,0,0,0,0,2026-01-06,0,True,0
00042,東北電氣,2026-02-12,3,206,0.325,0.325,eod_proxy,0,138,-3.0769,10.7692,40.0,20.0,78.4615,-7.6923,0,0,0,0,0,0,0,0,0,0,0,0,,,283845250.0,54.91,0.73,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-02-12,0,True,0
00042,東北電氣,2026-02-25,4,219,0.415,0.415,eod_proxy,0,132,14.4578,19.2771,9.6386,-8.4337,39.759,-13.253,0,0,0,0,0,0,0,0,0,0,0,0,,,362448550.0,23.08,2.87,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-02-25,0,False,0
00042,東北電氣,2026-03-04,5,226,0.475,0.475,eod_proxy,0,127,4.2105,7.3684,-13.6842,-27.3684,22.1053,-13.6842,0,0,0,0,0,0,0,0,0,0,0,0,,,414850750.0,17.06,13.67,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-03-04,0,False,0
00046,科聯系統,2025-08-27,1,0,1.72,1.72,eod_proxy,0,253,-0.8721,-3.7791,-0.8721,-11.9186,0.2907,-3.7791,0,0,0,0,0,0,0,0,0,0,0,0,,,420255140.0,14.64,0.17,0,,,,,,,,,,,2025-08-25,61067632.0,244334384.0,24.9935,24.9935,-4477852.0,99.0,0.0,0,0,20-40%×1,20-40%×3-10億,,0,0,0,0,0,0,0,0,0,2025-08-27,0,False,0
00048,中國汽車內飾,2026-01-05,1,0,0.162,0.162,eod_proxy,0,166,48.1481,23.4568,82.0988,54.321,103.7037,18.5185,0,0,0,0,0,0,0,0,0,0,0,0,,,70921617.0,19.02,1.09,1,,,,,,,,,,,2025-12-24,96420376.0,437787760.0,22.0245,22.0245,-1910408.0,183.0,0.5,0,0,20-40%×1,20-40%×<1億,,0,0,0,0,0,0,0,0,0,2026-01-05,0,True,0
00048,中國汽車內飾,2026-01-06,2,1,0.203,0.203,eod_proxy,0,165,9.3596,1.9704,52.7094,23.1527,62.5616,-5.4187,0,0,0,0,0,0,0,0,0,0,0,0,,,88870915.0,15.38,2.01,1,,,,,,,,,,,2025-12-24,96420376.0,437787760.0,22.0245,22.0245,-1910408.0,183.0,0.5,0,0,20-40%×2,20-40%×<1億,,1,0,0,0,0,0,0,0,0,2026-01-06,0,True,0
00048,中國汽車內飾,2026-01-22,3,17,0.315,0.315,eod_proxy,0,153,-1.5873,-4.7619,-12.6984,-7.9365,4.7619,-15.873,0,0,0,0,0,0,0,0,0,0,0,0,,,137903144.0,10.77,1.98,1,,,,,,,,,,,2025-12-24,96420376.0,437787760.0,22.0245,22.0245,-1910408.0,183.0,0.5,0,0,20-40%×3-4,20-40%×1-3億,,1,0,0,0,0,0,0,0,0,2026-01-22,0,False,0
00048,中國汽車內飾,2026-03-03,4,57,0.26,0.26,eod_proxy,0,128,-6.5385,-3.8462,-3.8462,48.0769,-1.9231,-7.6923,0,0,0,0,0,0,0,0,0,0,0,0,,,113824818.0,28.53,2.21,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-03-03,0,True,0
00048,中國汽車內飾,2026-04-20,5,105,0.33,0.33,eod_proxy,0,97,-12.1212,-15.1515,12.1212,6.0606,33.3333,-15.1515,0,0,0,0,0,0,0,0,0,0,0,0,,,144469961.0,25.06,0.68,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-04-20,0,True,0
00048,中國汽車內飾,2026-05-11,6,126,0.41,0.41,eod_proxy,0,83,-3.6585,0.0,-12.1951,-10.9756,7.3171,-12.1951,0,0,0,0,0,0,0,0,0,0,0,0,,,179492982.0,112.82,0.98,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-05-11,0,False,0
00052,大快活集團,2026-03-11,1,0,4.44,4.44,eod_proxy,0,122,-2.9279,-2.9279,-8.1081,-13.2883,-1.3514,-8.7838,0,0,0,0,0,0,0,0,0,0,0,0,,,575214343.0,10.42,0.47,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2026-03-11,0,False,0
00058,新威國際,2026-03-09,1,0,0.29,0.29,eod_proxy,0,124,15.5172,12.069,-3.4483,-13.7931,25.8621,-3.4483,0,0,0,0,0,0,0,0,0,0,0,0,,,149500800.0,86.4,0.6,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2026-03-09,0,False,0
00058,新威國際,2026-03-10,2,1,0.365,0.365,eod_proxy,0,123,-5.4795,-4.1096,-23.2877,-28.7671,0.0,-23.2877,0,0,0,0,0,0,0,0,0,0,0,0,,,188164800.0,12.22,0.65,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-03-10,0,False,0
00060,香港食品投資,2025-08-19,1,0,0.46,0.46,eod_proxy,0,259,-1.087,0.0,0.0,-8.6957,3.2609,-2.1739,0,0,0,0,0,0,0,0,0,0,0,0,,,117600840.0,92.61,0.55,0,,,,,,,,,,,2025-08-15,134385906.0,255654000.0,52.5655,52.5655,-1044984.0,93.0,0.5,0,0,40-60%×1,40-60%×1-3億,,0,0,0,0,0,0,0,0,0,2025-08-19,0,False,0
00060,香港食品投資,2026-04-15,2,239,0.495,0.495,eod_proxy,0,100,-5.0505,-11.1111,-11.1111,-4.0404,0.0,-13.1313,0,0,0,0,0,0,0,0,0,0,0,0,,,126548730.0,72.45,0.45,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-04-15,0,False,0
00061,綠領控股,2025-07-23,1,0,0.432,0.432,eod_proxy,0,278,-5.5556,-11.1111,-17.5926,-27.7778,4.6296,-20.3704,0,0,0,0,0,0,0,0,0,0,0,0,,,56836124.0,26.69,5.56,0,,,,,,,,,,,2025-07-21,389305471.0,131565101.0,,295.9033,-4769532.0,74.0,,1,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2025-07-23,0,False,0
00065,弘海高新資源,2025-08-27,1,0,0.49,0.49,eod_proxy,0,253,-7.1429,-6.1224,-17.3469,-21.4286,16.3265,-17.3469,0,0,0,0,0,0,0,0,0,0,0,0,,,120313089.0,23.83,1.7,0,,,,,,,,,,,2025-08-25,96238410.0,245536916.0,39.1951,39.1951,-3573873.0,99.0,0.0,0,0,20-40%×1,20-40%×1-3億,,0,0,0,0,0,0,0,0,0,2025-08-27,0,False,0
00065,弘海高新資源,2025-10-15,2,49,0.395,0.395,eod_proxy,0,220,-5.0633,1.2658,5.0633,-16.4557,29.1139,-5.0633,0,0,0,0,0,0,0,0,0,0,0,0,,,96987082.0,66.67,3.19,0,,,,,,,,,,,2025-10-13,98351248.0,245536916.0,40.0556,40.0556,-1461035.0,132.0,0.5,0,0,40-60%×2,40-60%×<1億,,1,0,0,0,0,0,0,0,0,2025-10-15,0,False,0
00065,弘海高新資源,2025-10-31,3,65,0.405,0.405,eod_proxy,0,209,25.9259,2.4691,-1.2346,-20.9877,25.9259,-4.9383,0,0,0,0,0,0,0,0,0,0,0,0,,,99442451.0,10.2,1.65,1,,,,,,,,,,,2025-10-28,136255420.0,245536916.0,55.4928,55.4928,36443137.0,143.0,1.0,0,0,40-60%×3-4,40-60%×<1億,,1,0,0,0,0,0,0,0,0,2025-10-31,0,False,0
00065,弘海高新資源,2025-11-04,4,69,0.5,0.5,eod_proxy,0,207,-8.0,-17.0,-20.0,-36.0,2.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,0,,,122768458.0,12.51,4.92,1,,,,,,,,,,,2025-10-31,135983420.0,245536916.0,55.3821,55.3821,36171137.0,145.0,1.0,0,0,40-60%×3-4,40-60%×1-3億,,1,0,0,0,0,0,0,0,0,2025-11-04,0,False,0
00065,弘海高新資源,2026-07-23,5,330,0.19,0.19,eod_proxy,0,33,42.1053,31.5789,31.5789,,65.7895,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,46652014.0,135.05,3.26,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-07-23,0,,0
00065,弘海高新資源,2026-08-25,6,363,0.295,0.295,eod_proxy,0,10,-10.1695,-8.4746,,,-1.6949,-10.1695,0,0,0,0,0,0,0,0,0,0,0,0,,,72433390.0,66.99,1.06,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-08-25,0,,0
00076,誼礫控股,2025-12-17,1,0,0.204,0.204,eod_proxy,0,176,-33.3333,-32.3529,-16.6667,-17.1569,-9.3137,-33.3333,0,0,0,0,0,0,0,0,0,0,0,0,,,90658431.0,34.88,5.21,1,,,,,,,,,,,2025-12-15,279008421.0,444404073.0,62.7826,62.7826,36625460.0,176.0,1.0,0,0,>=60%×1,>=60%×<1億,,0,0,0,0,0,0,0,0,0,2025-12-17,0,False,0
00076,誼礫控股,2026-01-09,2,23,0.179,0.179,eod_proxy,0,162,-3.9106,-5.0279,-8.3799,-7.2626,1.676,-10.0559,0,0,0,0,0,0,0,0,0,0,0,0,,,79548329.0,25.55,6.36,1,,,,,,,,,,,2025-12-24,257769975.0,444404073.0,58.0035,58.0035,15387014.0,183.0,1.0,0,0,40-60%×2,40-60%×<1億,,1,0,0,0,0,0,0,0,0,2026-01-09,0,False,0
00076,誼礫控股,2026-05-13,3,147,0.153,0.153,eod_proxy,0,81,-5.2288,-9.1503,-11.1111,-14.3791,-1.9608,-11.1111,0,0,0,0,0,0,0,0,0,0,0,0,,,67993823.0,23.84,2.04,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-05-13,0,False,0
00076,誼礫控股,2026-08-25,4,251,0.162,0.162,eod_proxy,0,10,4.9383,0.6173,,,4.9383,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,71993460.0,63.87,6.37,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-08-25,0,,0
00077,進智公共交通,2026-08-06,1,0,0.51,0.51,eod_proxy,0,23,9.8039,8.8235,-5.8824,,11.7647,-5.8824,0,0,0,0,0,0,0,0,0,0,0,0,,,138675630.0,10.76,0.41,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2026-08-06,0,,0
00078,富豪酒店,2025-09-10,1,0,0.64,0.64,eod_proxy,0,243,7.8125,-4.6875,1.5625,-14.0625,9.375,-7.8125,0,0,0,0,0,0,0,0,0,0,0,0,,,575220693.0,11.77,0.84,0,,,,,,,,,,,2025-09-08,561758468.0,898782333.0,62.5022,62.5022,-20604897.0,109.0,0.0,0,0,>=60%×1,>=60%×3-10億,,0,0,0,0,0,0,0,0,0,2025-09-10,0,False,0
00078,富豪酒店,2025-11-28,2,79,0.55,0.55,eod_proxy,0,189,5.4545,1.8182,3.6364,1.8182,5.4545,-1.8182,0,0,0,0,0,0,0,0,0,0,0,0,,,494330283.0,23.53,0.51,0,,,,,,,,,,,2025-11-26,563589684.0,898782333.0,62.7059,62.7059,-18773681.0,163.0,0.0,0,0,>=60%×2,>=60%×3-10億,,1,0,0,0,0,0,0,0,0,2025-11-28,0,True,0
00078,富豪酒店,2026-04-15,3,217,0.53,0.53,eod_proxy,0,100,0.0,3.7736,5.6604,-27.3585,9.434,-3.7736,0,0,0,0,0,0,0,0,0,0,0,0,,,476354636.0,17.15,0.22,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-04-15,0,False,0
00079,世紀建業,2026-02-04,1,0,0.125,0.125,eod_proxy,0,144,-21.6,-17.6,-32.8,-35.2,-16.8,-32.8,0,0,0,0,0,0,0,0,0,0,0,0,,,40759678.0,208.41,2.11,1,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2026-02-04,0,False,0
00082,瘋狂體育,2026-04-08,1,0,0.085,0.085,eod_proxy,0,105,-1.1765,-3.5294,7.0588,-4.7059,7.0588,-7.0588,0,0,0,0,0,0,0,0,0,0,0,0,,,384721513.0,18.2,0.37,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,0,0,0,0,0,0,0,0,0,2026-04-08,0,False,0
00090,普星能量,2025-07-10,1,0,1.326,1.326,eod_proxy,0,287,58.8235,45.2489,42.9864,0.0,59.5777,11.3122,0,0,0,0,0,0,0,0,0,0,0,0,,,608103600.0,614.75,8.77,0,,,,,,,,,,,2025-07-08,418565000.0,458600000.0,91.2702,91.2702,682000.0,65.0,0.5,0,0,>=60%×1,>=60%×3-10億,,0,0,0,0,0,0,0,0,0,2025-07-10,0,False,0
00090,普星能量,2025-10-10,2,92,1.646,1.646,eod_proxy,0,223,-17.6185,-17.0109,-29.1616,-24.3013,-4.8603,-37.0595,0,0,0,0,0,0,0,0,0,0,0,0,,,754855600.0,49.4,0.36,0,,,,,,,,,,,2025-10-08,417531000.0,458600000.0,91.0447,91.0447,-352000.0,129.0,0.5,0,0,>=60%×2,>=60%×3-10億,,1,0,0,0,0,0,0,0,0,2025-10-10,0,False,0
00090,普星能量,2026-05-12,3,306,0.836,0.836,eod_proxy,0,82,3.5885,10.7656,1.1962,11.244,10.7656,-2.3923,0,0,0,0,0,0,0,0,0,0,0,0,,,383389600.0,10.57,0.18,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-05-12,0,True,0
00092,冠軍科技集團,2025-08-01,1,0,0.193,0.193,eod_proxy,0,271,7.2539,14.5078,1.5544,-6.7358,14.5078,1.5544,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,164.0,211839666.0,14.75,0.53,0,,,,,,,,,,,2025-07-30,765353772.0,1097614848.0,69.7288,69.7288,35315213.0,81.0,1.0,0,0,>=60%×1,>=60%×1-3億,,0,0,0,0,0,0,0,0,0,2025-08-01,0,False,0
00092,冠軍科技集團,2025-09-22,2,52,0.169,0.169,eod_proxy,0,235,-8.8757,2.3669,5.9172,15.9763,9.4675,-15.9763,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,112.0,185496909.0,12.55,0.28,0,,,,,,,,,,,2025-09-18,766339708.0,1097614848.0,69.8186,69.8186,36301149.0,117.0,1.0,0,0,>=60%×2,>=60%×1-3億,,1,0,0,0,0,0,0,0,0,2025-09-22,0,True,0
00092,冠軍科技集團,2025-10-15,3,75,0.168,0.168,eod_proxy,0,220,6.5476,6.5476,20.2381,32.1429,20.2381,-1.7857,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,89.0,184399294.0,10.54,0.51,0,,,,,,,,,,,2025-10-13,769219034.0,1097614848.0,70.081,70.081,39180475.0,132.0,1.0,0,0,>=60%×3-4,>=60%×1-3億,,1,0,0,0,0,0,0,0,0,2025-10-15,0,True,0
00092,冠軍科技集團,2025-12-31,4,152,0.174,0.174,eod_proxy,0,168,1.7241,32.1839,20.1149,12.069,36.2069,1.7241,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,12.0,190984984.0,21.24,0.79,1,,,,,,,,,,,2025-12-24,758605488.0,1097614848.0,69.114,69.114,28566929.0,183.0,1.0,0,0,>=60%×3-4,>=60%×1-3億,,1,0,0,0,0,0,0,0,0,2025-12-31,0,True,0
00092,冠軍科技集團,2026-04-22,5,264,0.185,0.185,eod_proxy,0,95,1.6216,1.6216,4.3243,-8.1081,7.027,-1.0811,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,120.0,203058747.0,15.65,0.3,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,1,0,0,0,2026-04-22,0,False,0
00092,冠軍科技集團,2026-08-17,6,381,0.2,0.2,eod_proxy,0,16,4.5,-5.0,,,5.0,-17.5,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,3.0,219522970.0,14.72,0.24,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-08-17,0,,0
00094,綠心集團,2025-09-11,1,0,0.07,0.07,eod_proxy,0,242,-17.1429,-17.1429,-28.5714,-8.5714,-1.4286,-28.5714,0,0,0,0,0,0,0,0,0,0,0,0,,,194774061.0,73.08,1.82,0,,,,,,,,,,,2025-09-09,636074501.0,2782486584.0,22.8599,22.8599,313835846.0,110.0,1.0,0,0,20-40%×1,20-40%×1-3億,,0,0,0,0,0,0,0,0,0,2025-09-11,0,False,0
00094,綠心集團,2026-02-09,2,151,0.082,0.082,eod_proxy,0,141,2.439,0.0,-10.9756,-24.3902,2.439,-12.1951,0,0,0,0,0,0,0,0,0,0,0,0,,,228163900.0,13.98,0.25,0,,,,,,,,,,,,,,,,,,,0,0,unknown,unknown,,1,0,0,0,0,0,0,0,0,2026-02-09,0,False,0
00096,友成控股,2025-08-06,1,0,0.635,0.635,eod_proxy,0,268,3.1496,3.1496,-4.7244,-12.5984,3.1496,-7.874,0,0,0,0,0,0,0,0,0,0,0,0,,,404208996.0,27.05,0.23,0,,,,,,,,,,,2025-08-04,158040014.0,636549600.0,24.8276,24.8276,842000.0,84.0,0.5,0,0,20-40%×1,20-40%×3-10億,,0,0,0,0,0,0,0,0,0,2025-08-06,0,False,0
