group,code5,name,rtss_count,stockscan_count,rtss_types,stockscan_types,rtss_first_ts,rtss_max_count_today,rtss_max_chg_pct,possible_reason
rtss_only,00575,3億以下急升異動 [當日第1次] 励晶太平洋,4,0,SURGE,,2026-06-17 13:39:07,4.0,112.28,mcap_over_3e8
rtss_only,01869,3億以下急升異動 [當日第1次] 猫屎咖啡控股,2,0,SURGE,,2026-06-17 09:37:14,2.0,43.96,daemon_or_definition_difference
rtss_only,08365,3億以下急升異動 [當日第1次] 亦辰集团,1,0,SURGE,,2026-06-17 15:21:02,1.0,21.43,daemon_or_definition_difference
