scan_date,code5,name,close,chg_pct,turnover_day,mcap_total,ratio,top10_pct,has_broker_shot,spring_duck_flag
2025-06-26,08293,星亞控股,0.094,70.91,513130,20213769.0,355.35,,0.0,0
2025-06-26,08226,樹熊金融集團,0.148,7.25,1905470,61790591.0,361.84,,0.0,0
2025-06-26,01235,專業旅運,0.165,13.01,1422750,84126735.0,151.21,,0.0,0
2025-06-26,01647,雄岸科技,0.085,11.84,8403100,101578400.0,20.6,,0.0,0
2025-06-26,08267,藍港互動,0.33,15.79,3091200,121932678.0,25.17,,0.0,0
2025-06-26,02212,高鵬礦業,0.1,0.0,590820,126389920.0,844.03,,0.0,0
2025-06-26,00510,時富金融服務集團,0.295,9.26,762300,127196560.0,12.25,,0.0,0
2025-06-26,08350,立橋證券控股,0.142,-11.25,732890,134909088.0,30.71,,0.0,0
2025-06-26,01987,BENG SOON MACH,0.136,3.82,719460,136000000.0,33.47,,0.0,0
2025-06-26,01305,偉志控股,0.79,0.0,500720,171134540.0,238.21,,0.0,0
2025-06-26,01150,米蘭站,0.164,12.33,687820,173337611.0,15.41,,0.0,0
2025-06-26,02263,富石金融,0.191,-4.5,1132500,191000000.0,13.28,,0.0,0
2025-06-26,01073,大禹金融,0.115,-8.0,792450,262045944.0,21.3,,0.0,0
2025-06-26,01895,鑫苑服務,0.445,-2.2,2437410,263901688.0,25.61,,0.0,0
2025-06-26,06882,東瀛遊,0.575,3.6,3453300,288908750.0,25.83,,0.0,0
2025-06-26,02699,新明中國,11.171,19.02,2420050,293805209.0,17.83,,0.0,0
2025-06-26,01822,中木國際,0.16,15.94,961930,315807578.0,19.84,,0.0,0
2025-06-26,06866,佐力科創,0.281,1.81,581210,331580000.0,48.18,,0.0,0
2025-06-26,01856,依波路,0.96,-3.03,4320260,345847212.0,46.29,,0.0,0
2025-06-26,06118,奧星生命科技,0.7,1.45,2584140,358807400.0,17.18,,0.0,0
2025-06-26,00227,第一上海,0.39,9.86,44228130,854365163.0,13.78,,0.0,0
2025-06-26,03329,交銀國際,0.325,-2.99,8491240,888677400.0,11.34,,0.0,0
2025-06-26,01278,中國新城鎮,0.099,17.86,1389320,962898395.0,11.75,,0.0,0
2025-06-27,08475,易站綠色科技,0.071,-43.2,1139395,4839360.0,19.16,,0.0,0
2025-06-27,08320,沛然環保,0.095,-9.52,1665360,69653050.0,3589.14,,0.0,0
2025-06-27,02682,潤利海事,0.108,20.0,3383980,108000000.0,109.52,,0.0,0
2025-06-27,00185,正商實業,0.075,0.0,667980,143504000.0,33.31,,0.0,0
2025-06-27,08267,藍港互動,0.39,18.18,5513500,144102256.0,12.98,,0.0,0
2025-06-27,01792,CMON,0.756,4.85,796460,187246080.0,27.35,,0.0,0
2025-06-27,02031,澳至尊,0.36,4.35,652950,274320000.0,12.6,,0.0,0
2025-06-27,01961,多牛科技,0.38,-2.56,1230740,279034446.0,30.36,,0.0,0
2025-06-27,01636,中國金屬利用,0.78,122.86,2111550,349561466.0,42.14,,0.0,0
2025-06-27,03389,亨得利,0.128,21.9,1699510,563714427.0,53.2,,0.0,0
2025-06-27,02530,紐曼思,0.635,4.96,4520560,635000000.0,62.18,,0.0,0
2025-06-27,00184,激成投資,2.14,1.42,533230,728028000.0,12.54,,0.0,0
2025-06-27,00237,安全貨倉,1.92,6.08,1980640,777600000.0,30.14,,0.0,0
2025-06-27,01846,德視佳,2.756,-3.5,1581540,883865736.0,12.99,,0.0,0
2025-06-27,01082,源宇宙教育,1.52,-1.3,1015440,924231258.0,34.42,,0.0,0
2025-06-30,08226,樹熊金融集團,0.189,26.85,6818010,78908254.0,19.36,,0.0,0
2025-06-30,01695,椰豐集團,0.09,-3.23,648400,97200000.0,11.29,,0.0,0
2025-06-30,01132,橙天嘉禾,0.049,16.67,3160490,137183783.0,257.37,,0.0,0
2025-06-30,01473,環聯連訊,0.145,4.32,811470,171453987.0,23.95,,0.0,0
2025-06-30,08509,威揚酒業控股,0.53,6.0,1112700,212000000.0,17.54,,0.0,0
2025-06-30,00630,雋泰控股,0.27,65.64,1099740,261238984.0,16.54,,0.0,0
2025-06-30,01643,現代中藥集團,0.38,5.56,611790,273600000.0,12.14,,0.0,0
2025-06-30,00328,ALCO HOLDINGS,1.122,2.19,2863470,321331992.0,16.68,,0.0,0
2025-06-30,00927,富士高實業,0.63,14.55,768600,321933150.0,65.26,,0.0,0
2025-06-30,01489,GC CONSTRUCTION,0.325,0.0,1476400,325000000.0,11.55,,0.0,0
2025-06-30,06913,華南職業教育,0.26,0.0,866430,346840000.0,15.16,,0.0,0
2025-06-30,00413,南華集團控股,0.031,0.0,3268110,409860367.0,240.34,,0.0,0
2025-06-30,00789,雅天妮集團,1.55,-1.59,778300,410430119.0,14.04,,0.0,0
2025-06-30,00582,神話世界,0.134,8.94,578600,489298506.0,25.71,,0.0,0
2025-06-30,00496,卡森國際,0.36,10.77,559650,661154887.0,15.28,,0.0,0
2025-06-30,02540,樂思集團,1.31,0.77,7259400,786000000.0,11.2,,0.0,0
2025-06-30,01483,網譽科技,1.2,14.29,630900,983340000.0,63.09,,0.0,0
2025-07-02,01621,域高國際控股,0.087,7.41,565400,87000000.0,21.97,,0.0,0
2025-07-02,02266,黎氏企業,0.29,-6.45,550530,116000000.0,13.56,,0.0,0
2025-07-02,08143,金威醫療,0.119,-10.53,728560,160978437.0,26.63,,0.0,0
2025-07-02,00893,中國鐵鈦,0.075,20.97,1827640,168676156.0,34.82,,0.0,0
2025-07-02,00953,邵氏兄弟控股,0.155,29.17,9640770,220039550.0,99.15,,0.0,0
2025-07-02,00757,陽光能源,0.081,15.71,1332400,269225462.0,18.33,,0.0,0
2025-07-02,00114,興利集團,0.49,2.08,688600,296200474.0,13.9,,0.0,0
2025-07-02,01643,現代中藥集團,0.43,13.16,1419600,309600000.0,13.14,,0.0,0
2025-07-02,01795,亞東集團,0.69,23.21,4178760,414000000.0,73.91,,0.0,0
2025-07-02,00320,金寶通,0.536,28.85,1182240,451601440.0,134.53,,0.0,0
2025-07-02,02530,紐曼思,0.655,0.0,5694640,655000000.0,11.15,,0.0,0
2025-07-02,03300,中國玻璃,0.365,15.87,1799030,670219664.0,10.51,,0.0,0
2025-07-02,01346,利華控股集團,1.14,-4.2,62236600,728574000.0,67.26,,0.0,0
2025-07-02,06136,康達環保,0.365,10.61,1922720,842058102.0,19.66,,0.0,0
2025-07-02,00399,星太鏈集團,0.26,26.21,36698360,852048061.0,118.38,,0.0,0
2025-07-03,08092,ITE HOLDINGS,0.045,40.62,579740,41647860.0,27.97,,0.0,0
2025-07-03,00657,環科國際,0.028,27.27,1489980,54496795.0,181.17,,0.0,0
2025-07-03,00518,同得仕(集團),0.199,-2.93,680300,89762444.0,201.81,,0.0,0
2025-07-03,00712,卡姆丹克太陽能,0.098,13.95,2312060,103872494.0,35.41,,0.0,0
2025-07-03,01165,順風清潔能源,0.021,31.25,1254900,106729885.0,17.76,,0.0,0
2025-07-03,01671,天保能源,0.81,6.58,1889200,129535935.0,27.81,,0.0,0
2025-07-03,08143,金威醫療,0.144,21.01,1805430,194797436.0,18.28,,0.0,0
2025-07-03,01001,滬港聯合,0.315,-1.56,601100,200500119.0,17.14,,0.0,0
2025-07-03,02455,潤華服務,0.68,15.25,2127820,204000000.0,186.98,,0.0,0
2025-07-03,01631,REF HOLDINGS,0.67,34.0,1155000,205824000.0,72.37,,0.0,0
2025-07-03,08087,中國三三集團,0.342,32.56,2193610,221616000.0,12.25,,0.0,0
2025-07-03,01795,亞東集團,0.6,-13.04,5906190,360000000.0,12.5,,0.0,0
2025-07-03,00970,新耀萊,0.55,-14.06,1016510,371449194.0,29.32,,0.0,0
2025-07-03,08269,倍升教育科技,0.435,74.7,10062380,387464418.0,17.17,,0.0,0
2025-07-03,00320,金寶通,0.546,1.87,2523340,460026840.0,20.11,,0.0,0
2025-07-03,02205,康橋悅生活,0.68,0.0,20189880,476000000.0,37113.75,,0.0,0
2025-07-03,08328,信義儲電,0.74,12.12,569900,581294885.0,13.51,,0.0,0
2025-07-03,01282,中澤豐,0.136,17.24,2851600,680000000.0,27.05,,0.0,0
2025-07-03,00184,激成投資,2.13,-2.29,1333760,724626000.0,11.16,,0.0,0
2025-07-04,08092,ITE HOLDINGS,0.05,11.11,2240480,46275400.0,30.08,,0.0,0
2025-07-04,01740,新石文化,0.055,-15.38,515100,57062500.0,65.53,,0.0,0
2025-07-04,01949,佰達國際控股,0.35,-1.41,940630,80640000.0,19.61,,0.0,0
2025-07-04,01991,大洋集團,0.75,19.05,2019630,129005025.0,14.79,,0.0,0
2025-07-04,03368,百盛集團,0.07,0.0,2496690,184417258.0,15.69,,0.0,0
2025-07-04,01945,清科控股,1.05,-12.5,6319600,308731920.0,30.84,,0.0,0
2025-07-04,00583,長城環亞控股,0.23,-0.86,541580,360581487.0,11.87,,0.0,0
2025-07-04,02377,博奇環保,0.786,-2.48,1903800,671922066.0,87.42,,0.0,0
2025-07-04,02257,聖諾醫藥-B,6.27,21.28,22592300,703225255.0,12.65,,0.0,0
2025-07-04,01082,源宇宙教育,1.5,0.0,13267560,912070320.0,62.33,,0.0,0
2025-07-07,08018,匯財金融投資,0.038,26.67,1005670,19160852.0,27.85,,0.0,0
2025-07-07,01722,建鵬控股,0.079,49.06,4439300,86900000.0,102.12,,0.0,0
2025-07-07,01421,恆昌集團國際,0.5,5.26,6256000,100097600.0,14.63,,0.0,0
2025-07-07,00515,中華銀科技,0.37,37.04,6139570,105660017.0,14.46,,0.0,0
2025-07-07,01025,嘉藝控股,0.248,5.53,10892940,110947125.0,39.13,,0.0,0
2025-07-07,08450,鉅京控股,0.129,10.26,714040,129000000.0,15.21,,0.0,0
2025-07-07,01222,宏安集團,0.024,4.35,1454010,324928727.0,14.34,,0.0,0
2025-07-07,00673,中國衛生集團,0.273,7.48,1459500,378688726.0,14.06,,0.0,0
2025-07-07,01290,中國匯融,0.67,-2.9,2623120,730524450.0,5907.93,,0.0,0
2025-07-08,08340,紫荊國際金融,0.315,1.61,515450,25196850.0,34.53,,0.0,0
2025-07-08,00899,中加國信,0.311,-4.89,4910130,138444451.0,66.32,,0.0,0
2025-07-08,08450,鉅京控股,0.145,12.4,1329270,145000000.0,11.31,,0.0,0
2025-07-08,06663,國際永勝集團,0.317,12.41,1074300,253600000.0,40.79,,0.0,0
2025-07-08,00620,大唐西市,0.39,56.0,659800,312399840.0,143.75,,0.0,0
2025-07-08,01022,飛魚科技,0.237,5.8,2373960,414617769.0,25.89,,0.0,0
2025-07-08,01046,寰宇娛樂文化,0.52,55.22,1635310,471448784.0,81.72,,0.0,0
2025-07-08,00610,惠記集團,0.66,-1.49,789260,523461862.0,13.23,,0.0,0
2025-07-08,01233,時代中國控股,0.198,3.12,711940,593226369.0,11.55,,0.0,0
2025-07-09,00736,中國置業投資,0.189,-1.05,567400,60593326.0,16.8,,0.0,0
2025-07-09,00243,品質國際,0.192,3.78,534130,66526182.0,18.4,,0.0,0
2025-07-09,01253,綠博生態,0.15,0.0,613820,90617472.0,16.51,,0.0,0
2025-07-09,00510,時富金融服務集團,0.465,25.68,5020820,200496272.0,22.09,,0.0,0
2025-07-09,00994,中天宏信,0.265,72.08,13650500,342116590.0,391.58,,0.0,0
2025-07-09,00620,大唐西市,0.5,28.21,1966290,400512615.0,27.86,,0.0,0
2025-07-09,08645,比特元宇宙,0.58,1.75,1513700,438772320.0,15.83,,0.0,0
2025-07-09,01909,火岩控股,2.213,11.77,2011610,537362964.0,16.06,,0.0,0
2025-07-09,01183,澳能建設,0.168,50.0,1354220,668760824.0,17.53,,0.0,0
2025-07-09,00419,弘毅文化集團,0.39,8.33,5672730,685290216.0,11.07,,0.0,0
2025-07-09,06898,中國鋁罐,0.797,1.27,4039680,750296597.0,22.75,,0.0,0
2025-07-09,00488,麗新發展,0.66,22.22,758150,959197028.0,32.87,,0.0,0
2025-07-10,01160,金石資本集團,0.147,9.7,546000,34878874.0,407.46,,0.0,0
2025-07-10,08245,烽翼集團,0.22,8.91,2803180,45500680.0,1165.08,,0.0,0
2025-07-10,00601,稀鎂科技,0.09,12.5,790780,53333559.0,19.19,,0.0,0
2025-07-10,08537,創輝珠寶,0.164,-0.61,608080,59040000.0,62.43,,0.0,0
2025-07-10,01718,宏基集團控股,0.224,5.66,1157580,68122880.0,14.81,,0.0,0
2025-07-10,01315,綠色經濟,0.147,12.21,928920,91415819.0,102.09,,0.0,0
2025-07-10,01661,中國前沿科技集團,0.65,3.17,786180,123691230.0,30.44,,0.0,0
2025-07-10,06968,港龍中國地產,0.085,0.0,756060,137852915.0,11.59,,0.0,0
2025-07-10,01967,信懇智能,0.465,17.72,878800,139500000.0,17.82,,0.0,0
2025-07-10,00833,華訊,0.39,-7.14,1133960,184492690.0,11.43,,0.0,0
2025-07-10,06158,正榮地產,0.046,12.2,837220,200916776.0,13.81,,0.0,0
2025-07-10,00476,科軒動力控股,0.59,43.9,4616450,209832974.0,62.86,,0.0,0
2025-07-10,00532,王氏港建,0.3,17.65,584550,218969389.0,23.01,,0.0,0
2025-07-10,01080,勝利管道,0.06,42.86,3154600,232461936.0,23.23,,0.0,0
2025-07-10,08481,盛龍錦秀國際,0.6,-1.64,13240300,243102000.0,280.34,,0.0,0
2025-07-10,02349,中國智能基礎設施,0.079,41.07,757190,247134005.0,79.33,,0.0,0
2025-07-10,01777,花樣年控股(新),0.075,11.94,1138280,272127548.0,33.47,,0.0,0
2025-07-10,01062,國開國際投資,0.118,20.41,619500,342461412.0,19.95,,0.0,0
2025-07-10,00583,長城環亞控股,0.24,6.67,2284490,376258943.0,15.91,,0.0,0
2025-07-10,03301,融信中國,0.233,12.56,4205810,392239520.0,17.05,,0.0,0
2025-07-10,00149,中國農產品交易,0.041,2.5,2281650,408075781.0,51.33,,0.0,0
2025-07-10,02376,魯商服務,3.166,48.22,3718660,422154440.0,70.96,,0.0,0
2025-07-10,01966,中駿集團控股,0.117,0.0,1130180,494089377.0,12.0,,0.0,0
2025-07-10,00090,普星能量,1.326,162.06,53333100,608103600.0,614.75,,0.0,0
2025-07-10,01233,時代中國控股,0.21,7.69,1737270,629179483.0,15.15,,0.0,0
2025-07-10,00337,綠地香港,0.255,18.6,7131890,711930594.0,10.5,,0.0,0
2025-07-10,01141,民銀資本,0.69,48.39,8196840,756908398.0,17.64,,0.0,0
2025-07-10,06898,中國鋁罐,0.877,10.04,26033940,825608677.0,45.23,,0.0,0
2025-07-10,01183,澳能建設,0.208,23.81,7688920,827989591.0,39.32,,0.0,0
2025-07-11,01862,景瑞控股,0.011,10.0,660590,16926945.0,23.95,,0.0,0
2025-07-11,01803,北京體育文化-新,0.115,0.0,4546930,19430618.0,848.31,,0.0,0
2025-07-11,00243,品質國際,0.3,53.85,5565700,103947160.0,62.1,,0.0,0
2025-07-11,01049,時富投資,1.38,25.45,1443210,111363490.0,22.47,,0.0,0
2025-07-11,00619,南華金融,0.45,100.89,10046700,135574682.0,1018.32,,0.0,0
2025-07-11,00718,太和控股,0.038,-9.52,517290,199500754.0,17.16,,0.0,0
2025-07-11,08350,立橋證券控股,0.23,47.44,2261200,218514720.0,22.6,,0.0,0
2025-07-11,02263,富石金融,0.28,50.54,3155500,280000000.0,23.49,,0.0,0
2025-07-11,00476,科軒動力控股,1.0,69.49,24747270,355649109.0,47.25,,0.0,0
2025-07-11,01141,民銀資本,0.74,7.25,15054080,811756833.0,13.26,,0.0,0
2025-07-11,00212,南洋集團,24.2,0.0,1508800,822019260.0,27.25,,0.0,0
2025-07-11,00381,權識國際,0.62,26.53,11542050,824863206.0,28.02,,0.0,0
2025-07-14,00339,全球數字控股,0.168,46.09,2778660,72576000.0,16.85,,0.0,0
2025-07-14,01561,聯洋智能控股,0.076,-12.64,871720,80974512.0,26.65,,0.0,0
2025-07-14,08120,國農金融投資,0.53,6.0,1980480,86192183.0,12.54,,0.0,0
2025-07-14,02178,百勤油服,0.076,18.75,2491420,131227276.0,11.26,,0.0,0
2025-07-14,08471,新達控股,1.88,-12.96,2390710,138292800.0,23.35,,0.0,0
2025-07-14,01647,雄岸科技,0.135,35.0,25092400,161330400.0,18.19,,0.0,0
2025-07-14,01555,MI能源,0.05,35.14,4916550,169326276.0,10.9,,0.0,0
2025-07-14,02159,麥迪衛康,0.59,-13.24,9369000,198523200.0,14.07,,0.0,0
2025-07-14,03639,億達中國,0.095,53.23,1510700,245477150.0,89.66,,0.0,0
2025-07-14,02738,華津國際控股,0.425,32.81,1631570,255000000.0,12.34,,0.0,0
2025-07-14,01938,珠江鋼管,0.335,38.43,2932150,338732570.0,36.83,,0.0,0
2025-07-14,00943,中證國際,0.192,-4.0,888030,395635436.0,71.84,,0.0,0
2025-07-14,01036,萬科海外,1.4,3.7,1054180,545339105.0,32.98,,0.0,0
2025-07-14,01373,國際家居零售,0.845,-3.43,5253110,602698785.0,10.42,,0.0,0
2025-07-14,01520,天機控股,0.6,-4.76,33325740,629362988.0,12.84,,0.0,0
2025-07-14,06677,遠洋服務,0.658,11.9,4857480,779072000.0,22.0,,0.0,0
2025-07-15,08112,基石金融,0.134,8.94,1495060,30742072.0,49.65,,0.0,0
2025-07-15,01253,綠博生態,0.16,0.0,1383740,96658637.0,14.65,,0.0,0
2025-07-15,08117,中國基礎能源,0.1,61.29,2171630,102398744.0,31.09,,0.0,0
2025-07-15,08239,首都金融控股,1.13,24.18,1005050,110478926.0,15.04,,0.0,0
2025-07-15,01917,豆盟科技,0.053,-19.7,526500,121900000.0,14.3,,0.0,0
2025-07-15,01949,佰達國際控股,0.535,33.75,2360940,123264000.0,11.05,,0.0,0
2025-07-15,08283,中食民安,0.442,7.02,1944490,152755200.0,15.04,,0.0,0
2025-07-15,00234,新世紀集團,0.033,10.0,544820,190752167.0,30.67,,0.0,0
2025-07-15,00804,鼎石資本,2.876,15.78,7339450,197868837.0,88.87,,0.0,0
2025-07-15,00474,信銘生命科技,0.025,-28.57,1663060,221453170.0,59.01,,0.0,0
2025-07-15,01527,天潔環境,2.19,36.87,6523830,295650000.0,105.16,,0.0,0
2025-07-15,01861,保寶龍科技,1.34,-12.42,1954360,313449115.0,20.85,,0.0,0
2025-07-16,01802,文業集團,0.037,-36.21,1450000,30769200.0,26.78,,0.0,0
2025-07-16,08416,HM INTL HLDGS,0.11,18.28,1083070,46355650.0,38.73,,0.0,0
2025-07-16,00559,德泰新能源集團,0.169,3.05,2774040,88418162.0,43.36,,0.0,0
2025-07-16,00871,中國疏浚環保,0.072,0.0,721820,108279468.0,12.94,,0.0,0
2025-07-16,00261,GBA集團,0.34,1.49,827270,112662971.0,10.63,,0.0,0
2025-07-16,08239,首都金融控股,1.59,40.71,4805040,155452648.0,29.28,,0.0,0
2025-07-16,06933,新娛科控股,0.42,68.0,4612500,179761183.0,86.34,,0.0,0
2025-07-16,02699,新明中國,10.707,6.76,1493140,281601681.0,30.88,,0.0,0
2025-07-16,01073,大禹金融,0.137,13.22,547240,312176472.0,30.52,,0.0,0
2025-07-16,01298,雲能國際,1.23,75.71,639470,338787510.0,157.5,,0.0,0
2025-07-16,06063,智中國際,0.2,30.72,1337790,400000000.0,246.23,,0.0,0
2025-07-16,02146,榮萬家,1.28,0.0,1518720,481280000.0,24.79,,0.0,0
2025-07-16,01851,銀杏教育,1.4,0.0,29695700,700000000.0,1765.5,,0.0,0
2025-07-16,08087,中國三三集團,1.178,72.73,24757060,763344000.0,14.81,,0.0,0
2025-07-16,02481,雙良睿能,2.896,-2.03,5474110,873433600.0,25.68,,0.0,0
2025-07-17,01010,天璽曜11,0.098,5.38,1787000,43540829.0,13.28,,0.0,0
2025-07-17,00197,亨泰,0.238,20.2,515070,49792088.0,10.83,,0.0,0
2025-07-17,01718,宏基集團控股,0.25,10.62,3588560,76030000.0,12.35,,0.0,0
2025-07-17,08120,國農金融投資,0.5,-1.96,4420030,81313380.0,15.03,,0.0,0
2025-07-17,00559,德泰新能源集團,0.236,39.64,6446320,123471516.0,18.97,,0.0,0
2025-07-17,01949,佰達國際控股,0.68,28.3,7570730,156672000.0,10.47,,0.0,0
2025-07-17,08326,同景新能源,0.156,0.0,1156600,191412000.0,17.92,,0.0,0
2025-07-17,01961,多牛科技,0.32,-13.51,1914370,234976376.0,62.85,,0.0,0
2025-07-17,01407,交運燃氣,0.539,35.09,11477460,237160000.0,105.36,,0.0,0
2025-07-17,01895,鑫苑服務,0.452,-6.22,4670340,268052950.0,31.79,,0.0,0
2025-07-17,08267,藍港互動,0.75,20.97,24227400,277119723.0,10.48,,0.0,0
2025-07-17,01460,揚科集團,0.325,16.07,846290,285216851.0,23.35,,0.0,0
2025-07-17,01753,兌吧,0.27,33.0,3353240,290742264.0,22.26,,0.0,0
2025-07-17,00365,芯成科技,0.243,-4.71,702470,353565000.0,16.0,,0.0,0
2025-07-17,02393,巨星醫療控股,0.153,33.04,4603490,356733270.0,11.02,,0.0,0
2025-07-17,01856,依波路,1.23,0.82,15469900,443116740.0,16.63,,0.0,0
2025-07-17,01622,力高集團,0.135,4.65,2703190,479467258.0,110.85,,0.0,0
2025-07-17,02197,三葉草生物-B,0.48,35.21,16118600,623328327.0,17.01,,0.0,0
2025-07-17,01780,榮尊國際控股,1.11,-2.63,6477600,688200000.0,137.85,,0.0,0
2025-07-17,01660,七元投資,0.15,7.91,1362330,929250000.0,55.55,,0.0,0
2025-07-17,01628,禹洲集團,0.41,-10.87,4069850,3786296682.0,25.45,,0.0,0
2025-07-18,01862,景瑞控股,0.018,38.46,3104970,27698638.0,15.31,,0.0,0
2025-07-18,02608,陽光100中國,0.012,0.0,764100,30609738.0,12.84,,0.0,0
2025-07-18,01237,中科生物,0.67,34.0,663670,64344824.0,13.92,,0.0,0
2025-07-18,02358,久融控股,0.012,20.0,1655040,65664000.0,132.09,,0.0,0
2025-07-18,00197,亨泰,0.315,32.35,1308220,65901293.0,13.22,,0.0,0
2025-07-18,03938,LFG投資控股,0.198,19.28,1265830,97113139.0,75.23,,0.0,0
2025-07-18,01059,看通集團,0.38,0.0,825750,142512732.0,32.51,,0.0,0
2025-07-18,01549,永豐集團控股,0.098,16.67,589100,151900000.0,39.46,,0.0,0
2025-07-18,01079,松景科技,0.101,48.53,3234260,216145313.0,35.71,,0.0,0
2025-07-18,08123,華億金控,0.659,10.02,850750,227123231.0,1629.79,,0.0,0
2025-07-18,01822,中木國際,0.135,1.5,1177530,266462644.0,61.15,,0.0,0
2025-07-18,02699,新明中國,12.707,6.59,2946460,334203097.0,14.15,,0.0,0
2025-07-18,06118,奧星生命科技,0.71,4.41,1999500,363933220.0,11.45,,0.0,0
2025-07-18,00969,華聯國際,0.168,54.13,1671730,368118240.0,102.58,,0.0,0
2025-07-18,06860,指尖悅動,0.238,17.82,5338200,456504944.0,12.73,,0.0,0
2025-07-18,02146,榮萬家,1.28,1.59,3560700,481280000.0,10.67,,0.0,0
2025-07-18,00334,華顯光電,0.315,16.67,3554480,666006998.0,18.11,,0.0,0
2025-07-18,01980,天鴿互動,0.64,-1.54,5901760,707838824.0,22.02,,0.0,0
2025-07-18,00159,布萊克萬礦業,0.089,-1.11,909600,825940660.0,44.76,,0.0,0
2025-07-21,08007,環球戰略集團,0.237,-3.66,4677380,53637231.0,19.56,,0.0,0
2025-07-21,08160,GOLDWAY EDU,0.395,-4.82,4310280,84842816.0,70.04,,0.0,0
2025-07-21,00104,冠亞商業,0.204,-6.42,1857670,152413137.0,55.08,,0.0,0
2025-07-21,01732,象興科技,0.125,0.81,3203400,160000000.0,16.38,,0.0,0
2025-07-21,01215,開源控股,0.016,14.29,625660,204462077.0,53.56,,0.0,0
2025-07-21,00380,中國管業,0.178,14.84,1703830,237143348.0,17.83,,0.0,0
2025-07-21,01936,利特米,0.57,1.79,1189260,266054340.0,104.38,,0.0,0
2025-07-21,01822,中木國際,0.136,0.74,1524770,268436441.0,12.01,,0.0,0
2025-07-21,00875,從玉智農,0.405,47.27,12868900,283113861.0,14.81,,0.0,0
2025-07-21,00042,東北電氣,0.345,40.82,9693200,301312650.0,187.89,,0.0,0
2025-07-21,01079,松景科技,0.147,45.54,4779980,314587733.0,13.01,,0.0,0
2025-07-21,06188,迪信通,0.405,132.76,11021100,359016462.0,197.65,,0.0,0
2025-07-21,00858,精優藥業,0.13,47.73,23654230,377000000.0,53.8,,0.0,0
2025-07-21,01202,四威科技,0.949,7.96,1953480,379600000.0,13.79,,0.0,0
2025-07-21,01795,亞東集團,0.65,1.56,1086600,390000000.0,10.3,,0.0,0
2025-07-21,00202,潤中國際控股,0.055,-1.79,700880,401190315.0,19.41,,0.0,0
2025-07-21,02297,潤邁德-B,0.345,56.82,3506300,483468786.0,13.43,,0.0,0
2025-07-21,01084,綠新生物科技,0.698,0.0,4900160,610135760.0,153.43,,0.0,0
2025-07-21,02521,升輝清潔,0.32,3.23,2078700,623915200.0,10.42,,0.0,0
2025-07-21,00611,中國核能科技,0.46,10.84,10557490,851936993.0,11.0,,0.0,0
2025-07-22,03321,中科集團控股,0.59,1.72,1331130,45825064.0,16.05,,0.0,0
2025-07-22,00602,佳華百貨控股,0.048,26.32,1925160,49800000.0,719.96,,0.0,0
2025-07-22,08096,賞之味股權,0.113,0.0,704900,54381250.0,165.2,,0.0,0
2025-07-22,02433,中天湖南集團,0.116,-41.41,58152600,66816000.0,30.12,,0.0,0
2025-07-22,00747,沈陽公用發展股份,0.061,15.09,1488890,89631936.0,30.5,,0.0,0
2025-07-22,00840,天業節水,0.216,20.0,1291860,112216657.0,91.06,,0.0,0
2025-07-22,00984,永旺,0.49,25.64,5214680,127400000.0,365.15,,0.0,0
2025-07-22,02336,碩奧國際,0.09,7.14,719130,163431969.0,439.57,,0.0,0
2025-07-22,00417,謝瑞麟,0.68,-15.0,617800,169443780.0,12.15,,0.0,0
2025-07-22,01305,偉志控股,0.82,5.13,3350440,177633320.0,479.59,,0.0,0
2025-07-22,01217,中國創新投資,0.014,27.27,4643960,179222101.0,24.67,,0.0,0
2025-07-22,01351,輝煌明天,0.315,-1.56,945000,189000000.0,31.35,,0.0,0
2025-07-22,00893,中國鐵鈦,0.101,31.17,7017190,227150556.0,48.5,,0.0,0
2025-07-22,00759,CEC國際,0.46,259.38,56304110,306447767.0,2388.6,,0.0,0
2025-07-22,00767,中基長壽科學,0.51,5.15,2760890,324693693.0,14.17,,0.0,0
2025-07-22,01393,恆鼎實業,0.071,7.58,822210,326973418.0,11.66,,0.0,0
2025-07-22,02545,中贛通信,0.52,25.3,13009700,332800000.0,31.36,,0.0,0
2025-07-22,00679,亞洲聯網科技,0.93,2.2,628850,352222062.0,12.82,,0.0,0
2025-07-22,01847,雲南建投混凝土,0.84,58.49,20904200,374868480.0,475.17,,0.0,0
2025-07-22,01265,天津津燃公用,0.227,13.5,707280,417522871.0,32.22,,0.0,0
2025-07-22,01795,亞東集團,0.79,21.54,5778480,474000000.0,27.03,,0.0,0
2025-07-22,06118,奧星生命科技,1.08,38.46,5846010,553588560.0,11.91,,0.0,0
2025-07-22,08368,中國創意控股,1.0,13.64,786500,692217719.0,17.75,,0.0,0
2025-07-22,02289,創美藥業,6.497,-3.13,2247660,701676000.0,531.36,,0.0,0
2025-07-22,06136,康達環保,0.365,8.96,11868750,842058102.0,12.5,,0.0,0
2025-07-23,00428,中國天弓控股,0.26,17.65,6597640,40107142.0,29.51,,0.0,0
2025-07-23,00061,綠領控股,0.432,10.2,3158930,56836124.0,26.69,,0.0,0
2025-07-23,00645,安域亞洲,0.174,89.13,4506260,89292520.0,66.79,,0.0,0
2025-07-23,01069,中國健康科技集團,0.315,12.5,1437690,97263388.0,11.7,,0.0,0
2025-07-23,00269,中國資源交通,0.011,0.0,2327830,117085025.0,15.6,,0.0,0
2025-07-23,00814,北京京客隆,0.295,-1.67,521420,121604900.0,10.14,,0.0,0
