code5,name,scan_date,appearance_seq,days_since_first,entry_close,entry_intraday,entry_intraday_note,price_missing,days_available,ret_t5,ret_t10,ret_t20,ret_t60,max_ret_20,min_ret_20,ret_t5_est,ret_t10_est,ret_t20_est,ret_t60_est,max_ret_20_est,min_ret_20_est,has_capital_action,fu_go,fu_rights,fu_placing,fu_consolidation,fu_cb,first_action_type,first_action_days
00417,謝瑞麟,2025-07-22,1,0,0.68,0.68,eod_proxy,0,279,0.0,-2.9412,69.1176,83.8235,69.1176,-5.8824,0,0,0,0,0,0,0,0,0,0,0,0,,
00419,弘毅文化集團,2025-07-09,1,0,0.39,0.39,eod_proxy,0,288,-5.1282,-2.5641,76.9231,43.5897,125.641,-10.2564,0,0,0,0,0,0,1,0,0,1,1,0,CONSOLIDATION,117
00420,福田實業,2025-08-04,1,0,0.573,0.573,eod_proxy,0,270,3.4904,8.726,8.726,5.2356,10.4712,1.7452,0,0,0,0,0,0,0,0,0,0,0,0,,
00422,越南制造加工出口,2025-10-22,1,0,0.3,0.3,eod_proxy,0,215,0.0,0.0,0.0,-11.6667,1.6667,-1.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00423,經濟日報集團,2025-08-06,1,0,0.77,0.77,eod_proxy,0,268,1.2987,1.2987,6.4935,2.5974,6.4935,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00426,萬華媒體,2025-11-12,1,0,0.141,0.141,eod_proxy,0,201,-21.9858,-21.2766,-21.9858,-45.3901,-13.4752,-29.7872,0,0,0,0,0,0,0,0,0,0,0,0,,
00428,中國天弓控股,2025-07-23,1,0,0.26,0.26,eod_proxy,0,278,9.6154,-6.5385,11.5385,-12.3077,25.0,-8.4615,0,0,0,0,0,0,0,0,0,0,0,0,,
00432,盈大地產,2025-10-31,1,0,0.198,0.198,eod_proxy,0,209,-1.0101,1.5152,0.5051,0.5051,2.0202,-1.5152,0,0,0,0,0,0,0,0,0,0,0,0,,
00433,北方礦業,2025-07-25,1,0,0.036,0.036,eod_proxy,0,276,33.3333,27.7778,108.3333,122.2222,108.3333,25.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00438,彩虹新能源,2025-09-08,1,0,3.0,3.0,eod_proxy,0,245,-9.0,-17.6667,-18.0,-30.6667,-5.3333,-22.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00442,域能控股,2025-08-13,1,0,0.85,0.85,eod_proxy,0,263,17.2941,7.8824,14.1176,-5.5294,23.5294,1.5294,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,91
00450,鴻興印刷集團,2025-11-25,1,0,0.85,0.85,eod_proxy,0,192,-1.1765,0.0,1.1765,0.0,1.1765,-1.1765,0,0,0,0,0,0,0,0,0,0,0,0,,
00456,新城市建設發展,2025-08-27,1,0,0.55,0.55,eod_proxy,0,253,-9.0909,-7.2727,-9.0909,-10.0,5.4545,-9.0909,0,0,0,0,0,0,0,0,0,0,0,0,,
00458,聯亞集團,2026-03-18,1,0,1.92,1.92,eod_proxy,0,117,-7.8125,-10.4167,-2.6042,-21.3542,0.0,-11.4583,0,0,0,0,0,0,0,0,0,0,0,0,,
00464,中國智能科技,2026-06-11,1,0,0.84,0.84,eod_proxy,0,61,8.3333,-5.9524,2.381,-13.6905,9.5238,-7.1429,0,0,0,0,0,0,0,0,0,0,0,0,,
00465,富通科技,2025-10-22,1,0,0.46,0.46,eod_proxy,0,215,13.0435,8.6957,23.913,45.6522,23.913,-7.6087,0,0,0,0,0,0,0,0,0,0,0,0,,
00471,中播數據,2025-10-06,1,0,0.679,0.679,eod_proxy,0,225,4.7128,-27.9823,-27.9823,-23.5641,4.7128,-27.9823,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,44
00472,新絲路控股集團,2025-10-28,1,0,0.185,0.185,eod_proxy,0,211,116.2162,81.0811,62.1622,86.4865,116.2162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00474,信銘生命科技,2025-07-15,1,0,0.025,0.025,eod_proxy,0,253,-16.0,-20.0,-20.0,192.0,-16.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00476,科軒動力控股,2025-07-10,1,0,0.59,0.59,eod_proxy,0,287,15.2542,20.339,15.2542,83.0508,69.4915,11.8644,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,123
00482,聖馬丁國際,2026-04-14,1,0,0.78,0.78,eod_proxy,0,101,2.5641,0.0,-6.4103,-21.7949,8.9744,-20.5128,0,0,0,0,0,0,0,0,0,0,0,0,,
00484,雲遊控股,2026-03-13,1,0,0.92,0.92,eod_proxy,0,120,-5.4348,-11.9565,-18.4783,-22.8261,0.0,-18.4783,0,0,0,0,0,0,0,0,0,0,0,0,,
00487,實德環球,2025-08-26,1,0,0.138,0.138,eod_proxy,0,254,-4.3478,-5.0725,-2.8986,-57.2464,0.0,-8.6957,0,0,0,0,0,0,0,0,0,0,0,0,,
00488,麗新發展,2025-07-09,1,0,0.66,0.66,eod_proxy,0,288,3.0303,3.0303,6.0606,-6.0606,12.1212,3.0303,0,0,0,0,0,0,0,0,0,0,0,0,,
00491,英皇文化產業,2025-09-16,1,0,0.043,0.043,eod_proxy,0,239,-9.3023,-13.9535,-9.3023,-18.6047,-4.6512,-18.6047,0,0,0,0,0,0,0,0,0,0,0,0,,
00496,卡森國際,2025-06-30,1,0,0.36,0.36,eod_proxy,0,294,11.1111,13.8889,11.1111,16.6667,15.2778,-11.1111,0,0,0,0,0,0,0,0,0,0,0,0,,
00498,藍河控股,2025-08-11,1,0,0.221,0.221,eod_proxy,0,179,-24.8869,-26.2443,-33.0317,-16.2896,-10.4072,-33.9367,0,0,0,0,0,0,0,0,0,0,0,0,,
00499,青島控股,2026-04-24,1,0,0.206,0.206,eod_proxy,0,93,-4.8544,-2.4272,-10.1942,-8.2524,6.3107,-10.1942,0,0,0,0,0,0,0,0,0,0,0,0,,
00500,先豐服務集團,2025-07-25,1,0,0.11,0.11,eod_proxy,0,276,-10.9091,-13.6364,-16.3636,-21.8182,0.9091,-18.1818,0,0,0,0,0,0,0,0,0,0,0,0,,
00505,興業合金,2026-08-28,1,0,1.02,1.02,eod_proxy,0,7,-2.451,,,,1.9608,-3.9216,0,0,0,0,0,0,0,0,0,0,0,0,,
00508,鼎億集團投資,2026-01-19,1,0,0.475,0.475,eod_proxy,0,156,47.3684,43.1579,43.1579,26.3158,53.6842,2.1053,0,0,0,0,0,0,0,0,0,0,0,0,,
00510,時富金融服務集團,2025-06-26,1,0,0.295,0.295,eod_proxy,0,296,-5.0847,54.2373,35.5932,69.4915,57.6271,-5.0847,0,0,0,0,0,0,0,0,0,0,0,0,,
00515,中華銀科技,2025-07-07,1,0,0.37,0.37,eod_proxy,0,61,9.4595,12.1622,16.2162,-51.8919,54.0541,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00518,同得仕(集團),2025-07-03,1,0,0.199,0.199,eod_proxy,0,292,7.5377,3.0151,0.0,9.5477,7.5377,-0.5025,0,0,0,0,0,0,0,0,0,0,0,0,,
00519,諾科達科技,2025-08-26,1,0,0.127,0.127,eod_proxy,0,254,-11.811,-7.0866,78.7402,83.4646,78.7402,-13.3858,0,0,0,0,0,0,0,0,0,0,0,0,,
00520,呷哺呷哺,2026-05-19,1,0,0.38,0.38,eod_proxy,0,77,-5.2632,-6.5789,-19.7368,-26.3158,7.8947,-21.0526,0,0,0,0,0,0,0,0,0,0,0,0,,
00524,長城天下,2025-09-11,1,0,0.355,0.355,eod_proxy,0,242,5.6338,-2.8169,-7.0423,-18.3099,5.6338,-14.0845,0,0,0,0,0,0,0,0,0,0,0,0,,
00526,利時集團控股,2025-11-17,1,0,0.097,0.097,eod_proxy,0,198,-5.1546,-10.3093,-11.3402,-10.3093,-1.0309,-15.4639,0,0,0,0,0,0,0,0,0,0,0,0,,
00527,瑞風綠能智算,2025-08-21,1,0,0.405,0.405,eod_proxy,0,257,7.4074,55.5556,48.1481,82.716,87.6543,3.7037,0,0,0,0,0,0,0,0,0,0,0,0,,
00528,金達控股,2025-08-12,1,0,1.02,1.02,eod_proxy,0,264,7.8431,8.8235,7.8431,3.9216,9.8039,3.9216,0,0,0,0,0,0,0,0,0,0,0,0,,
00529,新龍國際,2025-08-27,1,0,2.335,2.335,eod_proxy,0,253,-26.1242,-25.2677,-17.5589,-15.4176,-8.9936,-28.2655,0,0,0,0,0,0,0,0,0,0,0,0,,
00532,王氏港建,2025-07-10,1,0,0.3,0.3,eod_proxy,0,287,-3.3333,-3.3333,1.6667,-1.6667,1.6667,-11.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00536,貿易通,2026-03-25,1,0,1.005,1.005,eod_proxy,0,112,4.9751,6.9652,5.9701,9.4527,7.9602,0.995,0,0,0,0,0,0,0,0,0,0,0,0,,
00538,味千(中國),2026-09-07,1,0,0.795,0.795,eod_proxy,0,1,,,,,0.6289,0.6289,0,0,0,0,0,0,0,0,0,0,0,0,,
00542,中國文旅農業,2025-09-01,1,0,0.385,0.385,eod_proxy,0,250,16.8831,42.8571,96.1039,123.3766,133.7662,3.8961,0,0,0,0,0,0,0,0,0,0,0,0,,
00544,大同集團,2025-07-24,1,0,1.26,1.26,eod_proxy,0,277,55.5556,34.127,12.6984,59.5238,98.4127,12.6984,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,99
00550,律齊文化,2026-01-21,1,0,0.248,0.248,eod_proxy,0,154,25.0,8.871,27.0161,258.871,49.1935,-0.8065,0,0,0,0,0,0,0,0,0,0,0,0,,
00554,漢思集團控股,2026-01-06,1,0,0.219,0.219,eod_proxy,0,165,0.4566,1.3699,3.653,-8.6758,5.4795,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00556,泛亞環保,2025-08-18,1,0,0.32,0.32,eod_proxy,0,260,-9.375,-3.125,-10.9375,-14.0625,3.125,-14.0625,0,0,0,0,0,0,0,0,0,0,0,0,,
00557,天元醫療,2026-03-04,1,0,0.62,0.62,eod_proxy,0,127,-3.2258,-17.7419,-23.3871,-22.5806,11.2903,-34.6774,0,0,0,0,0,0,0,0,0,0,0,0,,
00559,德泰新能源集團,2025-07-16,1,0,0.169,0.169,eod_proxy,0,180,32.5444,27.2189,17.1598,12.426,39.645,17.1598,0,0,0,0,0,0,0,0,0,0,0,0,,
00567,金安智能,2026-02-20,1,0,0.173,0.173,eod_proxy,0,135,-4.6243,-13.2948,44.5087,105.2023,44.5087,-16.763,0,0,0,0,0,0,0,0,0,0,0,0,,
00571,豐德麗控股,2025-10-23,1,0,0.047,0.047,eod_proxy,0,214,-4.2553,-2.1277,0.0,-2.1277,14.8936,-8.5106,0,0,0,0,0,0,0,0,0,0,0,0,,
00572,未來世界控股,2025-08-06,1,0,0.47,0.47,eod_proxy,0,268,1.0638,0.0,2.1277,8.5106,4.2553,-6.383,0,0,0,0,0,0,0,0,0,0,0,0,,
00573,稻香控股,2026-02-05,1,0,0.31,0.31,eod_proxy,0,143,11.2903,6.4516,-4.8387,-11.2903,24.1935,-4.8387,0,0,0,0,0,0,0,0,0,0,0,0,,
00574,百信國際,2025-07-28,1,0,0.05,0.05,eod_proxy,0,226,2.0,-14.0,-24.0,-16.0,4.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00575,勵晶太平洋,2025-12-03,1,0,1.07,1.07,eod_proxy,0,186,1.8692,-6.5421,-6.5421,-15.8879,8.4112,-8.4112,0,0,0,0,0,0,0,0,0,0,0,0,,
00582,神話世界,2025-06-30,1,0,0.134,0.134,eod_proxy,0,294,-8.209,-4.4776,-8.209,-8.9552,-4.4776,-13.4328,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,25
00583,長城環亞控股,2025-07-04,1,0,0.23,0.23,eod_proxy,0,291,0.8696,0.0,-2.1739,-4.3478,6.5217,-3.913,0,0,0,0,0,0,0,0,0,0,0,0,,
00585,意力國際(五百),2025-08-08,1,0,0.7,0.7,eod_proxy,0,266,58.5714,48.5714,27.1429,18.5714,64.2857,21.4286,0,0,0,0,0,0,0,0,0,0,0,0,,
00587,海螺環保,2026-07-16,1,0,0.285,0.285,eod_proxy,0,38,0.0,-3.5088,-5.2632,,1.7544,-7.0175,0,0,0,0,0,0,0,0,0,0,0,0,,
00591,中國高精密,2025-11-13,1,0,0.365,0.365,eod_proxy,0,200,-12.3288,-8.2192,-17.8082,0.0,-5.4795,-17.8082,0,0,0,0,0,0,0,0,0,0,0,0,,
00595,先思行,2025-10-08,1,0,0.44,0.44,eod_proxy,0,225,-7.9545,-6.8182,-9.0909,-9.0909,-1.1364,-9.0909,0,0,0,0,0,0,0,0,0,0,0,0,,
00601,稀鎂科技,2025-07-10,1,0,0.09,0.09,eod_proxy,0,287,-7.7778,-2.2222,-11.1111,-2.2222,4.4444,-15.5556,0,0,0,0,0,0,0,0,0,0,0,0,,
00602,佳華百貨控股,2025-07-22,1,0,0.048,0.048,eod_proxy,0,279,25.0,20.8333,39.5833,16.6667,66.6667,6.25,0,0,0,0,0,0,0,0,0,0,0,0,,
00605,中國金融投資管理,2026-01-06,1,0,0.95,0.95,eod_proxy,0,165,-2.1053,-3.1579,-10.5263,-20.0,1.0526,-10.5263,0,0,0,0,0,0,0,0,0,0,0,0,,
00606,中駿商管,2026-01-29,1,0,0.36,0.36,eod_proxy,0,148,-8.3333,-18.0556,-13.8889,-23.6111,-8.3333,-20.8333,0,0,0,0,0,0,0,0,0,0,0,0,,
00607,豐盛控股,2025-08-25,1,0,0.355,0.355,eod_proxy,0,255,,,,-50.9859,,,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,154
00608,達利國際,2026-04-01,1,0,1.095,1.095,eod_proxy,0,107,-7.3059,15.5251,10.0457,8.6758,21.9178,-7.3059,0,0,0,0,0,0,0,0,0,0,0,0,,
00610,惠記集團,2025-07-08,1,0,0.66,0.66,eod_proxy,0,289,1.5152,1.5152,13.6364,13.6364,15.1515,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00611,中國核能科技,2025-07-21,1,0,0.46,0.46,eod_proxy,0,280,10.8696,5.4348,8.6957,39.1304,15.2174,5.4348,0,0,0,0,0,0,0,0,0,0,0,0,,
00616,財富鏈,2025-09-01,1,0,0.124,0.124,eod_proxy,0,250,133.871,66.129,58.0645,90.3226,182.2581,12.9032,0,0,0,0,0,0,1,0,0,1,0,1,CB,39
00617,百利保控股,2025-09-10,1,0,0.36,0.36,eod_proxy,0,243,2.7778,-9.7222,-11.1111,-26.3889,8.3333,-15.2778,0,0,0,0,0,0,0,0,0,0,0,0,,
00618,北大資源,2025-11-24,1,0,0.22,0.22,eod_proxy,0,193,5.9091,-5.0,-15.0,7.2727,11.3636,-17.7273,0,0,0,0,0,0,0,0,0,0,0,0,,
00619,南華金融,2025-07-11,1,0,0.45,0.45,eod_proxy,0,286,-11.1111,-20.0,-35.5556,-33.3333,-4.4444,-38.8889,0,0,0,0,0,0,0,0,0,0,0,0,,
00620,大唐西市,2025-07-08,1,0,0.39,0.39,eod_proxy,0,289,25.641,41.0256,89.7436,323.0769,164.1026,25.641,0,0,0,0,0,0,1,0,0,0,0,1,CB,101
00627,共生智築,2025-08-11,1,0,0.65,0.65,eod_proxy,0,265,55.3846,35.3846,46.1538,-13.8462,55.3846,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00630,雋泰控股,2025-06-30,1,0,0.27,0.27,eod_proxy,0,294,-9.2593,11.1111,9.2593,27.7778,46.2963,-27.7778,0,0,0,0,0,0,0,0,0,0,0,0,,
00632,中港石油,2026-03-02,1,0,0.6,0.6,eod_proxy,0,129,-13.3333,-26.6667,-34.1667,-55.8333,48.3333,-36.6667,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,95
00635,彩星集團,2026-03-16,1,0,0.47,0.47,eod_proxy,0,119,0.0,6.383,8.5106,2.1277,12.766,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00637,利記,2025-08-13,1,0,0.229,0.229,eod_proxy,0,263,-10.0437,-13.1004,-10.917,-23.5808,-6.5502,-13.5371,0,0,0,0,0,0,0,0,0,0,0,0,,
00640,星謙發展,2025-12-30,1,0,2.318,2.318,eod_proxy,0,169,3.8827,4.3141,12.5108,5.7377,12.5108,1.2942,0,0,0,0,0,0,0,0,0,0,0,0,,
00641,中國恆天立信國際,2026-04-21,1,0,0.355,0.355,eod_proxy,0,96,23.9437,19.7183,25.3521,1.4085,25.3521,1.4085,0,0,0,0,0,0,0,0,0,0,0,0,,
00643,恆富控股,2025-07-31,1,0,0.445,0.445,eod_proxy,0,271,46.0674,39.3258,-1.1236,0.0,97.7528,-1.1236,0,0,0,0,0,0,1,1,0,0,0,0,GO,85
00645,安域亞洲,2025-07-23,1,0,0.174,0.174,eod_proxy,0,278,-10.9195,-11.4943,-8.046,-25.8621,-7.4713,-16.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00646,中國環保科技,2026-09-01,1,0,0.118,0.118,eod_proxy,0,5,196.6102,,,,196.6102,41.5254,0,0,0,0,0,0,1,0,1,0,1,0,RIGHTS,0
00648,京玖康療,2026-02-16,1,0,3.7,3.7,eod_proxy,0,136,51.3514,54.0541,48.6486,439.7297,72.973,27.5676,0,0,0,1,0,0,1,0,0,1,1,0,PLACING,22
00653,卓悅控股,2025-08-14,1,0,0.119,0.119,eod_proxy,0,262,-4.2017,-18.4874,-21.0084,-40.3361,2.521,-22.6891,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,176
00655,香港華人有限公司,2026-04-27,1,0,0.315,0.315,eod_proxy,0,92,26.9841,26.9841,22.2222,36.5079,34.9206,1.5873,0,0,0,0,0,0,0,0,0,0,0,0,,
00657,環科國際,2025-07-03,1,0,0.028,0.028,eod_proxy,0,292,3.5714,-10.7143,-3.5714,10.7143,10.7143,-10.7143,0,0,0,0,0,0,0,0,0,0,0,0,,
00660,瑋俊生物科技,2025-08-14,1,0,0.239,0.239,eod_proxy,0,262,-2.5105,-25.523,-25.1046,-17.9916,27.6151,-25.523,0,0,0,0,0,0,0,0,0,0,0,0,,
00672,眾安集團,2025-10-14,1,0,0.136,0.136,eod_proxy,0,221,-1.4706,-0.7353,-5.1471,-11.7647,2.9412,-5.1471,0,0,0,0,0,0,0,0,0,0,0,0,,
00673,中國衛生集團,2025-07-07,1,0,0.273,0.273,eod_proxy,0,290,5.8608,1.4652,108.4249,70.3297,108.4249,-2.9304,0,0,0,0,0,0,0,0,0,0,0,0,,
00677,金源發展國際實業,2025-10-15,1,0,0.339,0.339,eod_proxy,0,220,0.0,0.0,1.4749,3.2448,2.9499,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00679,亞洲聯網科技,2025-07-22,1,0,0.93,0.93,eod_proxy,0,279,5.3763,6.4516,4.3011,0.0,10.7527,3.2258,0,0,0,0,0,0,0,0,0,0,0,0,,
00681,中民控股,2025-11-13,1,0,0.037,0.037,eod_proxy,0,200,-5.4054,-5.4054,-10.8108,-5.4054,-2.7027,-10.8108,0,0,0,0,0,0,0,0,0,0,0,0,,
00682,超大現代,2025-09-15,1,0,0.35,0.35,eod_proxy,0,240,-8.5714,-5.7143,-12.8571,-18.5714,-1.4286,-14.2857,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,77
00684,亞倫國際,2025-09-22,1,0,0.58,0.58,eod_proxy,0,235,-3.4483,-3.4483,-8.6207,-5.1724,0.0,-8.6207,0,0,0,0,0,0,0,0,0,0,0,0,,
00685,世界華文媒體,2025-11-12,1,0,0.25,0.25,eod_proxy,0,201,-17.6,-17.2,-18.0,-16.8,-10.8,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00689,長盈集團(控股),2025-08-22,1,0,0.149,0.149,eod_proxy,0,256,-3.3557,-0.6711,0.0,10.7383,0.6711,-3.3557,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,144
00690,聯康生物科技集團,2026-03-17,1,0,0.115,0.115,eod_proxy,0,118,-5.2174,-15.6522,-15.6522,-23.4783,0.8696,-18.2609,0,0,0,0,0,0,0,0,0,0,0,0,,
00698,通達集團,2025-12-24,1,0,4.08,4.08,eod_proxy,0,171,-3.1863,-7.598,-7.3529,-23.5294,-1.9608,-7.598,0,0,0,0,0,0,0,0,0,0,0,0,,
00701,北海集團,2026-04-22,1,0,0.195,0.195,eod_proxy,0,95,-25.641,-34.8718,-42.5641,-46.6667,-7.1795,-44.1026,0,0,0,0,0,0,0,0,0,0,0,0,,
00704,和嘉控股,2025-09-01,1,0,0.217,0.217,eod_proxy,0,140,-40.553,-74.1935,-75.1152,-16.129,-18.4332,-76.4977,0,0,0,0,0,0,0,0,0,0,0,0,,
00711,亞洲聯合基建控股,2025-12-19,1,0,0.43,0.43,eod_proxy,0,174,1.1628,0.0,0.0,0.0,1.1628,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00712,卡姆丹克太陽能,2025-07-03,1,0,0.098,0.098,eod_proxy,0,292,7.1429,2.0408,0.0,41.8367,9.1837,-6.1224,0,0,0,0,0,0,0,0,0,0,0,0,,
00713,世界(集團),2025-11-04,1,0,0.45,0.45,eod_proxy,0,207,-1.1111,0.0,-8.8889,-7.7778,3.3333,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00718,太和控股,2025-07-11,1,0,0.038,0.038,eod_proxy,0,286,34.2105,47.3684,18.4211,60.5263,47.3684,2.6316,0,0,0,0,0,0,0,0,0,0,0,0,,
00720,意達利控股,2025-07-28,1,0,0.149,0.149,eod_proxy,0,275,-7.3826,-6.0403,1.3423,21.4765,4.0268,-8.7248,0,0,0,0,0,0,0,0,0,0,0,0,,
00721,中國金融國際,2025-12-12,1,0,0.28,0.28,eod_proxy,0,179,-7.1429,-3.5714,-8.9286,23.2143,0.0,-10.7143,0,0,0,0,0,0,1,0,0,1,1,0,PLACING,89
00723,信保環球控股,2025-08-04,1,0,0.32,0.32,eod_proxy,0,270,-10.9375,1.5625,-23.75,-38.125,1.5625,-25.9375,0,0,0,0,0,0,0,0,0,0,0,0,,
00725,恆都集團,2025-08-20,1,0,0.81,0.81,eod_proxy,0,258,-6.1728,-6.1728,-8.642,-9.8765,-6.1728,-11.1111,0,0,0,0,0,0,0,0,0,0,0,0,,
00726,築友智造科技,2025-09-24,1,0,0.048,0.048,eod_proxy,0,233,-16.6667,-6.25,-14.5833,-16.6667,6.25,-16.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00727,中國豐匯,2025-08-04,1,0,0.785,0.785,eod_proxy,0,270,3.1847,0.0,0.3822,-5.3503,3.1847,0.0,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,109
00730,首惠產業金融,2025-07-29,1,0,0.117,0.117,eod_proxy,0,274,5.1282,1.7094,4.2735,4.2735,6.8376,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00731,建發新勝,2025-10-06,1,0,0.19,0.19,eod_proxy,0,226,-1.0526,4.2105,10.5263,13.6842,10.5263,-1.0526,0,0,0,0,0,0,0,0,0,0,0,0,,
00733,合富輝煌,2025-11-17,1,0,0.47,0.47,eod_proxy,0,198,-29.7872,-29.7872,-35.1064,-42.5532,-15.9574,-35.1064,0,0,0,0,0,0,0,0,0,0,0,0,,
00736,中國置業投資,2025-07-09,1,0,0.189,0.189,eod_proxy,0,288,7.4074,2.1164,-2.6455,407.9365,14.8148,-2.6455,0,0,0,0,0,0,0,0,0,0,0,0,,
00738,萊爾斯丹,2026-03-16,1,0,0.325,0.325,eod_proxy,0,119,9.2308,10.7692,1.5385,-15.3846,15.3846,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00745,中國國家文化產業,2025-12-15,1,0,0.74,0.74,eod_proxy,0,178,-5.4054,-2.7027,-5.4054,-8.1081,4.0541,-8.1081,0,0,0,0,0,0,0,0,0,0,0,0,,
00747,沈陽公用發展股份,2025-07-22,1,0,0.061,0.061,eod_proxy,0,279,0.0,-4.918,26.2295,22.9508,26.2295,-8.1967,0,0,0,0,0,0,0,0,0,0,0,0,,
00750,水發興業能源,2025-09-05,1,0,0.31,0.31,eod_proxy,0,246,-3.2258,-8.0645,-8.0645,-22.9032,-1.6129,-11.2903,0,0,0,0,0,0,0,0,0,0,0,0,,
00756,森美控股,2025-09-16,1,0,0.6,0.6,eod_proxy,0,239,-5.0,-20.0,-25.0,-30.8333,0.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00757,陽光能源,2025-07-02,1,0,0.081,0.081,eod_proxy,0,293,16.0494,11.1111,14.8148,29.6296,23.4568,-3.7037,0,0,0,0,0,0,0,0,0,0,0,0,,
00759,CEC國際,2025-07-22,1,0,0.46,0.46,eod_proxy,0,279,-39.1304,-50.6522,-26.087,-41.3043,-19.5652,-50.6522,0,0,0,0,0,0,0,0,0,0,0,0,,
00764,永恆策略,2026-03-12,1,0,0.56,0.56,eod_proxy,0,121,-7.1429,-5.3571,-10.7143,-46.4286,0.0,-10.7143,0,0,0,0,0,0,0,0,0,0,0,0,,
00767,中基長壽科學,2025-07-22,1,0,0.51,0.51,eod_proxy,0,279,-4.902,17.6471,27.451,9.8039,27.451,-5.8824,0,0,0,0,0,0,1,0,0,0,0,1,CB,132
00771,自動系統,2025-09-22,1,0,0.85,0.85,eod_proxy,0,235,-3.5294,-8.2353,-12.9412,-21.1765,-2.3529,-12.9412,0,0,0,0,0,0,0,0,0,0,0,0,,
00776,帝國科技集團,2025-07-30,1,0,0.703,0.703,eod_proxy,0,273,12.3755,12.3755,4.8364,66.4296,22.7596,-5.6899,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,64
00784,愛生命國際,2025-08-07,1,0,0.089,0.089,eod_proxy,0,267,-8.9888,-12.3596,-32.5843,60.6742,-2.2472,-32.5843,0,0,0,0,0,0,0,0,0,0,0,0,,
00789,雅天妮集團,2025-06-30,1,0,1.55,1.55,eod_proxy,0,294,-3.2258,11.2903,8.0645,33.871,14.5161,-3.2258,0,0,0,0,0,0,0,0,0,0,0,0,,
00804,鼎石資本,2025-07-15,1,0,2.876,2.876,eod_proxy,0,284,-3.0598,3.0598,6.9541,42.9068,6.9541,-3.338,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,78
00805,新吉奧房車,2025-12-19,1,0,1.01,1.01,eod_proxy,0,174,-5.9406,-3.9604,12.8713,11.8812,12.8713,-6.9307,0,0,0,0,0,0,0,0,0,0,0,0,,
00809,大成生化科技,2026-06-23,1,0,0.38,0.38,eod_proxy,0,54,-13.1579,0.0,5.2632,,10.5263,-13.1579,1,1,1,0,1,1,0,0,0,0,0,0,,
00810,中國鑄晨81,2025-08-11,1,0,0.113,0.113,eod_proxy,0,265,1.7699,0.0,0.885,1.7699,1.7699,0.0,0,0,0,0,0,0,1,0,1,1,0,0,PLACING,53
00814,北京京客隆,2025-07-23,1,0,0.295,0.295,eod_proxy,0,278,0.0,13.5593,6.7797,10.1695,18.6441,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00821,匯盈控股,2025-08-08,1,0,0.547,0.547,eod_proxy,0,266,-6.7642,-8.5923,-9.872,-17.7331,-0.7313,-9.872,0,0,0,0,0,0,0,0,0,0,0,0,,
00822,嘉瑞國際,2025-09-11,1,0,0.32,0.32,eod_proxy,0,242,3.125,0.0,9.375,21.875,10.9375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00825,新世界百貨中國,2025-08-07,1,0,0.34,0.34,eod_proxy,0,267,-11.7647,-13.2353,-11.7647,-11.7647,-10.2941,-13.2353,0,0,0,0,0,0,0,0,0,0,0,0,,
00827,玖源集團,2025-08-26,1,0,0.038,0.038,eod_proxy,0,254,-13.1579,-15.7895,-23.6842,-15.7895,2.6316,-23.6842,0,0,0,0,0,0,0,0,0,0,0,0,,
