code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08532,8532.HK,寶發控股,0.087,35.94,1077020,7384073,7384073,90854,11.85,14.59,10,0,0,2026-09-08 12:48:44
08285,8285.HK,森浩集團,0.034,21.43,677800,19040000,19040000,11490,58.99,3.56,10,0,0,2026-09-08 12:48:44
08245,8245.HK,烽翼集團,0.082,-7.87,2045820,23742384,23742384,20182,101.37,8.62,10,0,0,2026-09-08 12:48:44
08425,8425.HK,興銘控股,0.077,-18.95,842600,28952000,28952000,16350,51.54,2.91,10,0,0,2026-09-08 12:48:44
01703,1703.HK,誼和股份,0.445,4.71,1634070,61410000,61410000,56750,28.79,2.66,10,0,0,2026-09-08 12:48:43
00309,309.HK,新華通訊頻媒,1.48,15.62,10705090,77110581,77110581,14255,750.97,13.88,10,0,0,2026-09-08 12:48:43
01241,1241.HK,雙樺控股,0.13,-12.16,964170,84500000,84500000,29391,32.8,1.14,10,0,0,2026-09-08 12:48:43
08400,8400.HK,亞洲先鋒娛樂,0.085,51.79,640500,85000000,85000000,28920,22.15,0.75,10,0,0,2026-09-08 12:48:44
03822,3822.HK,三和建築集團,1.06,0.95,886280,89040000,89040000,48756,18.18,1.0,10,0,0,2026-09-08 12:48:44
03919,3919.HK,金力集團,2.2,57.14,6657480,99818400,99818400,24243,274.61,6.67,10,0,0,2026-09-08 12:48:44
08186,8186.HK,浩盟控股,0.97,-1.02,3904400,110452581,110452581,101132,38.61,3.53,10,0,0,2026-09-08 12:48:44
01323,1323.HK,華盛國際控股,0.142,4.41,1363080,128762014,128762014,11763,115.88,1.06,10,0,0,2026-09-08 12:48:43
02370,2370.HK,力高健康生活,1.05,17.98,1277700,210000000,210000000,111780,11.43,0.61,10,0,0,2026-09-08 12:48:44
00938,938.HK,民生國際,0.45,7.14,1310300,291239368,291239368,119447,10.97,0.45,10,0,0,2026-09-08 12:48:43
08529,8529.HK,優博控股,0.651,96.68,29089350,334662825,334662825,596426,48.77,8.69,10,0,0,2026-09-08 12:48:44
08371,8371.HK,嘗高美集團,1.9,1.6,1124760,727147100,727147100,106695,10.54,0.15,10,0,0,2026-09-08 12:48:44
00673,673.HK,中國衛生集團,0.55,-3.51,1723560,762926005,762926005,19365,89.0,0.23,10,0,0,2026-09-08 12:48:43
02030,2030.HK,卡賓,1.3,-0.76,672270,869170900,869170900,62881,10.69,0.08,10,0,0,2026-09-08 12:48:44
