code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08238,8238.HK,玖方數智,0.142,2.16,4145920,49467802,49467802,45994,90.14,8.38,10,0,0,2026-09-08 12:48:41
01967,1967.HK,信懇智能,0.41,7.89,1826900,123000000,123000000,51630,35.38,1.49,10,0,0,2026-09-08 12:48:40
08490,8490.HK,駿碼半導體,0.186,73.83,4277920,131223000,131223000,27405,156.1,3.26,10,0,0,2026-09-08 12:48:41
00814,814.HK,北京京客隆,0.325,12.07,995340,133971500,59202000,18742,53.11,0.74,10,0,0,2026-09-08 12:48:40
02593,2593.HK,草姬集團,1.1,18.28,701220,146666960,146666960,49719,14.1,0.48,10,0,0,2026-09-08 12:48:41
01927,1927.HK,久久王,0.198,12.5,1023400,156816000,156816000,95580,10.71,0.65,10,0,0,2026-09-08 12:48:40
01871,1871.HK,向中國際,0.36,5.88,1150760,156944949,156944949,81446,14.13,0.73,10,0,0,2026-09-08 12:48:40
02203,2203.HK,腦洞科技,0.21,0.48,3397900,168000000,168000000,277830,12.23,2.02,10,0,0,2026-09-08 12:48:40
01843,1843.HK,快餐帝國,0.22,12.24,3620360,176000000,176000000,188729,19.18,2.06,10,0,0,2026-09-08 12:48:40
01655,1655.HK,OKURA HOLDINGS,0.255,5.37,1714000,183599893,183599893,79000,21.7,0.93,10,0,0,2026-09-08 12:48:40
08529,8529.HK,優博控股,0.361,46.75,2627220,185581075,185581075,251854,10.43,1.42,10,0,0,2026-09-08 12:48:41
06080,6080.HK,榮智控股,0.189,22.73,1335200,211746150,211746150,98240,13.59,0.63,10,0,0,2026-09-08 12:48:41
00243,243.HK,品質國際,0.62,16.98,26935840,214824130,214824130,156803,171.78,12.54,10,0,0,2026-09-08 12:48:39
02528,2528.HK,尚晉國際控股,0.54,14.89,768740,216000000,216000000,37576,20.46,0.36,10,0,0,2026-09-08 12:48:41
00725,725.HK,恆都集團,1.18,45.68,1824940,234770440,234770440,23116,78.95,0.78,10,0,0,2026-09-08 12:48:40
03601,3601.HK,魯大師,0.9,8.43,702140,242100000,242100000,38972,18.02,0.29,10,0,0,2026-09-08 12:48:41
01962,1962.HK,訓修實業,0.418,-3.46,617380,257544848,257544848,19495,31.67,0.24,10,0,0,2026-09-08 12:48:40
01284,1284.HK,新傳企劃,0.445,28.99,1794500,267000000,267000000,47737,37.59,0.67,10,0,0,2026-09-08 12:48:40
00118,118.HK,大同機械,0.315,61.54,16472950,271508168,271508168,35077,469.62,6.07,10,0,0,2026-09-08 12:48:39
01633,1633.HK,上諭集團,0.435,24.29,5810800,297866250,297866250,406020,14.31,1.95,10,0,0,2026-09-08 12:48:40
02381,2381.HK,蜆殼電業,0.163,16.43,1392080,326000000,326000000,67108,20.74,0.43,10,0,0,2026-09-08 12:48:40
08439,8439.HK,新百利融資,2.19,160.71,40189930,331767248,331767248,247686,162.26,12.11,7,1,0,2026-09-08 12:48:41
01708,1708.HK,三寶科技,0.42,44.83,912900,332664570,96390000,5313,171.82,0.27,10,0,0,2026-09-08 12:48:40
00822,822.HK,嘉瑞國際,0.395,11.27,1028880,353035753,353035753,96055,10.71,0.29,10,0,0,2026-09-08 12:48:40
02540,2540.HK,樂思集團,0.98,2.08,5002600,588000000,588000000,464990,10.76,0.85,10,0,0,2026-09-08 12:48:41
06898,6898.HK,中國鋁罐,0.648,3.18,947540,610027848,610027848,7110,133.27,0.16,10,0,0,2026-09-08 12:48:41
00117,117.HK,天利控股集團,0.85,102.38,34317910,633037500,633037500,754881,45.46,5.42,10,0,0,2026-09-08 12:48:39
00465,465.HK,富通科技,2.24,77.78,14030360,705792640,705792640,388142,36.15,1.99,10,0,0,2026-09-08 12:48:40
01401,1401.HK,未來機器有限公司,0.475,-28.03,26702130,712500000,712500000,1552370,17.2,3.75,10,0,0,2026-09-08 12:48:40
01082,1082.HK,源宇宙教育,1.5,2.04,8819840,912070320,912070320,344960,25.57,0.97,10,0,0,2026-09-08 12:48:40
01846,1846.HK,德視佳,2.937,9.3,1465470,941913522,941913522,143354,10.22,0.16,10,0,0,2026-09-08 12:48:40
