code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
02110,2110.HK,天成控股,0.124,18.1,17994110,5356800,5356800,49495,363.55,335.91,10,0,0,2026-09-08 12:48:23
03603,3603.HK,信基沙溪,0.08,31.15,707530,119435520,119435520,13779,51.35,0.59,10,0,0,2026-09-08 12:48:23
08372,8372.HK,君百延集團,0.161,28.8,744410,128800000,128800000,4576,162.68,0.58,10,0,0,2026-09-08 12:48:23
08021,8021.HK,匯隆控股,0.219,-45.25,4266460,157319756,157319756,3720,1146.9,2.71,10,0,0,2026-09-08 12:48:23
00164,164.HK,中國寶力科技,0.58,34.88,3490940,202572379,202572379,239714,14.56,1.72,10,0,0,2026-09-08 12:48:22
00862,862.HK,遠見控股,0.53,35.9,929310,207982094,207982094,55933,16.61,0.45,10,0,0,2026-09-08 12:48:22
01153,1153.HK,佳源服務,0.33,24.53,839130,221828970,221828970,63094,13.3,0.38,10,0,0,2026-09-08 12:48:22
03390,3390.HK,滿貫集團,0.25,-12.28,3684040,223500000,223500000,88284,41.73,1.65,10,0,0,2026-09-08 12:48:23
02125,2125.HK,稻草熊娛樂,0.365,4.29,1002000,257705111,257705111,95580,10.48,0.39,10,0,0,2026-09-08 12:48:23
00150,150.HK,HYPEBEAST,0.179,6.55,1350480,360386147,360386147,66606,20.28,0.37,10,0,0,2026-09-08 12:48:22
02263,2263.HK,富石金融,0.4,29.03,9123200,400000000,400000000,68310,133.56,2.28,10,0,0,2026-09-08 12:48:23
00789,789.HK,雅天妮集團,2.025,24.62,1160000,536207091,536207091,101243,11.46,0.22,10,0,0,2026-09-08 12:48:22
