code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08277,8277.HK,駿東控股,0.223,71.54,2878000,58531553,58531553,3110,925.4,4.92,10,0,0,2026-09-08 12:45:21
01421,1421.HK,恆昌集團國際,0.57,23.91,589930,114111264,114111264,14748,40.0,0.52,10,0,0,2026-09-08 12:45:21
08365,8365.HK,亦辰集團,0.69,53.33,4035620,137137114,137137114,358478,11.26,2.94,10,0,0,2026-09-08 12:45:21
01710,1710.HK,致豐工業電子,0.144,-7.69,648480,144000000,144000000,48102,13.48,0.45,10,0,0,2026-09-08 12:45:21
00844,844.HK,廣泰國際控股,0.315,-25.0,581900,155715629,155715629,17414,33.42,0.37,10,0,0,2026-09-08 12:45:21
00515,515.HK,中華銀科技,0.71,82.05,108863922,202753006,202753006,698377,155.88,53.69,10,0,0,2026-09-08 12:45:21
01351,1351.HK,輝煌明天,0.36,5.88,625080,216000000,216000000,27489,22.74,0.29,10,0,0,2026-09-08 12:45:21
00894,894.HK,萬裕科技,0.485,15.48,1543590,232471398,232471398,71876,21.48,0.66,10,0,0,2026-09-08 12:45:21
01480,1480.HK,恩達集團控股,1.15,9.52,1779140,276000000,276000000,51590,34.49,0.64,10,0,0,2026-09-08 12:45:21
01955,1955.HK,莊臣控股,0.631,6.77,3801920,315500000,315500000,64386,59.05,1.21,10,0,0,2026-09-08 12:45:21
00556,556.HK,泛亞環保,0.32,3.23,5476610,321542669,321542669,35849,152.77,1.7,10,0,0,2026-09-08 12:45:21
00927,927.HK,富士高實業,0.65,-2.99,657720,332153250,332153250,5096,129.07,0.2,10,0,0,2026-09-08 12:45:21
01993,1993.HK,雅仕維,0.7,11.11,582930,339437517,339437517,17647,33.03,0.17,10,0,0,2026-09-08 12:45:21
01153,1153.HK,佳源服務,0.52,5.05,615640,349548680,349548680,40155,15.33,0.18,10,0,0,2026-09-08 12:45:21
02107,2107.HK,第一服務控股,0.306,5.15,851290,386784000,386784000,82954,10.26,0.22,10,0,0,2026-09-08 12:45:21
01260,1260.HK,皓天財經集團,0.41,0.0,1811080,472096140,472096140,61676,29.36,0.38,10,0,0,2026-09-08 12:45:21
02125,2125.HK,稻草熊娛樂,0.7,14.75,2717600,494228980,494228980,80210,33.88,0.55,10,0,0,2026-09-08 12:45:21
02389,2389.HK,北京健康,0.088,-3.3,856400,533171938,533171938,50824,16.85,0.16,10,0,0,2026-09-08 12:45:21
01100,1100.HK,飛達控股,1.42,0.71,1271980,609413516,609413516,111647,11.39,0.21,10,0,0,2026-09-08 12:45:21
06677,6677.HK,遠洋服務,0.598,5.28,1519530,708032000,708032000,95976,15.83,0.21,10,0,0,2026-09-08 12:45:21
06908,6908.HK,宏光半導體,0.67,13.56,26953970,785142502,785142502,2499060,10.79,3.43,10,0,0,2026-09-08 12:45:21
00383,383.HK,天安卓健,0.92,3.37,1094490,929688020,929688020,9937,110.14,0.12,10,0,0,2026-09-08 12:45:21
00184,184.HK,激成投資,2.82,7.22,537660,959364000,959364000,51854,10.37,0.06,10,0,0,2026-09-08 12:45:20
02540,2540.HK,樂思集團,1.61,1.26,1611200,966000000,966000000,47890,33.64,0.17,10,0,0,2026-09-08 12:45:21
