code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
01025,1025.HK,嘉藝控股,0.232,0.43,6953620,103789246,103789246,278932,24.93,6.7,10,0,0,2026-09-08 12:49:18
01718,1718.HK,宏基集團控股,0.37,10.45,2943430,112524400,112524400,172184,17.09,2.62,10,0,0,2026-09-08 12:49:19
01671,1671.HK,天保能源,0.86,21.13,6483740,137531980,137531980,35744,181.39,4.71,10,0,0,2026-09-08 12:49:19
01792,1792.HK,CMON,0.88,2.56,1415880,217958400,217958400,82140,17.24,0.65,10,0,0,2026-09-08 12:49:19
00723,723.HK,信保環球控股,0.21,-5.41,5420430,229706719,229706719,158125,34.28,2.36,10,0,0,2026-09-08 12:49:18
00583,583.HK,長城環亞控股,0.199,3.11,537550,311981374,311981374,15988,33.62,0.17,10,0,0,2026-09-08 12:49:18
02863,2863.HK,高豐集團控股,0.5,3.09,5869550,344755500,344755500,23216,252.82,1.7,10,0,0,2026-09-08 12:49:19
01098,1098.HK,路勁,0.6,1.69,597840,449601940,449601940,44613,13.4,0.13,10,0,0,2026-09-08 12:49:18
00254,254.HK,國家聯合資源,1.05,1.94,85403810,709550982,709550982,3717858,22.97,12.04,10,0,0,2026-09-08 12:49:18
02377,2377.HK,博奇環保,0.85,0.0,508210,726633277,726633277,30469,16.68,0.07,10,0,0,2026-09-08 12:49:19
01082,1082.HK,源宇宙教育,1.42,-1.39,1517120,863426570,863426570,45308,33.48,0.18,10,0,0,2026-09-08 12:49:18
01180,1180.HK,匯彩控股,0.87,40.32,5211320,915401224,915401224,295362,17.64,0.57,10,0,0,2026-09-08 12:49:18
