code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
01010,1010.HK,天璽曜11,0.103,13.19,548400,45762300,45762300,14490,37.85,1.2,10,0,0,2026-09-08 12:45:53
08208,8208.HK,永通萬國集團,0.105,43.84,1086400,75600000,75600000,66760,16.27,1.44,10,0,0,2026-09-08 12:45:54
00261,261.HK,GBA集團,0.285,20.25,3406730,94438078,94438078,95319,35.74,3.61,10,0,0,2026-09-08 12:45:53
01049,1049.HK,時富投資,1.36,43.16,3423050,109749526,109749526,2020,1694.58,3.12,10,0,0,2026-09-08 12:45:53
02340,2340.HK,升柏控股,0.19,15.85,1661860,145297370,145297370,91660,18.13,1.14,10,0,0,2026-09-08 12:45:54
01362,1362.HK,新龍移動,0.53,26.19,732560,148400000,148400000,21340,34.33,0.49,10,0,0,2026-09-08 12:45:53
03313,3313.HK,雅高控股,1.62,2.53,1745890,230380948,230380948,33037,52.85,0.76,10,0,0,2026-09-08 12:45:54
01240,1240.HK,青建國際,0.196,6.52,1433070,297590726,297590726,53185,26.95,0.48,10,0,0,2026-09-08 12:45:53
08148,8148.HK,悟喜生活,0.77,0.0,15558400,352775808,352775808,22484,691.98,4.41,10,0,0,2026-09-08 12:45:54
01746,1746.HK,萬順集團控股,0.365,40.38,2570400,365000000,365000000,198433,12.95,0.7,10,0,0,2026-09-08 12:45:53
08269,8269.HK,倍升教育科技,0.52,20.93,6810160,463175856,463175856,313812,21.7,1.47,10,0,0,2026-09-08 12:45:54
01909,1909.HK,火岩控股,1.913,-8.34,4197320,464516651,464516651,299234,14.03,0.9,10,0,0,2026-09-08 12:45:53
00510,510.HK,時富金融服務集團,1.32,41.94,13375770,569150708,569150708,707597,18.9,2.35,10,0,0,2026-09-08 12:45:53
02237,2237.HK,中國石墨,0.37,7.25,3275150,592000000,592000000,215640,15.19,0.55,10,0,0,2026-09-08 12:45:54
01489,1489.HK,GC CONSTRUCTION,0.63,88.06,8604100,630000000,630000000,488300,17.62,1.37,4,1,0,2026-09-08 12:45:53
01942,1942.HK,馬可數字科技,0.322,4.55,27632050,662801451,662801451,1394880,19.81,4.17,10,0,0,2026-09-08 12:45:53
00334,334.HK,華顯光電,0.405,26.56,13452630,856294711,856294711,1284463,10.47,1.57,10,0,0,2026-09-08 12:45:53
