code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08340,8340.HK,紫荊國際金融,0.55,-5.17,619480,43994500,43994500,35752,17.33,1.41,10,0,0,2026-09-08 12:45:22
08118,8118.HK,中資國際控股,0.112,-2.61,1331800,56000000,56000000,28790,46.26,2.38,10,0,0,2026-09-08 12:45:22
00060,60.HK,香港食品投資,0.46,0.0,646950,117600840,117600840,6986,92.61,0.55,10,0,0,2026-09-08 12:45:21
01132,1132.HK,橙天嘉禾,0.075,25.0,7077640,209975179,209975179,101460,69.76,3.37,10,0,0,2026-09-08 12:45:22
01953,1953.HK,賽孚迅國際,0.177,168.18,13821830,223020000,223020000,22202,622.55,6.2,10,0,0,2026-09-08 12:45:22
00894,894.HK,萬裕科技,0.55,13.4,2476210,263627359,263627359,219391,11.29,0.94,10,0,0,2026-09-08 12:45:22
00417,417.HK,謝瑞麟,1.15,79.69,8010510,286559334,286559334,19801,404.55,2.8,10,0,0,2026-09-08 12:45:22
00718,718.HK,太和控股,0.058,11.54,518570,304501151,304501151,30733,16.87,0.17,10,0,0,2026-09-08 12:45:22
02165,2165.HK,領悅服務集團,1.74,6.1,1287700,497091900,497091900,92330,13.95,0.26,10,0,0,2026-09-08 12:45:22
00413,413.HK,南華集團控股,0.038,26.67,1179070,502409483,502409483,39555,29.81,0.23,10,0,0,2026-09-08 12:45:22
01020,1020.HK,中細軟科技,0.098,34.25,4642990,586351836,586351836,378766,12.26,0.79,10,0,0,2026-09-08 12:45:22
01612,1612.HK,永勝醫療,1.06,23.26,15161240,699704762,699704762,1177182,12.88,2.17,10,0,0,2026-09-08 12:45:22
