code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
00352,352.HK,富陽,0.143,160.0,4694252,35204225,35204225,1239,3788.74,13.33,10,0,0,2026-09-08 12:45:05
08402,8402.HK,高原之寶,0.156,0.65,2306000,74881560,74881560,57718,39.95,3.08,10,0,0,2026-09-08 12:45:05
03683,3683.HK,榮豐億控股,0.085,-30.33,952100,80972149,80972149,150,6347.33,1.18,10,0,0,2026-09-08 12:45:05
00348,348.HK,中國智能健康,0.12,34.83,1333270,110948500,110948500,52722,25.29,1.2,10,0,0,2026-09-08 12:45:05
01620,1620.HK,富盈環球集團,0.118,35.63,2028300,141600000,141600000,42327,47.92,1.43,10,0,0,2026-09-08 12:45:05
09918,9918.HK,麗年國際,1.48,25.42,1754700,148000000,148000000,11214,156.47,1.19,10,0,0,2026-09-08 12:45:05
08462,8462.HK,中安控股集團,0.27,-15.62,4185200,162000000,162000000,397750,10.52,2.58,10,0,0,2026-09-08 12:45:05
01129,1129.HK,中國水業集團,0.295,9.26,3152140,186497209,186497209,256001,12.31,1.69,10,0,0,2026-09-08 12:45:05
01218,1218.HK,永義國際,1.6,-5.88,641690,236762890,236762890,18878,33.99,0.27,10,0,0,2026-09-08 12:45:05
00500,500.HK,先豐服務集團,0.11,4.76,1730310,264372447,264372447,97431,17.76,0.65,10,0,0,2026-09-08 12:45:05
00544,544.HK,大同集團,2.5,98.41,1235800,309226138,309226138,93219,13.26,0.4,10,0,0,2026-09-08 12:45:05
01612,1612.HK,永勝醫療,0.78,27.87,17236620,514877089,514877089,663744,25.97,3.35,10,0,0,2026-09-08 12:45:05
00433,433.HK,北方礦業,0.036,-2.7,3437040,540077054,540077054,268854,12.78,0.64,10,0,0,2026-09-08 12:45:05
02392,2392.HK,玄武雲,1.5,11.11,8850200,832288500,832288500,752540,11.76,1.06,10,0,0,2026-09-08 12:45:05
