code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08237,8237.HK,華星控股,0.22,11.11,856220,44225280,44225280,119,7195.13,1.94,10,0,0,2026-09-08 12:48:15
01421,1421.HK,恆昌集團國際,0.37,-1.33,7152800,74072224,74072224,63691,112.3,9.66,10,0,0,2026-09-08 12:48:14
01013,1013.HK,偉俊集團控股,0.315,-7.35,993000,84227702,84227702,1843,538.8,1.18,10,0,0,2026-09-08 12:48:14
08007,8007.HK,環球戰略集團,0.485,83.02,8783240,109763953,109763953,465431,18.87,8.0,10,0,0,2026-09-08 12:48:15
08620,8620.HK,亞洲速運,0.182,1.11,1104800,114424310,114424310,89860,12.29,0.97,10,0,0,2026-09-08 12:48:15
01703,1703.HK,誼和股份,0.9,-2.17,2742650,124200000,124200000,123405,22.22,2.21,10,0,0,2026-09-08 12:48:14
08082,8082.HK,擎華控股,0.05,25.0,3123410,133640784,133640784,104114,30.0,2.34,10,0,0,2026-09-08 12:48:15
01025,1025.HK,嘉藝控股,0.345,39.68,11294890,154341767,154341767,361449,31.25,7.32,10,0,0,2026-09-08 12:48:14
08168,8168.HK,寶積資本,0.13,-5.11,4919360,192998000,192998000,348105,14.13,2.55,10,0,0,2026-09-08 12:48:15
06909,6909.HK,百得利控股,0.317,0.0,1523870,197332500,197332500,65803,23.16,0.77,10,0,0,2026-09-08 12:48:15
01661,1661.HK,中國前沿科技集團,1.27,7.63,1492380,241673634,241673634,129234,11.55,0.62,10,0,0,2026-09-08 12:48:14
02227,2227.HK,守益控股,0.31,6.9,2199800,283836000,283836000,70910,31.02,0.78,10,0,0,2026-09-08 12:48:14
01419,1419.HK,盈健醫療,0.82,0.0,560940,311232831,311232831,35496,15.8,0.18,10,0,0,2026-09-08 12:48:14
01795,1795.HK,亞東集團,0.63,14.55,2474670,378000000,378000000,102933,24.04,0.65,10,0,0,2026-09-08 12:48:14
00082,82.HK,瘋狂體育,0.085,6.25,1438620,384721513,384721513,79051,18.2,0.37,10,0,0,2026-09-08 12:48:14
08512,8512.HK,凱富善集團控股,0.42,29.23,6680100,385770000,385770000,144940,46.09,1.73,10,0,0,2026-09-08 12:48:15
02260,2260.HK,環龍控股,1.31,10.08,17415480,633309020,633309020,4878,3570.21,2.75,10,0,0,2026-09-08 12:48:14
00301,301.HK,三和精化,1.5,0.0,5096320,705689610,705689610,183596,27.76,0.72,10,0,0,2026-09-08 12:48:14
08321,8321.HK,泰錦控股,1.66,10.67,843160,890424000,890424000,27922,30.2,0.09,10,0,0,2026-09-08 12:48:15
00918,918.HK,龍翼航空科技,0.8,8.11,3192300,891255327,891255327,149488,21.35,0.36,10,0,0,2026-09-08 12:48:14
