code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08315,8315.HK,新都酒店,0.1,38.89,700600,58144225,58144225,5593,125.26,1.2,10,0,0,2026-09-08 12:49:08
08379,8379.HK,盈證國際,0.131,-9.03,599800,104800000,104800000,37050,16.19,0.57,10,0,0,2026-09-08 12:49:08
01771,1771.HK,新豐泰集團,0.242,44.05,4027390,145200000,145200000,4270,943.18,2.77,10,0,0,2026-09-08 12:49:07
00385,385.HK,建聯集團,0.29,11.54,1777570,172520781,172520781,21559,82.45,1.03,10,0,0,2026-09-08 12:49:07
00605,605.HK,中國金融投資管理,0.92,22.67,5991460,192427262,192427262,52818,113.44,3.11,10,0,0,2026-09-08 12:49:07
01745,1745.HK,驢跡科技,3.9,-12.36,2066400,197402478,197402478,192112,10.76,1.05,10,0,0,2026-09-08 12:49:07
09968,9968.HK,匯景控股,0.043,22.86,1301040,225922000,225922000,75038,17.34,0.58,10,0,0,2026-09-08 12:49:08
00865,865.HK,建德國際控股,0.052,40.54,1878960,303575464,303575464,42150,44.58,0.62,10,0,0,2026-09-08 12:49:07
00423,423.HK,經濟日報集團,0.71,-4.05,870600,306436000,306436000,26488,32.87,0.28,10,0,0,2026-09-08 12:49:07
02258,2258.HK,華滋國際海洋,0.439,118.41,22125270,362350600,362350600,3700,5979.8,6.11,10,0,0,2026-09-08 12:49:08
02322,2322.HK,新質數字,0.095,2.15,1638150,419957000,419957000,116227,14.09,0.39,10,0,0,2026-09-08 12:49:08
02165,2165.HK,領悅服務集團,1.62,-1.22,658500,462809700,462809700,49970,13.18,0.14,10,0,0,2026-09-08 12:49:08
02439,2439.HK,中寶新材,0.415,9.21,39636200,498000000,498000000,964340,41.1,7.96,10,0,0,2026-09-08 12:49:08
00353,353.HK,能源國際投資,0.385,-1.28,650450,814491713,814491713,46577,13.97,0.08,10,0,0,2026-09-08 12:49:07
01085,1085.HK,亨鑫科技,1.75,9.38,1232180,814800000,814800000,70384,17.51,0.15,10,0,0,2026-09-08 12:49:07
02581,2581.HK,明基醫院,2.94,-5.47,6862500,917118303,917118303,654090,10.49,0.75,10,0,0,2026-09-08 12:49:08
