code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08275,8275.HK,中國新消費集團,0.084,3.7,599020,80638786,80638786,8122,73.75,0.74,10,0,0,2026-09-08 07:26:37
01025,1025.HK,嘉藝控股,0.206,8.42,968624,92157693,92157693,67609,14.33,1.05,10,0,0,2026-09-08 07:26:36
03444,3444.HK,恆生香港股票,7.61,1.33,557813,95886000,,1817,307.07,0.58,10,0,0,2026-09-08 07:26:37
02122,2122.HK,凱知樂國際,0.09,-35.25,1334612,122032286,122032286,23495,56.8,1.09,10,0,0,2026-09-08 07:26:36
02459,2459.HK,升能集團,0.63,16.67,2533145,122094000,122094000,177565,14.27,2.07,10,0,0,2026-09-08 07:26:36
00821,821.HK,匯盈控股,0.35,16.67,3323722,129879827,129879827,260472,12.76,2.56,10,0,0,2026-09-08 07:26:36
08326,8326.HK,同景新能源,0.142,-5.96,7977550,174234000,174234000,5940,1343.02,4.58,10,0,0,2026-09-08 07:26:37
01978,1978.HK,敘福樓集團,0.235,-16.07,644444,188000000,188000000,6034,106.8,0.34,10,0,0,2026-09-08 07:26:36
01560,1560.HK,星星集團,0.445,256.0,7007278,285466610,285466610,8361,838.11,2.45,10,0,0,2026-09-08 07:26:36
01808,1808.HK,企展控股,2.02,-3.81,594108,494674134,494674134,56090,10.59,0.12,10,0,0,2026-09-08 07:26:36
00980,980.HK,聯華超市,0.335,13.56,766270,495666000,124821000,75192,10.19,0.15,10,0,0,2026-09-08 07:26:36
01244,1244.HK,思路迪醫藥股份,3.42,56.88,13940300,882965340,882965340,360404,38.68,1.58,10,0,0,2026-09-08 07:26:36
