code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08320,8320.HK,沛然環保,0.105,0.96,564980,76984950,76984950,12734,44.37,0.73,10,0,0,2026-09-08 12:46:17
01889,1889.HK,三愛健康集團,0.62,10.71,1766690,94797191,94797191,166392,10.62,1.86,10,0,0,2026-09-08 12:46:17
00456,456.HK,新城市建設發展,0.52,0.0,715550,111399020,111399020,4064,176.07,0.64,10,0,0,2026-09-08 12:46:17
01720,1720.HK,普天通信集團,0.117,23.16,3911900,128700000,128700000,156210,25.04,3.04,10,0,0,2026-09-08 12:46:17
00928,928.HK,帝王國際投資,0.087,2.35,1990890,160986980,160986980,123579,16.11,1.24,10,0,0,2026-09-08 12:46:17
01343,1343.HK,偉源控股,0.156,100.0,12735200,165984000,165984000,30900,412.14,7.67,10,0,0,2026-09-08 12:46:17
00969,969.HK,華聯國際,0.126,-8.7,1108740,276088680,276088680,90997,12.18,0.4,10,0,0,2026-09-08 12:46:17
00936,936.HK,佳兆業資本,0.485,25.97,2639200,514100000,514100000,155160,17.01,0.51,10,0,0,2026-09-08 12:46:17
00869,869.HK,彩星玩具,0.54,-1.82,1207520,612900000,612900000,103406,11.68,0.2,10,0,0,2026-09-08 12:46:17
01292,1292.HK,長安民生物流,4.33,3.34,2604550,874937120,562227984,210325,12.38,0.3,10,0,0,2026-09-08 12:46:17
