code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08042,8042.HK,高奧士人才集團,0.083,45.61,2229100,66400000,66400000,60880,36.61,3.36,10,0,0,2026-09-08 12:48:57
01340,1340.HK,惠生國際,0.544,19.3,5272780,75303581,75303581,208161,25.33,7.0,10,0,0,2026-09-08 12:48:56
01703,1703.HK,誼和股份,0.69,15.0,13810810,95220000,95220000,717650,19.24,14.5,10,0,0,2026-09-08 12:48:56
01129,1129.HK,中國水業集團,0.187,-35.52,1194211,118220265,118220265,86396,13.82,1.01,10,0,0,2026-09-08 12:48:56
02022,2022.HK,遊萊互動,0.067,21.82,1519500,134000000,134000000,21620,70.28,1.13,10,0,0,2026-09-08 12:48:56
06909,6909.HK,百得利控股,0.277,-8.28,1366410,172432500,172432500,121035,11.29,0.79,10,0,0,2026-09-08 12:48:57
00442,442.HK,域能控股,0.75,-5.06,1373210,194362500,194362500,120005,11.44,0.71,10,0,0,2026-09-08 12:48:56
01752,1752.HK,澳洲成峰高教,0.118,19.19,607250,263357828,263357828,20098,30.21,0.23,10,0,0,2026-09-08 12:48:56
01985,1985.HK,美高域,1.52,4.11,11183300,465688480,465688480,76656,145.89,2.4,10,0,0,2026-09-08 12:48:56
00391,391.HK,美亞娛樂資訊,0.1,0.0,2100000,592373852,592373852,91403,22.98,0.35,10,0,0,2026-09-08 12:48:56
01204,1204.HK,博維智慧,1.6,3.9,646900,800000000,800000000,47660,13.57,0.08,10,0,0,2026-09-08 12:48:56
