code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
00339,339.HK,全球數字控股,0.168,46.09,2778660,72576000,72576000,164913,16.85,3.83,10,0,0,2026-09-08 12:44:56
01561,1561.HK,聯洋智能控股,0.076,-12.64,871720,80974512,80974512,32713,26.65,1.08,10,0,0,2026-09-08 12:44:56
08120,8120.HK,國農金融投資,0.53,6.0,1980480,86192183,86192183,157921,12.54,2.3,10,0,0,2026-09-08 12:44:57
02178,2178.HK,百勤油服,0.076,18.75,2491420,131227276,131227276,221245,11.26,1.9,10,0,0,2026-09-08 12:44:56
08471,8471.HK,新達控股,1.88,-12.96,2390710,138292800,138292800,102405,23.35,1.73,10,0,0,2026-09-08 12:44:57
01647,1647.HK,雄岸科技,0.135,35.0,25092400,161330400,161330400,1379420,18.19,15.55,10,0,0,2026-09-08 12:44:56
01555,1555.HK,MI能源,0.05,35.14,4916550,169326276,169326276,451230,10.9,2.9,10,0,0,2026-09-08 12:44:56
02159,2159.HK,麥迪衛康,0.59,-13.24,9369000,198523200,198523200,665960,14.07,4.72,10,0,0,2026-09-08 12:44:56
03639,3639.HK,億達中國,0.095,53.23,1510700,245477150,245477150,16849,89.66,0.62,10,0,0,2026-09-08 12:44:56
02738,2738.HK,華津國際控股,0.425,32.81,1631570,255000000,255000000,132230,12.34,0.64,10,0,0,2026-09-08 12:44:56
01938,1938.HK,珠江鋼管,0.335,38.43,2932150,338732570,338732570,79622,36.83,0.87,10,0,0,2026-09-08 12:44:56
00943,943.HK,中證國際,0.192,-4.0,888030,395635436,395635436,12361,71.84,0.22,10,0,0,2026-09-08 12:44:56
01036,1036.HK,萬科海外,1.4,3.7,1054180,545339105,545339105,31964,32.98,0.19,10,0,0,2026-09-08 12:44:56
01373,1373.HK,國際家居零售,0.845,-3.43,5253110,602698785,602698785,503924,10.42,0.87,10,0,0,2026-09-08 12:44:56
01520,1520.HK,天機控股,0.6,-4.76,33325740,629362988,629362988,2594749,12.84,5.3,10,0,0,2026-09-08 12:44:56
06677,6677.HK,遠洋服務,0.658,11.9,4857480,779072000,779072000,220832,22.0,0.62,10,0,0,2026-09-08 12:44:57
