code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
03401,3401.HK,GXAI基礎設施,96.36,-3.74,506596,16518898,,46670,10.85,3.07,3,1,0,2026-09-08 12:49:49
03410,3410.HK,恆生日本東證一百,6.735,-2.88,589872,44921103,,53738,10.98,1.31,3,1,0,2026-09-08 12:49:49
00209,209.HK,萬維智能科技,0.48,4.35,124305160,71312246,71312246,9759918,12.74,174.31,10,0,0,2026-09-08 12:49:48
08491,8491.HK,COOL LINK,0.27,-11.48,2886775,107623665,107623665,59118,48.83,2.68,10,0,0,2026-09-08 12:49:49
00989,989.HK,中國長白山國際,0.45,-40.0,1393800,162081873,162081873,21877,63.71,0.86,10,0,0,2026-09-08 12:49:48
02017,2017.HK,滄海控股,0.265,15.22,707176,163903030,163903030,23806,29.71,0.43,10,0,0,2026-09-08 12:49:49
00776,776.HK,帝國科技集團,0.415,3.75,1632375,278812583,278812583,80934,20.17,0.59,10,0,0,2026-09-08 12:49:48
01260,1260.HK,皓天財經集團,0.375,0.0,2973750,431795250,431795250,78967,37.66,0.69,10,0,0,2026-09-08 12:49:48
01243,1243.HK,宏安地產,0.032,-5.88,512076,486400000,486400000,32608,15.7,0.11,10,0,0,2026-09-08 12:49:48
02671,2671.HK,美聯股份,4.6,6.24,554946,554530023,554530023,25338,21.9,0.1,10,0,0,2026-09-08 12:49:49
01268,1268.HK,美東汽車,0.455,-12.5,6308351,612542476,612542476,515992,12.23,1.03,10,0,0,2026-09-08 12:49:48
02878,2878.HK,晶門半導體,0.29,-9.38,4408710,724348182,724348182,345238,12.77,0.61,10,0,0,2026-09-08 12:49:49
00420,420.HK,福田實業,0.62,-3.12,537760,759516715,759516715,42384,12.69,0.07,10,0,0,2026-09-08 12:49:48
