code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08136,8136.HK,英馬斯集團,0.038,-11.63,791090,38000000,38000000,24470,32.33,2.08,10,0,0,2026-09-08 12:48:42
01340,1340.HK,惠生國際,0.464,11.54,579200,64229525,64229525,56101,10.32,0.9,10,0,0,2026-09-08 12:48:42
08423,8423.HK,潪澔發展,0.098,12.64,608600,78400000,78400000,33727,18.04,0.78,10,0,0,2026-09-08 12:48:43
01718,1718.HK,宏基集團控股,0.36,16.13,1901650,109483200,109483200,103266,18.42,1.74,10,0,0,2026-09-08 12:48:42
06893,6893.HK,衍生集團,0.12,22.45,3378430,131015520,131015520,76975,43.89,2.58,10,0,0,2026-09-08 12:48:42
00637,637.HK,利記,0.188,3.87,1436460,155805000,155805000,57671,24.91,0.92,10,0,0,2026-09-08 12:48:41
01102,1102.HK,環能國際,0.06,7.14,1751000,167963145,167963145,118193,14.81,1.04,10,0,0,2026-09-08 12:48:42
01715,1715.HK,智慧健康科技,0.52,-1.89,3958500,187595137,187595137,263890,15.0,2.11,10,0,0,2026-09-08 12:48:42
00591,591.HK,中國高精密,0.23,12.2,1982070,238625000,238625000,160595,12.34,0.83,10,0,0,2026-09-08 12:48:41
01480,1480.HK,恩達集團控股,1.11,14.43,4021910,266400000,266400000,116520,34.52,1.51,10,0,0,2026-09-08 12:48:42
01008,1008.HK,力圖控股,0.193,11.56,520790,302601734,302601734,26816,19.42,0.17,10,0,0,2026-09-08 12:48:42
01335,1335.HK,順泰控股,0.137,9.6,887260,333476655,333476655,40365,21.98,0.27,10,0,0,2026-09-08 12:48:42
00776,776.HK,帝國科技集團,0.663,0.91,17677590,445428296,445428296,608615,29.05,3.97,10,0,0,2026-09-08 12:48:41
03302,3302.HK,精技集團,0.49,20.99,25924580,450992763,450992763,462897,56.01,5.75,10,0,0,2026-09-08 12:48:42
00256,256.HK,冠城鐘表珠寶,0.087,14.47,2203150,451751592,451751592,166980,13.19,0.49,10,0,0,2026-09-08 12:48:41
01371,1371.HK,中國生態旅遊,1.82,1.11,500170,622638154,622638154,28681,17.44,0.08,10,0,0,2026-09-08 12:48:42
03389,3389.HK,亨得利,0.178,-3.26,13814310,783915375,783915375,385949,35.79,1.76,10,0,0,2026-09-08 12:48:42
01586,1586.HK,力鴻檢驗,1.37,-2.84,566560,803686961,803686961,31873,17.78,0.07,10,0,0,2026-09-08 12:48:42
00465,465.HK,富通科技,2.63,17.41,29649560,828676180,828676180,1788064,16.58,3.58,10,0,0,2026-09-08 12:48:41
01346,1346.HK,利華控股集團,1.41,-0.7,3439280,901131000,901131000,170612,20.16,0.38,10,0,0,2026-09-08 12:48:42
