code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08069,8069.HK,飛道旅遊科技,0.52,22.35,598770,21234564,21234564,34368,17.42,2.82,10,0,0,2026-09-08 12:49:01
00197,197.HK,亨泰,0.28,0.0,709980,58578927,58578927,27217,26.09,1.21,10,0,0,2026-09-08 12:49:00
08291,8291.HK,港娛國際,0.305,0.0,585600,65066666,65066666,6349,92.23,0.9,10,0,0,2026-09-08 12:49:01
00145,145.HK,信能低碳,0.208,9.47,8179330,76169978,76169978,216408,37.8,10.74,10,0,0,2026-09-08 12:49:00
08275,8275.HK,中國新消費集團,0.1,9.89,951800,95998554,95998554,56008,16.99,0.99,10,0,0,2026-09-08 12:49:01
01162,1162.HK,瑩嵐集團,0.206,8.99,2871900,123600000,123600000,232290,12.36,2.32,10,0,0,2026-09-08 12:49:00
02028,2028.HK,映美控股,0.189,42.11,4176470,162225145,162225145,33810,123.53,2.57,10,0,0,2026-09-08 12:49:00
00396,396.HK,興利(香港)控股,0.21,-38.24,6961840,169700165,169700165,489249,14.23,4.1,10,0,0,2026-09-08 12:49:00
08283,8283.HK,中食民安,0.55,-6.78,5726730,190080000,190080000,102814,55.7,3.01,10,0,0,2026-09-08 12:49:01
06988,6988.HK,樂享集團,0.088,-10.2,1583000,208729594,208729594,146930,10.77,0.76,10,0,0,2026-09-08 12:49:01
01245,1245.HK,NIRAKU,0.188,15.34,827210,224819886,224819886,21876,37.81,0.37,10,0,0,2026-09-08 12:49:00
01446,1446.HK,鴻福堂,0.365,-1.35,836620,239419560,239419560,37984,22.03,0.35,10,0,0,2026-09-08 12:49:00
01289,1289.HK,盛力達科技,1.966,6.5,1156580,251648000,62912000,80814,14.31,0.46,10,0,0,2026-09-08 12:49:00
00828,828.HK,王朝酒業,0.189,-7.35,810500,266188712,266188712,33742,24.02,0.3,10,0,0,2026-09-08 12:49:00
02239,2239.HK,國微控股,1.52,33.33,4115870,493896625,493896625,124344,33.1,0.83,10,0,0,2026-09-08 12:49:00
02501,2501.HK,邁越科技,1.05,0.0,750100,525000000,525000000,48940,15.33,0.14,10,0,0,2026-09-08 12:49:00
02372,2372.HK,偉立控股,0.67,36.73,9219000,536000001,536000000,380060,24.26,1.72,10,0,0,2026-09-08 12:49:00
06188,6188.HK,迪信通,0.76,31.03,1138900,673709904,417057904,59650,19.09,0.17,10,0,0,2026-09-08 12:49:01
00618,618.HK,北大資源,0.325,4.84,1476640,889660616,889660616,107452,13.74,0.17,10,0,0,2026-09-08 12:49:00
