code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08460,8460.HK,基地錦標集團,0.25,110.08,29335860,66402004,66402004,431877,67.93,44.18,10,0,0,2026-09-08 12:46:08
00571,571.HK,豐德麗控股,0.047,-20.34,727040,82526213,82526213,10414,69.81,0.88,10,0,0,2026-09-08 12:46:07
01850,1850.HK,美好生活集團控股,0.63,10.53,11790110,108864000,108864000,665308,17.72,10.83,10,0,0,2026-09-08 12:46:08
01679,1679.HK,瑞斯康集團,0.53,-14.52,2041450,114381335,114381335,74560,27.38,1.78,10,0,0,2026-09-08 12:46:08
01894,1894.HK,恆益控股,0.508,4.1,992150,118545356,118545356,33579,29.55,0.84,10,0,0,2026-09-08 12:46:08
01690,1690.HK,立基工程控股,0.085,88.89,4569550,122844550,122844550,2069,2208.58,3.72,10,0,0,2026-09-08 12:46:08
00726,726.HK,築友智造科技,0.044,-2.22,1129740,136448212,136448212,46794,24.14,0.83,10,0,0,2026-09-08 12:46:08
00138,138.HK,中建富通,0.87,22.54,978190,139171764,139171764,2791,350.48,0.7,10,0,0,2026-09-08 12:46:07
01449,1449.HK,立德教育,0.25,-1.96,507500,200000000,200000000,23569,21.53,0.25,10,0,0,2026-09-08 12:46:08
08368,8368.HK,中國創意控股,0.53,-3.64,1984100,366875391,366875391,51245,38.72,0.54,10,0,0,2026-09-08 12:46:08
00897,897.HK,位元堂,0.475,7.95,2743340,529331872,529331872,146099,18.78,0.52,10,0,0,2026-09-08 12:46:08
