code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08293,8293.HK,星亞控股,0.094,70.91,513130,20213769,20213769,1444,355.35,2.54,10,0,0,2026-09-08 12:44:41
08226,8226.HK,樹熊金融集團,0.148,7.25,1905470,61790591,61790591,5266,361.84,3.08,10,0,0,2026-09-08 12:44:40
01235,1235.HK,專業旅運,0.165,13.01,1422750,84126735,84126735,9409,151.21,1.69,10,0,0,2026-09-08 12:44:18
01647,1647.HK,雄岸科技,0.085,11.84,8403100,101578400,101578400,407930,20.6,8.27,10,0,0,2026-09-08 12:44:22
08267,8267.HK,藍港互動,0.33,15.79,3091200,121932678,121932678,122800,25.17,2.54,10,0,0,2026-09-08 12:44:40
02212,2212.HK,高鵬礦業,0.1,0.0,590820,126389920,126389920,700,844.03,0.47,10,0,0,2026-09-08 12:44:27
00510,510.HK,時富金融服務集團,0.295,9.26,762300,127196560,127196560,62229,12.25,0.6,10,0,0,2026-09-08 12:44:10
08350,8350.HK,立橋證券控股,0.142,-11.25,732890,134909088,134909088,23865,30.71,0.54,10,0,0,2026-09-08 12:44:41
01987,1987.HK,BENG SOON MACH,0.136,3.82,719460,136000000,136000000,21496,33.47,0.53,10,0,0,2026-09-08 12:44:26
01305,1305.HK,偉志控股,0.79,0.0,500720,171134540,171134540,2102,238.21,0.29,10,0,0,2026-09-08 12:44:18
01150,1150.HK,米蘭站,0.164,12.33,687820,173337611,173337611,44638,15.41,0.4,10,0,0,2026-09-08 12:44:17
02263,2263.HK,富石金融,0.191,-4.5,1132500,191000000,191000000,85310,13.28,0.59,10,0,0,2026-09-08 12:44:28
01895,1895.HK,鑫苑服務,0.445,-2.2,2437410,263901688,263901688,95156,25.61,0.92,10,0,0,2026-09-08 12:44:25
06882,6882.HK,東瀛遊,0.575,3.6,3453300,288908750,288908750,133682,25.83,1.2,10,0,0,2026-09-08 12:44:37
02699,2699.HK,新明中國,11.171,19.02,2420050,293805209,293805209,135702,17.83,0.82,10,0,0,2026-09-08 12:44:32
01822,1822.HK,中木國際,0.16,15.94,961930,315807578,315807578,48478,19.84,0.3,10,0,0,2026-09-08 12:44:24
06866,6866.HK,佐力科創,0.281,1.81,581210,331580000,84300000,12063,48.18,0.18,10,0,0,2026-09-08 12:44:37
01856,1856.HK,依波路,0.96,-3.03,4320260,345847212,345847212,93328,46.29,1.25,10,0,0,2026-09-08 12:44:24
06118,6118.HK,奧星生命科技,0.7,1.45,2584140,358807400,358807400,150406,17.18,0.72,10,0,0,2026-09-08 12:44:36
01073,1073.HK,大禹金融,0.115,-8.0,792450,393068916,393068916,37200,21.3,0.2,10,0,0,2026-09-08 12:44:16
00227,227.HK,第一上海,0.39,9.86,44228130,854365163,854365163,3210399,13.78,5.18,10,0,0,2026-09-08 12:44:08
03329,3329.HK,交銀國際,0.325,-2.99,8491240,888677400,888677400,748975,11.34,0.96,10,0,0,2026-09-08 12:44:33
01278,1278.HK,中國新城鎮,0.099,17.86,1389320,962898395,962898395,118241,11.75,0.14,10,0,0,2026-09-08 12:44:18
