code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
01225,1225.HK,隆成金融,0.207,0.98,729150,47676739,47676739,8115,89.85,1.53,10,0,0,2026-09-08 12:46:06
08118,8118.HK,中資國際控股,0.108,0.0,1555400,54000000,54000000,101290,15.36,2.88,10,0,0,2026-09-08 12:46:06
02147,2147.HK,正味集團,1.02,13.33,4876720,68544000,68544000,290490,16.79,7.11,10,0,0,2026-09-08 12:46:06
08275,8275.HK,中國新消費集團,0.127,8.55,1512120,121918164,121918164,45764,33.04,1.24,10,0,0,2026-09-08 12:46:06
08481,8481.HK,盛龍錦秀國際,0.405,-6.9,1827000,164093850,164093850,30700,59.51,1.11,10,0,0,2026-09-08 12:46:06
01715,1715.HK,智慧健康科技,0.46,22.67,2275250,165949544,165949544,214045,10.63,1.37,10,0,0,2026-09-08 12:46:06
01327,1327.HK,勵時集團,0.73,-1.35,598600,188913254,188913254,18790,31.86,0.32,10,0,0,2026-09-08 12:46:06
01792,1792.HK,CMON,1.053,17.52,6231390,260807040,260807040,540271,11.53,2.39,10,0,0,2026-09-08 12:46:06
01753,1753.HK,兌吧,0.255,4.51,1589100,274589916,274589916,105363,15.08,0.58,10,0,0,2026-09-08 12:46:06
01867,1867.HK,標準發展集團,0.211,17.22,1291920,315234000,315234000,39419,32.77,0.41,10,0,0,2026-09-08 12:46:06
02107,2107.HK,第一服務控股,0.255,0.0,542830,322320000,322320000,33353,16.28,0.17,10,0,0,2026-09-08 12:46:06
02393,2393.HK,巨星醫療控股,0.152,16.92,8147130,354401680,354401680,170486,47.79,2.3,10,0,0,2026-09-08 12:46:06
01265,1265.HK,天津津燃公用,0.218,-2.24,2201820,400969100,109013080,11568,190.34,0.55,10,0,0,2026-09-08 12:46:06
01218,1218.HK,永義國際,2.89,0.0,3323540,427652969,427652969,13173,252.3,0.78,10,0,0,2026-09-08 12:46:06
01442,1442.HK,鷹輝物流,0.335,0.0,11922650,691440000,691440000,43170,276.18,1.72,10,0,0,2026-09-08 12:46:06
02505,2505.HK,EDA集團控股,2.12,-3.64,10335530,982229390,982229390,511818,20.19,1.05,10,0,0,2026-09-08 12:46:06
