code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08221,8221.HK,高裕金融,1.15,-8.73,3434500,54740000,54740000,31365,109.5,6.27,10,0,0,2026-09-08 12:46:50
08007,8007.HK,環球戰略集團,0.295,1.72,2745000,66763642,66763642,78367,35.03,4.11,10,0,0,2026-09-08 12:46:49
08081,8081.HK,白居易控股,0.018,28.57,2611230,92808632,92808632,57843,45.14,2.81,10,0,0,2026-09-08 12:46:50
01850,1850.HK,美好生活集團控股,0.62,5.08,3461410,107136000,107136000,34060,101.63,3.23,10,0,0,2026-09-08 12:46:49
02370,2370.HK,力高健康生活,0.67,57.65,2984400,134000000,134000000,63290,47.15,2.23,10,0,0,2026-09-08 12:46:49
08368,8368.HK,中國創意控股,0.228,0.44,2121600,157825640,157825640,151173,14.03,1.34,10,0,0,2026-09-08 12:46:50
00328,328.HK,ALCO HOLDINGS,0.962,1.69,1898720,275509248,275509248,181731,10.45,0.69,10,0,0,2026-09-08 12:46:49
00244,244.HK,先施,0.33,3.12,642630,433607645,433607645,7457,86.18,0.15,10,0,0,2026-09-08 12:46:49
02298,2298.HK,都市麗人,0.269,-5.28,2329370,605103990,605103990,206965,11.25,0.38,10,0,0,2026-09-08 12:46:49
00711,711.HK,亞洲聯合基建控股,0.43,0.0,797000,792452033,792452033,40257,19.8,0.1,10,0,0,2026-09-08 12:46:49
00805,805.HK,新吉奧房車,1.01,1.0,23297900,969600000,969600000,648104,35.95,2.4,10,0,0,2026-09-08 12:46:49
