code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
00428,428.HK,中國天弓控股,0.26,17.65,6597640,40107142,40107142,223592,29.51,16.45,10,0,0,2026-09-08 12:45:03
00061,61.HK,綠領控股,0.432,10.2,3158930,56836124,56836124,118355,26.69,5.56,10,0,0,2026-09-08 12:45:03
00645,645.HK,安域亞洲,0.174,89.13,4506260,89292520,89292520,67470,66.79,5.05,10,0,0,2026-09-08 12:45:03
01069,1069.HK,中國健康科技集團,0.315,12.5,1437690,97263388,97263388,122931,11.7,1.48,10,0,0,2026-09-08 12:45:03
00269,269.HK,中國資源交通,0.011,0.0,2327830,117085025,117085025,149194,15.6,1.99,10,0,0,2026-09-08 12:45:03
00814,814.HK,北京京客隆,0.295,-1.67,521420,121604900,53737200,51413,10.14,0.43,10,0,0,2026-09-08 12:45:03
01000,1000.HK,北青傳媒,0.78,16.42,528840,153901800,42822780,12795,41.33,0.34,10,0,0,2026-09-08 12:45:03
01129,1129.HK,中國水業集團,0.25,12.61,591110,158048482,158048482,36860,16.04,0.37,10,0,0,2026-09-08 12:45:03
01449,1449.HK,立德教育,0.265,3.92,2110020,212000000,212000000,108012,19.54,1.0,10,0,0,2026-09-08 12:45:03
08050,8050.HK,城市酷選,1.05,45.83,1437630,284812500,284812500,19032,75.54,0.5,10,0,0,2026-09-08 12:45:03
01097,1097.HK,周大福媒體娛樂,0.042,13.51,654770,299654188,299654188,46529,14.07,0.22,10,0,0,2026-09-08 12:45:03
00185,185.HK,正商實業,0.157,9.79,1888260,300401707,300401707,36784,51.33,0.63,10,0,0,2026-09-08 12:45:03
01419,1419.HK,盈健醫療,0.95,14.46,1012060,360574621,360574621,43436,23.3,0.28,10,0,0,2026-09-08 12:45:03
01738,1738.HK,飛尚無煙煤,0.265,143.12,13582750,365844637,365844637,6984,1944.84,3.71,10,0,0,2026-09-08 12:45:03
01993,1993.HK,雅仕維,0.82,24.24,4106760,397626806,397626806,5511,745.19,1.03,10,0,0,2026-09-08 12:45:03
06919,6919.HK,人瑞人才,4.61,15.83,1613240,730434580,730434580,32475,49.68,0.22,10,0,0,2026-09-08 12:45:03
01022,1022.HK,飛魚科技,0.44,49.15,18984770,769754507,769754507,843900,22.5,2.47,10,0,0,2026-09-08 12:45:03
06118,6118.HK,奧星生命科技,1.53,41.67,20810880,784250460,784250460,1070216,19.45,2.65,10,0,0,2026-09-08 12:45:03
