code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08482,8482.HK,萬勵達,0.121,6.14,591690,21742190,21742190,43182,13.7,2.72,10,0,0,2026-09-08 12:48:45
00197,197.HK,亨泰,0.295,5.36,1028810,61717084,61717084,24401,42.16,1.67,10,0,0,2026-09-08 12:48:44
00518,518.HK,同得仕(集團),0.26,13.04,676740,117277565,117277565,27969,24.2,0.58,10,0,0,2026-09-08 12:48:44
02080,2080.HK,奧克斯國際,0.248,-9.82,557500,122260032,122260032,15450,36.08,0.46,10,0,0,2026-09-08 12:48:45
00821,821.HK,匯盈控股,0.33,43.48,8804540,122458122,122458122,26432,333.1,7.19,10,0,0,2026-09-08 12:48:45
08160,8160.HK,GOLDWAY EDU,0.62,21.57,2215560,133171003,133171003,31670,69.96,1.66,10,0,0,2026-09-08 12:48:45
08400,8400.HK,亞洲先鋒娛樂,0.134,57.65,3706200,134000000,134000000,91550,40.48,2.77,10,0,0,2026-09-08 12:48:45
01354,1354.HK,經發物業,2.4,-4.76,965900,160000320,40000320,89390,10.81,0.6,10,0,0,2026-09-08 12:48:45
06928,6928.HK,萬馬控股,0.285,27.8,3350390,218025000,218025000,16613,201.67,1.54,10,0,0,2026-09-08 12:48:45
02023,2023.HK,中國綠島科技,0.76,-3.8,799700,373768000,373768000,21690,36.87,0.21,10,0,0,2026-09-08 12:48:45
00169,169.HK,萬達酒店發展,0.1,19.05,3285350,469734649,469734649,83772,39.22,0.7,10,0,0,2026-09-08 12:48:44
00301,301.HK,三和精化,1.94,-9.77,22041060,912691896,912691896,181273,121.59,2.41,10,0,0,2026-09-08 12:48:44
00554,554.HK,漢思集團控股,0.214,1.9,2682820,938889279,938889279,12881,208.28,0.29,10,0,0,2026-09-08 12:48:44
