scan_date,code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time,mcap_unreliable
2025-08-04,01985,1985.HK,美高域,1.55,4.73,8537840,474879700.0,474879700.0,185726,45.97,1.8,10,0,0,2026-09-08 12:45:11,1
2025-08-04,01565,1565.HK,成實外教育,0.213,-2.29,1165520,646835631.0,646835631.0,71237,16.36,0.18,10,0,0,2026-09-08 12:45:11,1
2025-08-04,00156,156.HK,力寶華潤,0.71,-2.74,2264910,652270802.0,652270802.0,98644,22.96,0.35,10,0,0,2026-09-08 12:45:11,1
2025-08-04,02625,2625.HK,江蘇宏信,2.81,8.08,7251900,662147178.0,662147178.0,597260,12.14,1.1,10,0,0,2026-09-08 12:45:11,1
2025-08-04,00420,420.HK,福田實業,0.573,7.5,2329430,701940448.0,701940448.0,135524,17.19,0.33,10,0,0,2026-09-08 12:45:11,1
2025-08-04,00306,306.HK,冠忠巴士集團,1.89,5.59,1353140,901108231.0,901108231.0,132916,10.18,0.15,10,0,0,2026-09-08 12:45:11,1
2025-08-04,00727,727.HK,中國豐匯,0.785,-4.03,1573200,998397540.0,998397540.0,102357,15.37,0.16,10,0,0,2026-09-08 12:45:11,1
2025-08-05,03728,3728.HK,正利控股,0.048,14.29,798860,48624000.0,48624000.0,29206,27.35,1.64,10,0,0,2026-09-08 12:45:12,1
2025-08-05,08035,8035.HK,駿高控股,0.09,8.43,2602700,54000000.0,54000000.0,216730,12.01,4.82,10,0,0,2026-09-08 12:45:12,1
2025-08-05,08537,8537.HK,創輝珠寶,0.232,48.72,1672990,83520000.0,83520000.0,14434,115.9,2.0,9,1,0,2026-09-08 12:45:12,1
2025-08-05,01967,1967.HK,信懇智能,0.62,1.64,6918300,186000000.0,186000000.0,219110,31.57,3.72,10,0,0,2026-09-08 12:45:12,1
2025-08-05,01540,1540.HK,澳獅環球,0.41,0.0,1328330,204455447.0,204455447.0,119023,11.16,0.65,10,0,0,2026-09-08 12:45:12,1
2025-08-05,01449,1449.HK,立德教育,0.275,3.77,4849720,220000000.0,220000000.0,432830,11.2,2.2,10,0,0,2026-09-08 12:45:12,1
2025-08-05,00865,865.HK,建德國際控股,0.038,11.76,673510,221843608.0,221843608.0,64268,10.48,0.3,10,0,0,2026-09-08 12:45:12,1
2025-08-05,01667,1667.HK,迪米生活控股,0.3,122.22,1847360,288000000.0,288000000.0,4050,456.14,0.64,10,0,0,2026-09-08 12:45:12,1
2025-08-05,00022,22.HK,茂盛控股,8.6,3.61,3188040,338218710.0,338218710.0,309766,10.29,0.94,10,0,0,2026-09-08 12:45:12,1
2025-08-05,01020,1020.HK,中細軟科技,0.062,6.9,995830,370957284.0,370957284.0,95559,10.42,0.27,10,0,0,2026-09-08 12:45:12,1
2025-08-05,00767,767.HK,中基長壽科學,0.6,11.11,7025970,381992580.0,381992580.0,618992,11.35,1.84,10,0,0,2026-09-08 12:45:12,1
2025-08-05,01938,1938.HK,珠江鋼管,0.39,27.87,2155160,394345380.0,394345380.0,212632,10.14,0.55,10,0,0,2026-09-08 12:45:12,1
2025-08-05,02350,2350.HK,數科集團,0.479,15.7,9882250,419125000.0,419125000.0,818370,12.08,2.36,10,0,0,2026-09-08 12:45:12,1
2025-08-05,01418,1418.HK,盛諾集團,0.255,-15.0,1382910,446250510.0,446250510.0,56464,24.49,0.31,10,0,0,2026-09-08 12:45:12,1
2025-08-05,08223,8223.HK,紫元元,1.01,7.45,46120440,521160000.0,521160000.0,1528020,30.18,8.85,10,0,0,2026-09-08 12:45:12,1
2025-08-05,02427,2427.HK,GUANZE MEDICAL,0.55,17.02,1426450,522500000.0,522500000.0,116332,12.26,0.27,10,0,0,2026-09-08 12:45:12,1
2025-08-05,08021,8021.HK,匯隆控股,0.8,11.11,3262000,574684042.0,574684042.0,112119,29.09,0.57,10,0,0,2026-09-08 12:45:12,1
2025-08-06,08245,8245.HK,烽翼集團,0.192,-1.03,1759530,39709684.0,55591924.0,18069,97.38,3.17,10,0,0,2026-09-08 12:45:13,1
2025-08-06,08160,8160.HK,GOLDWAY EDU,0.42,0.0,2924280,90212615.0,90212615.0,62706,46.63,3.24,10,0,0,2026-09-08 12:45:13,1
2025-08-06,01561,1561.HK,聯洋智能控股,0.096,52.38,1906280,102283594.0,102283594.0,18763,101.6,1.86,10,0,0,2026-09-08 12:45:13,1
2025-08-06,08176,8176.HK,超人智能,0.159,45.87,978800,113764616.0,113764616.0,50092,19.54,0.86,10,0,0,2026-09-08 12:45:13,0
2025-08-06,08535,8535.HK,熒德控股,0.106,8.16,5533700,127200000.0,127200000.0,394704,14.02,4.35,10,0,0,2026-09-08 12:45:13,1
2025-08-06,00276,276.HK,蒙古能源,0.69,2.99,840390,129806836.0,129806836.0,75689,11.1,0.65,10,0,0,2026-09-08 12:45:13,1
2025-08-06,02728,2728.HK,金泰能源控股,0.031,0.0,564750,138105648.0,138105648.0,44738,12.62,0.41,10,0,0,2026-09-08 12:45:13,1
2025-08-06,00572,572.HK,未來世界控股,0.47,-11.32,1273710,141708709.0,141708709.0,29705,42.88,0.9,10,0,0,2026-09-08 12:45:13,1
2025-08-06,02381,2381.HK,蜆殼電業,0.098,5.38,833040,196000000.0,196000000.0,47169,17.66,0.43,10,0,0,2026-09-08 12:45:13,1
2025-08-06,01991,1991.HK,大洋集團,1.14,37.35,3687940,196087638.0,196087638.0,309646,11.91,1.88,10,0,0,2026-09-08 12:45:13,1
2025-08-06,00423,423.HK,經濟日報集團,0.77,0.0,1075600,332332000.0,332332000.0,80314,13.39,0.32,10,0,0,2026-09-08 12:45:13,1
2025-08-06,00969,969.HK,華聯國際,0.169,34.13,519900,370309420.0,370309420.0,9393,55.35,0.14,10,0,0,2026-09-08 12:45:13,1
2025-08-06,00096,96.HK,友成控股,0.635,16.51,931340,404208996.0,404208996.0,34434,27.05,0.23,10,0,0,2026-09-08 12:45:13,1
2025-08-06,01079,1079.HK,松景科技,0.212,54.74,42921450,453691153.0,453691153.0,1147456,37.41,9.46,5,1,0,2026-09-08 12:45:13,1
2025-08-06,02237,2237.HK,中國石墨,0.38,7.04,4450150,608000000.0,608000000.0,307185,14.49,0.73,10,0,0,2026-09-08 12:45:13,1
2025-08-07,08003,8003.HK,世大控股,0.184,64.29,3144740,61137599.0,61137599.0,122,25776.56,5.14,10,0,0,2026-09-08 12:45:14,1
2025-08-07,00784,784.HK,愛生命國際,0.089,36.92,706800,71200000.0,71200000.0,42120,16.78,0.99,10,0,0,2026-09-08 12:45:14,1
2025-08-07,01750,1750.HK,全達電器集團控股,0.044,25.71,2423000,79200000.0,79200000.0,41990,57.7,3.06,10,0,0,2026-09-08 12:45:14,1
2025-08-07,08401,8401.HK,華夏水務集團,0.108,-10.74,4563300,87826746.0,87826746.0,137447,33.2,5.2,10,0,0,2026-09-08 12:45:14,1
2025-08-07,02122,2122.HK,凱知樂國際,0.077,14.93,834020,104405400.0,104405400.0,16751,49.79,0.8,10,0,0,2026-09-08 12:45:14,1
2025-08-07,01720,1720.HK,普天通信集團,0.135,22.73,1178500,148500000.0,148500000.0,63360,18.6,0.79,10,0,0,2026-09-08 12:45:14,1
2025-08-07,09916,9916.HK,興業物聯,0.4,2.56,511110,160000000.0,160000000.0,18465,27.68,0.32,10,0,0,2026-09-08 12:45:14,1
2025-08-07,02203,2203.HK,腦洞科技,0.212,9.28,4244600,169600000.0,169600000.0,280320,15.14,2.5,10,0,0,2026-09-08 12:45:14,1
2025-08-07,01355,1355.HK,生物系統工程,0.101,0.0,2875000,180749372.0,180749372.0,29192,98.49,1.59,10,0,0,2026-09-08 12:45:14,1
2025-08-07,01826,1826.HK,豐展控股,0.082,-7.87,861260,196603200.0,196603200.0,45100,19.1,0.44,10,0,0,2026-09-08 12:45:14,1
2025-08-07,06893,6893.HK,衍生集團,0.216,40.26,1254410,235827936.0,235827936.0,6468,193.94,0.53,10,0,0,2026-09-08 12:45:14,1
2025-08-07,00989,989.HK,中國長白山國際,0.83,22.06,1094460,298951010.0,298951010.0,86252,12.69,0.37,10,0,0,2026-09-08 12:45:14,1
2025-08-07,08050,8050.HK,城市酷選,1.625,27.45,1006590,440781250.0,440781250.0,90685,11.1,0.23,10,0,0,2026-09-08 12:45:14,1
2025-08-07,00825,825.HK,新世界百貨中國,0.34,17.24,6903640,573289300.0,573289300.0,52999,130.26,1.2,10,0,0,2026-09-08 12:45:14,1
2025-08-08,08472,8472.HK,立高控股,0.41,-2.38,1805170,47232000.0,47232000.0,11541,156.41,3.82,10,0,0,2026-09-08 12:45:15,1
2025-08-08,01470,1470.HK,富一國際控股,0.106,55.88,1085400,84800000.0,84800000.0,7710,140.78,1.28,10,0,0,2026-09-08 12:45:15,1
2025-08-08,08271,8271.HK,環球數碼創意,0.065,38.3,562750,97715120.0,97715120.0,19902,28.28,0.58,10,0,0,2026-09-08 12:45:15,1
2025-08-08,08507,8507.HK,愛世紀集團,0.125,1.63,509800,100000000.0,100000000.0,1645,309.91,0.51,10,0,0,2026-09-08 12:45:15,1
2025-08-08,02728,2728.HK,金泰能源控股,0.031,0.0,1900850,138105648.0,138105648.0,107635,17.66,1.38,10,0,0,2026-09-08 12:45:15,1
2025-08-08,01716,1716.HK,毛記葵湧,0.58,24.73,3572030,156600000.0,156600000.0,27320,130.75,2.28,10,0,0,2026-09-08 12:45:15,1
2025-08-08,03302,3302.HK,精技集團,0.179,39.84,2532610,164750418.0,164750418.0,98058,25.83,1.54,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00821,821.HK,匯盈控股,0.547,15.64,4309390,202983615.0,202983615.0,420998,10.24,2.12,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00352,352.HK,富陽,0.83,144.12,36433889,204332214.0,204332214.0,1694618,21.5,17.83,10,0,0,2026-09-08 12:45:15,1
2025-08-08,01389,1389.HK,美捷匯控股,0.38,-3.8,723770,210646666.0,210646666.0,60938,11.88,0.34,10,0,0,2026-09-08 12:45:15,1
2025-08-08,08229,8229.HK,未來數據集團,0.47,27.03,3206000,261075600.0,261075600.0,15563,206.0,1.23,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00476,476.HK,科軒動力控股,0.8,17.65,3038960,284519287.0,284519287.0,282021,10.78,1.07,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00361,361.HK,漢成發展控股,0.052,20.93,826840,304265000.0,304265000.0,25384,32.57,0.27,10,0,0,2026-09-08 12:45:15,1
2025-08-08,01397,1397.HK,碧瑤綠色集團,0.83,22.06,7597960,344450000.0,344450000.0,128357,59.19,2.21,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00953,953.HK,邵氏兄弟控股,0.265,21.56,17635230,376196650.0,376196650.0,1285156,13.72,4.69,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00585,585.HK,意力國際(五百),0.7,62.79,1955070,580945100.0,580945100.0,40475,48.3,0.34,10,0,0,2026-09-08 12:45:15,1
2025-08-08,01780,1780.HK,榮尊國際控股,1.08,-1.82,1103400,669600000.0,669600000.0,56573,19.5,0.16,10,0,0,2026-09-08 12:45:15,1
2025-08-08,02289,2289.HK,創美藥業,6.267,-1.72,2822680,676836000.0,676836000.0,8762,322.15,0.42,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00266,266.HK,天德地產,1.91,-0.52,612000,906737784.0,906737784.0,20625,29.67,0.07,10,0,0,2026-09-08 12:45:15,1
2025-08-08,00898,898.HK,萬事昌國際,1.09,22.47,961370,911320898.0,911320898.0,15820,60.77,0.11,10,0,0,2026-09-08 12:45:15,1
2025-08-11,00810,810.HK,中國鑄晨81,0.113,-1.74,504020,80540880.0,80540880.0,26526,19.0,0.63,10,0,0,2026-09-08 12:45:16,1
2025-08-11,01722,1722.HK,建鵬控股,0.086,32.31,600200,94600000.0,94600000.0,31720,18.92,0.63,10,0,0,2026-09-08 12:45:16,1
2025-08-11,01315,1315.HK,綠色經濟,0.17,14.09,580890,105718974.0,105718974.0,3364,172.68,0.55,10,0,0,2026-09-08 12:45:16,1
2025-08-11,01843,1843.HK,快餐帝國,0.162,33.88,763850,129600000.0,129600000.0,8878,86.04,0.59,10,0,0,2026-09-08 12:45:16,1
2025-08-11,02682,2682.HK,潤利海事,0.146,14.06,1328700,146000000.0,146000000.0,29260,45.41,0.91,10,0,0,2026-09-08 12:45:16,1
2025-08-11,01470,1470.HK,富一國際控股,0.265,150.0,7859200,212000000.0,212000000.0,116250,67.61,3.71,10,0,0,2026-09-08 12:45:16,1
2025-08-11,00498,498.HK,藍河控股,0.221,145.56,3811330,230049091.0,230049091.0,5825,654.31,1.66,10,0,0,2026-09-08 12:45:16,1
2025-08-11,01949,1949.HK,佰達國際控股,1.01,55.38,16095990,232704000.0,232704000.0,421319,38.2,6.92,10,0,0,2026-09-08 12:45:16,1
2025-08-11,01129,1129.HK,中國水業集團,0.38,20.63,3368270,240233693.0,240233693.0,279401,12.06,1.4,10,0,0,2026-09-08 12:45:16,1
2025-08-11,00832,832.HK,建業地產,0.101,2.02,509350,306951735.0,306951735.0,33080,15.4,0.17,10,0,0,2026-09-08 12:45:16,1
2025-08-11,00254,254.HK,國家聯合資源,0.46,27.78,691520,310850906.0,310850906.0,60089,11.51,0.22,10,0,0,2026-09-08 12:45:16,1
2025-08-11,06188,6188.HK,迪信通,0.49,44.12,2670500,434365596.0,268892596.0,199550,13.38,0.61,10,0,0,2026-09-08 12:45:16,1
2025-08-11,03688,3688.HK,萊蒙國際,0.42,5.0,1426720,593347625.0,593347625.0,3873,368.38,0.24,10,0,0,2026-09-08 12:45:16,0
2025-08-11,00585,585.HK,意力國際(五百),0.85,21.43,4133500,705433336.0,705433336.0,235982,17.52,0.59,10,0,0,2026-09-08 12:45:16,1
2025-08-11,00206,206.HK,華商能源,0.249,7.33,2520540,807615045.0,807615045.0,93780,26.88,0.31,10,0,0,2026-09-08 12:45:16,1
2025-08-11,06811,6811.HK,太興集團,0.905,5.85,10815780,879134195.0,879134195.0,463830,23.32,1.23,10,0,0,2026-09-08 12:45:16,1
2025-08-11,00627,627.HK,共生智築,0.65,0.0,1885000,923437620.0,923437620.0,74568,25.28,0.2,10,0,0,2026-09-08 12:45:16,1
2025-08-12,03603,3603.HK,信基沙溪,0.055,30.95,534260,82111920.0,82111920.0,14126,37.82,0.65,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01259,1259.HK,未來發展控股,0.038,46.15,4031700,83727718.0,83727718.0,119125,33.84,4.82,10,0,0,2026-09-08 12:45:17,1
2025-08-12,02113,2113.HK,世紀集團國際,0.136,122.95,2973100,109446000.0,109446000.0,27850,106.75,2.72,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00899,899.HK,中加國信,0.251,-8.39,728690,111734911.0,111734911.0,36877,19.76,0.65,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01757,1757.HK,環球華商俱樂部,0.109,6.86,592800,130800000.0,130800000.0,13160,45.05,0.45,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00947,947.HK,摩比發展,0.165,16.2,1012320,131479441.0,131479441.0,39384,25.7,0.77,10,0,0,2026-09-08 12:45:17,1
2025-08-12,09929,9929.HK,澳達控股,0.074,15.62,1729700,148000000.0,148000000.0,18790,92.05,1.17,10,0,0,2026-09-08 12:45:17,1
2025-08-12,02132,2132.HK,譽燊豐控股,0.111,6.73,952860,177600000.0,177600000.0,45743,20.83,0.54,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01775,1775.HK,精英匯集團,0.35,73.27,4029870,186554200.0,186554200.0,44033,91.52,2.16,10,0,0,2026-09-08 12:45:17,1
2025-08-12,02028,2028.HK,映美控股,0.223,150.56,7249320,191408504.0,191408504.0,22881,316.83,3.79,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01620,1620.HK,富盈環球集團,0.18,57.89,1611090,216000000.0,216000000.0,79909,20.16,0.75,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01831,1831.HK,十方控股,0.213,56.62,2081580,229070754.0,229070754.0,73112,28.47,0.91,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01407,1407.HK,交運燃氣,0.639,8.49,5900200,281160000.0,281160000.0,352732,16.73,2.1,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01623,1623.HK,海隆控股,0.167,-1.76,4523710,283305246.0,283305246.0,318693,14.19,1.6,10,0,0,2026-09-08 12:45:17,1
2025-08-12,06119,6119.HK,天源集團,0.49,30.67,1730100,294000000.0,294000000.0,19485,88.79,0.59,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00924,924.HK,坤集團,0.32,-8.57,624600,320000000.0,320000000.0,29650,21.07,0.2,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01949,1949.HK,佰達國際控股,1.625,60.89,22197070,374400000.0,374400000.0,1945974,11.41,5.93,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00828,828.HK,王朝酒業,0.3,1.69,676660,422521766.0,422521766.0,60750,11.14,0.16,10,0,0,2026-09-08 12:45:17,1
2025-08-12,01202,1202.HK,四威科技,1.069,8.09,1656240,427600000.0,171040000.0,134184,12.34,0.39,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00244,244.HK,先施,0.335,34.0,2091680,440177458.0,440177458.0,45892,45.58,0.48,10,0,0,2026-09-08 12:45:17,1
2025-08-12,02146,2146.HK,榮萬家,1.34,5.51,2004250,503840000.0,125960000.0,4849,413.33,0.4,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00528,528.HK,金達控股,1.02,-8.93,671520,642271560.0,642271560.0,53200,12.62,0.1,10,0,0,2026-09-08 12:45:17,1
2025-08-12,02458,2458.HK,望塵科技控股,4.8,0.0,626500,685008614.0,685008614.0,30709,20.4,0.09,10,0,0,2026-09-08 12:45:17,1
2025-08-12,00212,212.HK,南洋集團,23.7,-2.31,1362500,805035391.0,805035391.0,31993,42.59,0.17,10,0,0,2026-09-08 12:45:17,1
2025-08-12,06188,6188.HK,迪信通,0.92,87.76,10514500,815543568.0,504859568.0,458080,22.95,1.29,10,0,0,2026-09-08 12:45:17,1
2025-08-13,08430,8430.HK,春能控股,0.16,-11.11,923270,26693632.0,26693632.0,71701,12.88,3.46,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00193,193.HK,冠中地產,0.227,5.58,702520,52936981.0,52936981.0,11097,63.31,1.33,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01340,1340.HK,惠生國際,0.392,22.5,612490,54262874.0,54262874.0,56325,10.87,1.13,10,0,0,2026-09-08 12:45:18,1
2025-08-13,02358,2358.HK,久融控股,0.011,0.0,595640,60192000.0,60192000.0,50747,11.74,0.99,10,0,0,2026-09-08 12:45:18,1
2025-08-13,08052,8052.HK,陸慶娛樂,0.115,45.57,917820,63049440.0,63049440.0,44931,20.43,1.46,10,0,0,2026-09-08 12:45:18,1
2025-08-13,02147,2147.HK,正味集團,0.96,20.0,4090040,64512000.0,64512000.0,383465,10.67,6.34,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01889,1889.HK,三愛健康集團,0.51,43.66,5966200,77978334.0,77978334.0,25599,233.06,7.65,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01629,1629.HK,冠均國際控股,0.18,21.62,639100,98296657.0,98296657.0,31740,20.14,0.65,10,0,0,2026-09-08 12:45:18,1
2025-08-13,08283,8283.HK,中食民安,0.363,-10.37,3267760,125452800.0,125452800.0,59290,55.11,2.6,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01241,1241.HK,雙樺控股,0.2,58.73,1505940,130000000.0,130000000.0,7780,193.57,1.16,10,0,0,2026-09-08 12:45:18,0
2025-08-13,00637,637.HK,利記,0.229,57.93,4774930,189783750.0,189783750.0,2424,1969.86,2.52,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00442,442.HK,域能控股,0.85,16.44,774570,220277500.0,220277500.0,4014,192.97,0.35,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01757,1757.HK,環球華商俱樂部,0.196,79.82,5172000,235200000.0,235200000.0,72440,71.4,2.2,10,0,0,2026-09-08 12:45:18,1
2025-08-13,06882,6882.HK,東瀛遊,0.525,-10.26,3508460,263786250.0,263786250.0,204524,17.15,1.33,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01222,1222.HK,宏安集團,0.023,0.0,1667490,311390030.0,311390030.0,62585,26.64,0.54,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00209,209.HK,萬維智能科技,2.163,44.78,7487590,321350810.0,321350810.0,1497,5001.73,2.33,10,0,0,2026-09-08 12:45:18,1
2025-08-13,02497,2497.HK,富景中國控股,0.82,1.23,1249500,410000000.0,410000000.0,48530,25.75,0.3,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00970,970.HK,新耀萊,0.64,6.67,1415660,432231789.0,432231789.0,35408,39.98,0.33,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00166,166.HK,新時代集團控股,0.052,-1.89,553580,454572403.0,454572403.0,50208,11.03,0.12,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01098,1098.HK,路勁,0.79,-9.2,1272220,591975887.0,591975887.0,96901,13.13,0.21,10,0,0,2026-09-08 12:45:18,1
2025-08-13,01084,1084.HK,綠新生物科技,0.678,0.0,604540,592653360.0,592653360.0,58986,10.25,0.1,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00167,167.HK,IDT INT'L,1.28,-1.54,511950,665579752.0,665579752.0,32284,15.86,0.08,10,0,0,2026-09-08 12:45:18,1
2025-08-13,02530,2530.HK,紐曼思,0.675,8.0,668640,675000000.0,675000000.0,31912,20.95,0.1,10,0,0,2026-09-08 12:45:18,1
2025-08-13,00206,206.HK,華商能源,0.247,-5.0,13913350,801128177.0,801128177.0,375547,37.05,1.74,10,0,0,2026-09-08 12:45:18,1
2025-08-13,02481,2481.HK,雙良睿能,2.776,1.46,2562830,837241600.0,837241600.0,45316,56.55,0.31,10,0,0,2026-09-08 12:45:18,1
2025-08-14,00428,428.HK,中國天弓控股,0.31,10.71,1738240,47820053.0,47820053.0,124675,13.94,3.63,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01064,1064.HK,中華國際,0.066,50.0,2360230,50728690.0,50728690.0,8142,289.88,4.65,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00193,193.HK,冠中地產,0.232,2.2,888330,54102994.0,54102994.0,78975,11.25,1.64,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00145,145.HK,信能低碳,0.194,5.43,2128460,71043152.0,71043152.0,185722,11.46,3.0,10,0,0,2026-09-08 12:45:19,1
2025-08-14,08120,8120.HK,國農金融投資,0.465,-4.12,596780,75621443.0,75621443.0,5130,116.33,0.79,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00660,660.HK,瑋俊生物科技,0.239,21.32,575530,91850039.0,91850039.0,29453,19.54,0.63,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01452,1452.HK,迪諾斯環保,0.122,24.49,1090000,94025122.0,94025122.0,10360,105.21,1.16,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00889,889.HK,連達科技控股,0.31,8.77,526670,99200000.0,99200000.0,968,544.08,0.53,10,0,0,2026-09-08 12:45:19,1
2025-08-14,02022,2022.HK,遊萊互動,0.068,33.33,2692400,136000000.0,136000000.0,23360,115.26,1.98,10,0,0,2026-09-08 12:45:19,1
2025-08-14,02113,2113.HK,世紀集團國際,0.172,36.51,6049400,138417000.0,138417000.0,361890,16.72,4.37,10,0,0,2026-09-08 12:45:19,1
2025-08-14,08601,8601.HK,寶燵控股,0.268,1.9,1456150,214400000.0,214400000.0,11225,129.72,0.68,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00653,653.HK,卓悅控股,0.119,36.78,10276000,223110490.0,223110490.0,58350,176.11,4.61,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01682,1682.HK,杭品生活科技,0.145,27.19,751420,227918830.0,227918830.0,16193,46.4,0.33,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01046,1046.HK,寰宇娛樂文化,0.33,-5.71,755380,299188651.0,299188651.0,17250,43.79,0.25,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00328,328.HK,ALCO HOLDINGS,1.13,1.99,3492990,323623129.0,323623129.0,214778,16.26,1.08,10,0,0,2026-09-08 12:45:19,1
2025-08-14,06866,6866.HK,佐力科創,0.31,3.33,972710,365800000.0,93000000.0,93195,10.44,0.27,10,0,0,2026-09-08 12:45:19,1
2025-08-14,02136,2136.HK,利福中國,0.27,3.85,3116280,395401095.0,395401095.0,227118,13.72,0.79,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00974,974.HK,中國順客隆,1.38,119.05,4459870,400830660.0,400830660.0,4304,1036.22,1.11,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00970,970.HK,新耀萊,0.6,-6.25,4160790,405217302.0,405217302.0,155164,26.82,1.03,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01778,1778.HK,彩生活,0.237,10.23,4516940,440679505.0,440679505.0,449585,10.05,1.02,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01098,1098.HK,路勁,0.73,-7.59,2445100,547015693.0,547015693.0,215620,11.34,0.45,10,0,0,2026-09-08 12:45:19,1
2025-08-14,00610,610.HK,惠記集團,0.69,-2.82,1171440,547255583.0,547255583.0,54616,21.45,0.21,10,0,0,2026-09-08 12:45:19,1
2025-08-14,01813,1813.HK,合景泰富集團,0.249,-24.55,16103140,851302102.0,851302102.0,823159,19.56,1.89,10,0,0,2026-09-08 12:45:19,1
2025-08-14,03315,3315.HK,金邦達寶嘉,1.09,23.86,12893810,878324180.0,878324180.0,385788,33.42,1.47,10,0,0,2026-09-08 12:45:19,1
2025-08-15,08365,8365.HK,亦辰集團,0.45,52.54,2999980,89437248.0,89437248.0,60725,49.4,3.35,10,0,0,2026-09-08 12:45:20,1
2025-08-15,00660,660.HK,瑋俊生物科技,0.305,27.62,1545730,117214484.0,117214484.0,86997,17.77,1.32,10,0,0,2026-09-08 12:45:20,1
2025-08-15,02372,2372.HK,偉立控股,0.233,7.37,572400,186400000.0,186400000.0,32440,17.64,0.31,10,0,0,2026-09-08 12:45:20,1
2025-08-15,06816,6816.HK,瑞港建設,0.26,130.09,3291700,208000000.0,208000000.0,2944,1118.1,1.58,10,0,0,2026-09-08 12:45:20,1
2025-08-15,00380,380.HK,中國管業,0.162,4.52,780950,215827092.0,215827092.0,70023,11.15,0.36,10,0,0,2026-09-08 12:45:20,1
2025-08-15,02885,2885.HK,彼岸控股,0.552,-3.5,2708640,220800000.0,220800000.0,204652,13.24,1.23,10,0,0,2026-09-08 12:45:20,1
2025-08-15,00858,858.HK,精優藥業,0.129,9.32,9733110,374100000.0,374100000.0,638796,15.24,2.6,10,0,0,2026-09-08 12:45:20,1
2025-08-15,00929,929.HK,國際精密,0.422,-1.17,1104450,444051245.0,444051245.0,42926,25.73,0.25,10,0,0,2026-09-08 12:45:20,1
2025-08-15,00938,938.HK,民生國際,0.79,41.07,1595280,511286890.0,511286890.0,47852,33.34,0.31,10,0,0,2026-09-08 12:45:20,1
2025-08-15,01085,1085.HK,亨鑫科技,1.19,-10.53,2789560,554064000.0,554064000.0,183604,15.19,0.5,10,0,0,2026-09-08 12:45:20,1
2025-08-15,02789,2789.HK,遠大中國,0.103,212.12,13695350,639499602.0,639499602.0,75509,181.37,2.14,10,0,0,2026-09-08 12:45:20,1
2025-08-15,00228,228.HK,中能控股,1.48,-27.45,12217940,675176592.0,675176592.0,223211,54.74,1.81,10,0,0,2026-09-08 12:45:19,1
2025-08-15,02651,2651.HK,大眾口腔,15.734,12.84,5863720,795810647.0,286770087.0,574463,10.21,0.74,10,0,0,2026-09-08 12:45:20,1
