code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08036,8036.HK,電子交易集團,0.023,-20.69,636700,28290000,28290000,11970,53.19,2.25,10,0,0,2026-09-08 12:47:09
00261,261.HK,GBA集團,0.265,8.61,14150390,87810845,87810845,34026,415.87,16.11,10,0,0,2026-09-08 12:47:09
00919,919.HK,現代健康科技,0.106,39.47,1722280,95875298,95875298,7117,242.0,1.8,10,0,0,2026-09-08 12:47:09
01633,1633.HK,上諭集團,0.151,14.39,2514500,103397250,103397250,160890,15.63,2.43,10,0,0,2026-09-08 12:47:09
01470,1470.HK,富一國際控股,0.144,48.45,1102600,115200000,115200000,4270,258.22,0.96,10,0,0,2026-09-08 12:47:09
08028,8028.HK,天時資源,0.255,-12.07,4071950,129012729,129012729,250395,16.26,3.16,10,0,0,2026-09-08 12:47:09
01536,1536.HK,煜榮集團,0.285,26.11,2507500,129960000,129960000,126730,19.79,1.93,10,0,0,2026-09-08 12:47:09
01102,1102.HK,環能國際,0.06,25.0,1742150,167963145,167963145,35219,49.47,1.04,10,0,0,2026-09-08 12:47:09
01792,1792.HK,CMON,0.92,8.49,1092240,227865600,227865600,55442,19.7,0.48,10,0,0,2026-09-08 12:47:09
08031,8031.HK,易通訊集團,0.69,112.31,8427260,244774050,244774050,25562,329.68,3.44,5,1,0,2026-09-08 12:47:09
01795,1795.HK,亞東集團,0.58,3.57,5072610,348000000,348000000,248667,20.4,1.46,10,0,0,2026-09-08 12:47:09
01251,1251.HK,華油能源,0.199,20.61,1362790,388874656,388874656,108804,12.53,0.35,10,0,0,2026-09-08 12:47:09
02211,2211.HK,大健康國際,3.63,181.4,12299660,401282771,401282771,970564,12.67,3.07,10,0,0,2026-09-08 12:47:09
01202,1202.HK,四威科技,1.089,15.97,1412740,435600000,174240000,82724,17.08,0.32,10,0,0,2026-09-08 12:47:09
