code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
00193,193.HK,冠中地產,0.219,1.86,1110900,51071360,51071360,88272,12.58,2.18,10,0,0,2026-09-08 12:45:35
08187,8187.HK,積木集團,0.345,39.11,5899260,52330925,52330925,173149,34.07,11.27,10,0,0,2026-09-08 12:45:36
02330,2330.HK,中國上城,0.147,5.76,1743180,66568325,66568325,137551,12.67,2.62,10,0,0,2026-09-08 12:45:35
01134,1134.HK,恆發光學,0.18,-7.22,544740,90000000,90000000,51872,10.5,0.61,10,0,0,2026-09-08 12:45:35
08507,8507.HK,愛世紀集團,0.142,11.81,744740,113600000,113600000,36729,20.28,0.66,10,0,0,2026-09-08 12:45:36
00712,712.HK,卡姆丹克太陽能,0.16,52.38,9014120,169587746,169587746,262157,34.38,5.32,10,0,0,2026-09-08 12:45:35
08637,8637.HK,元續科技,1.48,28.7,3088800,221558960,221558960,93490,33.04,1.39,10,0,0,2026-09-08 12:45:36
02326,2326.HK,新源萬恆控股,0.011,10.0,645260,231924794,231924794,21720,29.71,0.28,10,0,0,2026-09-08 12:45:35
01314,1314.HK,翠華控股,0.185,-2.63,3348020,261076893,261076893,87694,38.18,1.28,10,0,0,2026-09-08 12:45:35
00924,924.HK,坤集團,0.315,-1.56,644900,315000000,315000000,30750,20.97,0.2,10,0,0,2026-09-08 12:45:35
06696,6696.HK,多想雲,0.503,1.62,6080230,338016000,338016000,513619,11.84,1.8,10,0,0,2026-09-08 12:45:36
00757,757.HK,陽光能源,0.109,21.11,7124500,362291053,362291053,163006,43.71,1.97,10,0,0,2026-09-08 12:45:35
01938,1938.HK,珠江鋼管,0.49,15.29,5850030,495459580,495459580,406088,14.41,1.18,10,0,0,2026-09-08 12:45:35
00750,750.HK,水發興業能源,0.31,8.77,1279520,781535352,781535352,86670,14.76,0.16,10,0,0,2026-09-08 12:45:35
