code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08071,8071.HK,中彩網通控股,0.6,-29.41,520210,56232580,56232580,45718,11.38,0.93,10,0,0,2026-09-08 12:48:28
00810,810.HK,中國鑄晨81,0.13,-4.41,3681530,92657650,92657650,175565,20.97,3.97,10,0,0,2026-09-08 12:48:28
08193,8193.HK,亞太金融投資,0.35,22.81,1094100,97934320,97934320,101277,10.8,1.12,10,0,0,2026-09-08 12:48:28
00381,381.HK,權識國際,0.147,-60.27,115922100,195572405,195572405,11437873,10.13,59.27,10,0,0,2026-09-08 12:48:28
08023,8023.HK,鄺文記,0.335,9.84,1294860,200143740,200143740,4944,261.91,0.65,10,0,0,2026-09-08 12:48:28
00092,92.HK,冠軍科技集團,0.185,-0.54,600550,203058747,203058747,38363,15.65,0.3,10,0,0,2026-09-08 12:48:27
08227,8227.HK,海天天線,0.143,12.6,584300,271360947,92344353,11970,48.81,0.22,10,0,0,2026-09-08 12:48:28
01932,1932.HK,中漆集團,0.34,36.55,13121740,340000000,340000000,647,20291.35,3.86,3,1,0,2026-09-08 12:48:28
00701,701.HK,北海集團,0.195,9.55,4188830,371218710,371218710,18593,225.29,1.13,3,1,0,2026-09-08 12:48:28
08395,8395.HK,中顯智能齊家控股,0.25,-20.63,31194740,428500000,428500000,2388240,13.06,7.28,10,0,0,2026-09-08 12:48:28
02230,2230.HK,羚邦集團,0.246,2.93,2064270,490032000,490032000,149215,13.83,0.42,10,0,0,2026-09-08 12:48:28
01473,1473.HK,環聯連訊,0.51,10.87,925500,603045057,603045057,47658,19.42,0.15,10,0,0,2026-09-08 12:48:28
01693,1693.HK,璋利國際,8.68,5.85,10051960,696815123,696815123,842410,11.93,1.44,10,0,0,2026-09-08 12:48:28
