code5,symbol,name,close,chg_pct,turnover_day,mcap_total,mcap_hk,ma10,ratio,turnover_to_mcap,ma10_days_available,ma_short,has_domestic_shares,scan_time
08448,8448.HK,環球印館,0.4,21.21,638530,39920000,39920000,63825,10.0,1.6,10,0,0,2026-09-08 12:45:46
08238,8238.HK,玖方數智,0.21,5.53,619140,73156608,73156608,10223,60.56,0.85,10,0,0,2026-09-08 12:45:46
00243,243.HK,品質國際,0.33,-2.94,1744650,114341876,114341876,91494,19.07,1.53,10,0,0,2026-09-08 12:45:45
01720,1720.HK,普天通信集團,0.153,22.4,1811600,168300000,168300000,140290,12.91,1.08,10,0,0,2026-09-08 12:45:45
01582,1582.HK,華營建築,0.36,-8.86,4311850,180000000,180000000,15843,272.16,2.4,10,0,0,2026-09-08 12:45:45
01991,1991.HK,大洋集團,1.5,22.95,2515430,258010050,258010050,125125,20.1,0.97,10,0,0,2026-09-08 12:45:45
01148,1148.HK,新晨動力,0.3,27.66,3704040,384663538,384663538,308991,11.99,0.96,10,0,0,2026-09-08 12:45:45
02501,2501.HK,邁越科技,1.1,17.02,5303400,550000000,550000000,193130,27.46,0.96,10,0,0,2026-09-08 12:45:46
00301,301.HK,三和精化,1.25,0.0,5921140,588074675,588074675,227534,26.02,1.01,10,0,0,2026-09-08 12:45:45
00936,936.HK,佳兆業資本,0.84,64.71,16941250,890400000,890400000,1159944,14.61,1.9,10,0,0,2026-09-08 12:45:45
01082,1082.HK,源宇宙教育,1.51,0.67,771720,918150789,918150789,22924,33.66,0.08,10,0,0,2026-09-08 12:45:45
00206,206.HK,華商能源,0.305,5.17,4559450,989247344,989247344,338400,13.47,0.46,10,0,0,2026-09-08 12:45:45
